Driver,Compound,FP2AvgPace,FP2BestPace,FP2DegRate,FP2LapCount,FP2AvgTyreLife,Year,RoundNumber,EventName,SessionSource
RUS,MEDIUM,107.75514285714289,107.278,0.03381098901099079,14.0,11.5,2025,13,Belgian Grand Prix,Sprint
SAI,MEDIUM,107.22628571428572,106.77,0.033028571428571,14.0,8.5,2025,13,Belgian Grand Prix,Sprint
STR,MEDIUM,107.769,107.307,0.010786813186813366,14.0,11.5,2025,13,Belgian Grand Prix,Sprint
TSU,MEDIUM,107.69114285714285,107.326,0.017002197802199772,14.0,13.5,2025,13,Belgian Grand Prix,Sprint
VER,MEDIUM,106.41621428571428,106.052,0.034037362637364205,14.0,11.5,2025,13,Belgian Grand Prix,Sprint
ALB,MEDIUM,82.42744444444443,82.094,0.08013333333333059,9.0,16.0,2025,14,Hungarian Grand Prix,FP2
ALO,SOFT,93.16483333333333,81.428,9.331514285714283,6.0,10.5,2025,14,Hungarian Grand Prix,FP2
ANT,MEDIUM,82.69718181818183,81.752,0.11206363636363778,11.0,13.0,2025,14,Hungarian Grand Prix,FP2
BEA,SOFT,84.86928571428572,82.411,-0.3050357142857181,7.0,12.0,2025,14,Hungarian Grand Prix,FP2
BOR,HARD,93.55899999999998,78.52,-2.0415137614678924,15.0,11.066666666666666,2025,14,Hungarian Grand Prix,FP2
COL,MEDIUM,86.63158333333332,81.927,1.986709790209791,12.0,16.5,2025,14,Hungarian Grand Prix,FP2
GAS,MEDIUM,87.08622222222223,82.718,2.492350000000001,9.0,14.0,2025,14,Hungarian Grand Prix,FP2
HAD,MEDIUM,83.27083333333333,82.318,0.006804195804196672,12.0,16.5,2025,14,Hungarian Grand Prix,FP2
HAM,SOFT,88.22536363636364,81.276,2.16420909090909,11.0,13.0,2025,14,Hungarian Grand Prix,FP2
HUL,MEDIUM,82.1361111111111,81.751,-0.025600000000000706,9.0,17.0,2025,14,Hungarian Grand Prix,FP2
LAW,MEDIUM,86.88240000000002,82.182,1.4343928571428575,15.0,18.0,2025,14,Hungarian Grand Prix,FP2
LEC,MEDIUM,87.2091,81.635,2.042381818181821,10.0,15.5,2025,14,Hungarian Grand Prix,FP2
NOR,MEDIUM,82.1322857142857,81.226,0.16371428571428345,7.0,12.0,2025,14,Hungarian Grand Prix,FP2
OCO,HARD,92.80559999999998,78.049,-2.0911227634194858,15.0,11.2,2025,14,Hungarian Grand Prix,FP2
PIA,MEDIUM,82.7923,81.535,0.13033333333333247,10.0,15.5,2025,14,Hungarian Grand Prix,FP2
RUS,MEDIUM,83.26650000000001,81.915,0.2812142857142832,8.0,13.5,2025,14,Hungarian Grand Prix,FP2
SAI,MEDIUM,87.989,82.145,1.6347956043956062,14.0,17.5,2025,14,Hungarian Grand Prix,FP2
STR,MEDIUM,89.01036363636365,82.53,2.9837909090909114,11.0,14.0,2025,14,Hungarian Grand Prix,FP2
TSU,MEDIUM,83.90100000000001,82.424,0.2236484848484817,10.0,18.5,2025,14,Hungarian Grand Prix,FP2
VER,MEDIUM,88.13407142857143,82.003,1.7368461538461522,14.0,14.5,2025,14,Hungarian Grand Prix,FP2
ALB,HARD,97.54450000000001,71.756,-3.917285714285709,6.0,9.5,2025,15,Dutch Grand Prix,FP2
BEA,MEDIUM,75.65608333333333,75.115,0.08599650349649939,12.0,11.5,2025,15,Dutch Grand Prix,FP2
BOR,MEDIUM,80.25476923076923,75.601,1.485763736263736,13.0,11.0,2025,15,Dutch Grand Prix,FP2
COL,MEDIUM,102.97983333333332,72.31,-5.190314285714283,6.0,9.5,2025,15,Dutch Grand Prix,FP2
COL,SOFT,80.9515,74.206,5.547571428571433,6.0,9.5,2025,15,Dutch Grand Prix,FP2
GAS,MEDIUM,80.30199999999999,75.937,1.7840090909090915,11.0,19.0,2025,15,Dutch Grand Prix,FP2
HUL,MEDIUM,80.95461538461538,75.023,2.141445054945055,13.0,11.0,2025,15,Dutch Grand Prix,FP2
NOR,MEDIUM,74.971875,74.509,0.1296547619047637,8.0,16.5,2025,15,Dutch Grand Prix,FP2
OCO,MEDIUM,87.21583333333332,75.338,9.836657142857145,6.0,9.5,2025,15,Dutch Grand Prix,FP2
PIA,MEDIUM,75.995875,75.062,-0.24739285714285697,8.0,17.5,2025,15,Dutch Grand Prix,FP2
RUS,HARD,75.39099999999999,74.762,0.02076363636363739,10.0,14.5,2025,15,Dutch Grand Prix,FP2
SAI,HARD,75.65855555555555,75.334,0.10568333333333409,9.0,19.0,2025,15,Dutch Grand Prix,FP2
TSU,MEDIUM,83.15118181818183,75.963,3.3045909090909054,11.0,17.0,2025,15,Dutch Grand Prix,FP2
ALB,MEDIUM,84.59799999999998,83.774,-0.30557142857142905,7.0,16.0,2025,16,Italian Grand Prix,FP2
ALO,MEDIUM,89.00257142857143,83.997,3.0499285714285778,7.0,15.0,2025,16,Italian Grand Prix,FP2
BEA,HARD,89.74433333333333,84.25,2.117979020979022,12.0,16.5,2025,16,Italian Grand Prix,FP2
BOR,MEDIUM,84.05799999999999,83.499,-0.1076000000000028,6.0,12.5,2025,16,Italian Grand Prix,FP2
COL,MEDIUM,87.10542857142856,84.327,0.8675252747252736,14.0,16.5,2025,16,Italian Grand Prix,FP2
GAS,MEDIUM,87.98414285714287,84.113,1.3491736263736271,14.0,16.5,2025,16,Italian Grand Prix,FP2
HAD,MEDIUM,90.03655555555555,83.856,3.324133333333337,9.0,13.0,2025,16,Italian Grand Prix,FP2
HAM,HARD,89.595,83.685,2.664157575757574,10.0,14.5,2025,16,Italian Grand Prix,FP2
HUL,HARD,84.27275,83.451,-0.1430714285714314,8.0,13.5,2025,16,Italian Grand Prix,FP2
LAW,MEDIUM,89.2353,83.795,2.4710848484848467,10.0,13.5,2025,16,Italian Grand Prix,FP2
LEC,SOFT,90.9737777777778,83.514,3.1434166666666687,9.0,14.0,2025,16,Italian Grand Prix,FP2
NOR,MEDIUM,87.62191666666666,83.261,1.7715069930069929,12.0,14.5,2025,16,Italian Grand Prix,FP2
OCO,HARD,84.325,84.075,0.002476190476190552,8.0,15.5,2025,16,Italian Grand Prix,FP2
PIA,MEDIUM,89.1028,83.483,2.7240121212121173,10.0,17.5,2025,16,Italian Grand Prix,FP2
RUS,HARD,90.91872727272728,83.392,2.931799999999999,11.0,17.0,2025,16,Italian Grand Prix,FP2
SAI,MEDIUM,84.57575,83.324,-0.4175476190476161,8.0,16.5,2025,16,Italian Grand Prix,FP2
STR,MEDIUM,90.521,84.168,4.355535714285707,7.0,17.0,2025,16,Italian Grand Prix,FP2
TSU,MEDIUM,91.3078888888889,84.43,3.756299999999997,9.0,17.0,2025,16,Italian Grand Prix,FP2
VER,MEDIUM,88.15472727272727,83.442,2.0866090909090924,11.0,16.0,2025,16,Italian Grand Prix,FP2
ALB,HARD,112.77888888888889,105.971,3.0891333333333355,9.0,14.0,2025,17,Azerbaijan Grand Prix,FP2
ALO,SOFT,114.83899999999998,107.725,4.721499999999997,7.0,11.0,2025,17,Azerbaijan Grand Prix,FP2
BEA,MEDIUM,116.126875,106.232,1.7582261904761913,8.0,11.5,2025,17,Azerbaijan Grand Prix,FP2
COL,MEDIUM,108.22387499999999,107.347,0.10765476190476478,8.0,10.5,2025,17,Azerbaijan Grand Prix,FP2
HAD,SOFT,108.1392857142857,107.641,-0.15271428571429113,7.0,11.0,2025,17,Azerbaijan Grand Prix,FP2
HUL,MEDIUM,107.28800000000001,106.759,0.03697619047619351,8.0,12.5,2025,17,Azerbaijan Grand Prix,FP2
LAW,MEDIUM,107.74975,106.928,0.15028571428571524,8.0,10.5,2025,17,Azerbaijan Grand Prix,FP2
OCO,MEDIUM,107.29185714285713,106.578,0.11649999999999422,7.0,12.0,2025,17,Azerbaijan Grand Prix,FP2
SAI,MEDIUM,106.79222222222224,106.338,0.026450000000001337,9.0,13.0,2025,17,Azerbaijan Grand Prix,FP2
STR,SOFT,108.28357142857143,107.903,0.06374999999999831,7.0,11.0,2025,17,Azerbaijan Grand Prix,FP2
TSU,MEDIUM,107.38333333333333,106.177,-0.44045714285714566,6.0,10.5,2025,17,Azerbaijan Grand Prix,FP2
VER,SOFT,107.49866666666667,106.199,-0.2020000000000044,6.0,10.5,2025,17,Azerbaijan Grand Prix,FP2
ALO,SOFT,113.07000000000001,90.877,0.3794285714285697,7.0,8.0,2025,18,Singapore Grand Prix,FP2
ANT,MEDIUM,103.24871428571429,96.722,4.2576428571428515,7.0,12.0,2025,18,Singapore Grand Prix,FP2
HAD,SOFT,116.19,90.846,-0.7592000000000112,6.0,6.5,2025,18,Singapore Grand Prix,FP2
HUL,SOFT,115.70533333333334,92.069,5.809128571428563,6.0,8.333333333333334,2025,18,Singapore Grand Prix,FP2
OCO,SOFT,120.82633333333335,91.298,5.302800000000005,6.0,7.5,2025,18,Singapore Grand Prix,FP2
PIA,SOFT,103.1917142857143,90.714,4.356928571428569,7.0,7.0,2025,18,Singapore Grand Prix,FP2
SAI,SOFT,108.472,91.299,-2.7028571428571517,7.0,8.0,2025,18,Singapore Grand Prix,FP2
VER,SOFT,99.22366666666666,90.857,-2.4480000000000057,6.0,6.5,2025,18,Singapore Grand Prix,FP2
ALB,MEDIUM,112.07600000000001,98.22,0.39616428571427936,15.0,11.0,2025,19,United States Grand Prix,Sprint
ANT,MEDIUM,114.2763125,97.758,1.168616176470591,16.0,16.5,2025,19,United States Grand Prix,Sprint
BEA,MEDIUM,114.376,98.435,1.1563911764705928,16.0,11.5,2025,19,United States Grand Prix,Sprint
BOR,MEDIUM,114.1563125,98.746,1.016783823529415,16.0,11.5,2025,19,United States Grand Prix,Sprint
COL,MEDIUM,114.55435294117649,99.235,0.6039338235294096,17.0,10.0,2025,19,United States Grand Prix,Sprint
GAS,MEDIUM,114.4210625,98.932,1.0341102941176499,16.0,11.5,2025,19,United States Grand Prix,Sprint
HAD,MEDIUM,114.06017647058825,99.018,0.780291943521594,17.0,16.941176470588236,2025,19,United States Grand Prix,Sprint
HAM,MEDIUM,112.05060000000002,97.096,0.5354857142857105,15.0,16.0,2025,19,United States Grand Prix,Sprint
HUL,MEDIUM,113.99075,98.917,1.0328500000000005,16.0,13.5,2025,19,United States Grand Prix,Sprint
LAW,MEDIUM,114.209125,98.654,1.1352999999999998,16.0,16.5,2025,19,United States Grand Prix,Sprint
LEC,MEDIUM,112.2164,97.391,0.47680000000000267,15.0,12.0,2025,19,United States Grand Prix,Sprint
OCO,MEDIUM,106.36258333333335,98.701,-2.9399615384615423,12.0,9.5,2025,19,United States Grand Prix,Sprint
RUS,MEDIUM,112.30166666666665,96.556,0.563849999999998,15.0,16.0,2025,19,United States Grand Prix,Sprint
SAI,MEDIUM,112.23106666666665,97.51,0.5076857142857111,15.0,11.0,2025,19,United States Grand Prix,Sprint
STR,MEDIUM,106.21633333333334,98.766,-2.947153846153847,12.0,13.5,2025,19,United States Grand Prix,Sprint
TSU,MEDIUM,114.42862500000001,98.268,1.165444117647062,16.0,11.5,2025,19,United States Grand Prix,Sprint
VER,MEDIUM,109.42457142857143,96.527,-0.38791834319526636,14.0,10.571428571428571,2025,19,United States Grand Prix,Sprint
ALB,MEDIUM,83.54814285714288,82.994,-0.17003571428571593,7.0,13.0,2025,20,Mexico City Grand Prix,FP2
ALO,MEDIUM,85.2158,82.556,1.4028000000000016,10.0,14.5,2025,20,Mexico City Grand Prix,FP2
ANT,MEDIUM,85.76823076923077,82.04,1.1472747252747257,13.0,17.0,2025,20,Mexico City Grand Prix,FP2
BEA,MEDIUM,104.63918181818181,79.213,-1.5305090909090913,11.0,8.0,2025,20,Mexico City Grand Prix,FP2
BEA,SOFT,85.92583333333333,81.776,1.3380489510489495,12.0,13.5,2025,20,Mexico City Grand Prix,FP2
BOR,MEDIUM,86.0349090909091,81.898,1.7891000000000008,11.0,16.0,2025,20,Mexico City Grand Prix,FP2
COL,SOFT,85.5765,82.551,0.9412945054945046,14.0,14.5,2025,20,Mexico City Grand Prix,FP2
GAS,MEDIUM,86.06392307692307,82.543,1.280873626373627,13.0,17.0,2025,20,Mexico City Grand Prix,FP2
HAD,HARD,83.2387142857143,82.77,0.10407142857142894,7.0,16.0,2025,20,Mexico City Grand Prix,FP2
HAM,MEDIUM,97.34075,78.689,-1.5591229891022331,16.0,11.625,2025,20,Mexico City Grand Prix,FP2
HUL,SOFT,86.224125,82.24,2.034464285714288,8.0,11.5,2025,20,Mexico City Grand Prix,FP2
LAW,SOFT,87.60957142857144,82.796,3.2317499999999977,7.0,12.0,2025,20,Mexico City Grand Prix,FP2
LEC,MEDIUM,85.67607142857143,81.306,1.105804395604394,14.0,18.5,2025,20,Mexico City Grand Prix,FP2
NOR,MEDIUM,107.2115,78.681,-3.414371428571432,6.0,5.5,2025,20,Mexico City Grand Prix,FP2
NOR,SOFT,81.80577777777779,81.236,0.14436666666666714,9.0,12.0,2025,20,Mexico City Grand Prix,FP2
OCO,HARD,88.57582352941178,79.874,-1.0167919768403606,17.0,12.058823529411764,2025,20,Mexico City Grand Prix,FP2
PIA,MEDIUM,109.81816666666667,78.754,1.6912857142857052,6.0,5.5,2025,20,Mexico City Grand Prix,FP2
PIA,SOFT,82.4753,82.002,0.057230303030302465,10.0,12.5,2025,20,Mexico City Grand Prix,FP2
RUS,MEDIUM,82.6265,82.045,0.15478571428571197,8.0,17.5,2025,20,Mexico City Grand Prix,FP2
SAI,MEDIUM,84.72692307692306,82.237,0.720538461538461,13.0,20.0,2025,20,Mexico City Grand Prix,FP2
STR,SOFT,86.4796,82.617,1.9273575757575736,10.0,12.5,2025,20,Mexico City Grand Prix,FP2
TSU,MEDIUM,83.51358333333334,82.561,-0.02046503496503346,12.0,18.5,2025,20,Mexico City Grand Prix,FP2
VER,MEDIUM,82.82140000000001,82.561,0.029866666666667274,10.0,18.5,2025,20,Mexico City Grand Prix,FP2
ALB,SOFT,75.77305,73.372,-0.23361204819277034,20.0,13.0,2025,21,São Paulo Grand Prix,Sprint
ALO,MEDIUM,78.6284,73.811,4.183299999999991,5.0,7.0,2025,21,São Paulo Grand Prix,Sprint
ALO,SOFT,74.0605625,73.226,0.06865735294117799,16.0,12.5,2025,21,São Paulo Grand Prix,Sprint
ANT,MEDIUM,73.01706250000001,72.138,0.065716176470588,16.0,14.5,2025,21,São Paulo Grand Prix,Sprint
ANT,SOFT,77.672,72.967,4.117699999999993,5.0,10.0,2025,21,São Paulo Grand Prix,Sprint
BEA,MEDIUM,76.17109523809525,73.757,-0.24589238160603932,21.0,17.238095238095237,2025,21,São Paulo Grand Prix,Sprint
BOR,MEDIUM,75.90415,73.517,-0.2596012631578951,20.0,16.75,2025,21,São Paulo Grand Prix,Sprint
COL,MEDIUM,75.22375,74.056,-1.1217000000000033,4.0,9.5,2025,21,São Paulo Grand Prix,Sprint
GAS,MEDIUM,79.74300000000001,73.216,4.930699999999998,5.0,10.0,2025,21,São Paulo Grand Prix,Sprint
GAS,SOFT,74.04468750000001,73.155,0.002742647058824201,16.0,9.5,2025,21,São Paulo Grand Prix,Sprint
HAD,MEDIUM,74.662875,73.444,0.046664705882353094,16.0,15.5,2025,21,São Paulo Grand Prix,Sprint
HAD,SOFT,80.28299999999999,74.142,5.009099999999992,5.0,7.0,2025,21,São Paulo Grand Prix,Sprint
HAM,MEDIUM,75.26457142857143,72.955,-0.14906202531645574,21.0,15.714285714285714,2025,21,São Paulo Grand Prix,Sprint
HUL,MEDIUM,74.77399999999999,72.186,0.1268615132477454,20.0,18.3,2025,21,São Paulo Grand Prix,Sprint
LAW,MEDIUM,76.50361904761905,73.896,-0.19917818639798546,21.0,18.523809523809526,2025,21,São Paulo Grand Prix,Sprint
LEC,MEDIUM,73.9165625,73.111,0.03060441176470328,16.0,17.5,2025,21,São Paulo Grand Prix,Sprint
LEC,SOFT,79.0154,73.82,4.631199999999997,5.0,10.0,2025,21,São Paulo Grand Prix,Sprint
NOR,MEDIUM,77.4324,72.852,4.157900000000006,5.0,9.0,2025,21,São Paulo Grand Prix,Sprint
NOR,SOFT,72.98325,72.12,0.08825588235294074,16.0,15.5,2025,21,São Paulo Grand Prix,Sprint
OCO,MEDIUM,76.18714285714285,73.791,-0.24126609471516638,21.0,17.238095238095237,2025,21,São Paulo Grand Prix,Sprint
PIA,MEDIUM,73.46225,72.992,-0.3042999999999865,4.0,7.5,2025,21,São Paulo Grand Prix,Sprint
RUS,MEDIUM,73.10481250000001,72.263,0.030042647058824295,16.0,15.5,2025,21,São Paulo Grand Prix,Sprint
RUS,SOFT,77.85719999999999,73.52,3.8645000000000076,5.0,10.0,2025,21,São Paulo Grand Prix,Sprint
SAI,MEDIUM,76.36661904761904,73.712,-0.20539581706636825,21.0,18.761904761904763,2025,21,São Paulo Grand Prix,Sprint
STR,MEDIUM,79.3422,73.505,4.991400000000005,5.0,4.0,2025,21,São Paulo Grand Prix,Sprint
STR,SOFT,74.3495,73.197,0.10371176470588424,16.0,12.5,2025,21,São Paulo Grand Prix,Sprint
TSU,MEDIUM,76.45485714285714,73.921,-0.21355511335012728,21.0,19.523809523809526,2025,21,São Paulo Grand Prix,Sprint
VER,MEDIUM,73.20531249999999,72.617,-0.0028514705882362918,16.0,15.5,2025,21,São Paulo Grand Prix,Sprint
VER,SOFT,78.4374,73.652,4.309399999999994,5.0,7.0,2025,21,São Paulo Grand Prix,Sprint
ALB,MEDIUM,107.82271428571427,94.404,0.11989285714284557,7.0,6.0,2025,22,Las Vegas Grand Prix,FP2
ANT,MEDIUM,109.36330000000001,94.291,0.6348424242424259,10.0,7.5,2025,22,Las Vegas Grand Prix,FP2
BEA,MEDIUM,109.91266666666667,94.986,4.672596273291931,6.0,6.166666666666667,2025,22,Las Vegas Grand Prix,FP2
BOR,HARD,111.0505,95.499,-4.0060857142857245,6.0,5.5,2025,22,Las Vegas Grand Prix,FP2
COL,MEDIUM,115.85166666666666,94.824,0.4673666666666546,9.0,7.0,2025,22,Las Vegas Grand Prix,FP2
GAS,MEDIUM,108.16522222222223,94.373,0.3568666666666601,9.0,7.0,2025,22,Las Vegas Grand Prix,FP2
HAD,MEDIUM,107.04450000000001,94.839,1.4017999999999924,6.0,5.5,2025,22,Las Vegas Grand Prix,FP2
HAM,MEDIUM,108.331125,94.127,1.4092976190476205,8.0,6.5,2025,22,Las Vegas Grand Prix,FP2
HUL,MEDIUM,111.16600000000001,95.555,2.315999999999993,6.0,5.5,2025,22,Las Vegas Grand Prix,FP2
LAW,MEDIUM,105.70183333333334,94.784,0.860885714285704,6.0,5.5,2025,22,Las Vegas Grand Prix,FP2
LEC,MEDIUM,105.05275,93.763,-1.2230952380952345,8.0,6.5,2025,22,Las Vegas Grand Prix,FP2
OCO,MEDIUM,106.59729999999999,95.228,0.8247575757575719,10.0,7.5,2025,22,Las Vegas Grand Prix,FP2
RUS,MEDIUM,107.99233333333333,94.037,0.27041666666666303,9.0,7.0,2025,22,Las Vegas Grand Prix,FP2
SAI,MEDIUM,113.768,94.435,-0.6187857142857208,7.0,6.0,2025,22,Las Vegas Grand Prix,FP2
TSU,MEDIUM,113.213,94.692,-0.19764285714286214,7.0,6.0,2025,22,Las Vegas Grand Prix,FP2
VER,MEDIUM,106.40785714285714,94.105,-2.275607142857145,7.0,6.0,2025,22,Las Vegas Grand Prix,FP2
ALB,HARD,85.95533333333333,85.509,-0.004937048503612761,18.0,10.5,2025,23,Qatar Grand Prix,Sprint
ALO,HARD,85.84716666666665,85.415,0.03467801857585116,18.0,10.5,2025,23,Qatar Grand Prix,Sprint
ANT,HARD,85.3586111111111,84.464,-0.06435190918472758,18.0,10.5,2025,23,Qatar Grand Prix,Sprint
BEA,MEDIUM,86.20927777777777,85.593,0.005819401444787669,18.0,16.5,2025,23,Qatar Grand Prix,Sprint
BOR,HARD,86.15727777777778,85.663,0.005468524251805142,18.0,10.5,2025,23,Qatar Grand Prix,Sprint
COL,MEDIUM,86.76153333333333,85.878,-0.013510714285713791,15.0,9.0,2025,23,Qatar Grand Prix,Sprint
COL,SOFT,83.765,83.765,,1.0,8.0,2025,23,Qatar Grand Prix,Sprint
GAS,HARD,86.62753333333333,86.003,-0.014907142857142893,15.0,9.0,2025,23,Qatar Grand Prix,Sprint
GAS,SOFT,83.188,83.188,,1.0,7.0,2025,23,Qatar Grand Prix,Sprint
HAD,HARD,85.95816666666667,85.404,0.0046759545923629395,18.0,10.5,2025,23,Qatar Grand Prix,Sprint
HAM,MEDIUM,86.73211111111112,85.782,0.03868317853457282,18.0,10.5,2025,23,Qatar Grand Prix,Sprint
HUL,MEDIUM,86.40944444444443,85.678,-0.014555211558309045,18.0,16.5,2025,23,Qatar Grand Prix,Sprint
LAW,MEDIUM,86.30216666666666,85.62,-0.009961816305471034,18.0,16.5,2025,23,Qatar Grand Prix,Sprint
LEC,HARD,86.21972222222222,85.638,-0.01521878224974448,18.0,10.5,2025,23,Qatar Grand Prix,Sprint
NOR,HARD,84.9633888888889,84.507,-0.017794633642930643,18.0,10.5,2025,23,Qatar Grand Prix,Sprint
OCO,MEDIUM,86.38211111111112,85.555,-0.011054695562436238,18.0,16.5,2025,23,Qatar Grand Prix,Sprint
PIA,MEDIUM,84.7505,83.988,-0.04716924664602893,18.0,15.5,2025,23,Qatar Grand Prix,Sprint
RUS,MEDIUM,84.95477777777779,84.564,-0.004274509803922553,18.0,16.5,2025,23,Qatar Grand Prix,Sprint
SAI,MEDIUM,85.92455555555554,85.463,0.02892879256965889,18.0,16.5,2025,23,Qatar Grand Prix,Sprint
STR,MEDIUM,86.57081818181818,85.753,0.04510909090909159,11.0,14.0,2025,23,Qatar Grand Prix,Sprint
STR,SOFT,87.41,83.585,-0.8173000000000057,5.0,14.0,2025,23,Qatar Grand Prix,Sprint
TSU,HARD,85.3185,84.816,-0.03059752321981457,18.0,10.5,2025,23,Qatar Grand Prix,Sprint
VER,HARD,85.0832777777778,84.541,-0.038420020639834365,18.0,10.5,2025,23,Qatar Grand Prix,Sprint
ALB,MEDIUM,98.57868421052632,84.996,-0.8912449451566017,19.0,15.157894736842104,2025,24,Abu Dhabi Grand Prix,FP2
ALO,MEDIUM,98.35828571428571,89.954,5.22617857142857,7.0,16.0,2025,24,Abu Dhabi Grand Prix,FP2
ANT,MEDIUM,95.00816666666667,89.494,2.1896503496503517,12.0,16.5,2025,24,Abu Dhabi Grand Prix,FP2
BEA,SOFT,94.53645454545455,89.139,2.2465909090909104,11.0,13.0,2025,24,Abu Dhabi Grand Prix,FP2
BOR,MEDIUM,89.9085,89.144,-0.11264285714285556,8.0,14.5,2025,24,Abu Dhabi Grand Prix,FP2
COL,HARD,93.7900909090909,89.889,1.6912727272727268,11.0,16.0,2025,24,Abu Dhabi Grand Prix,FP2
GAS,MEDIUM,102.777,85.795,-1.5678492358529554,19.0,13.157894736842104,2025,24,Abu Dhabi Grand Prix,FP2
HAD,SOFT,87.90579999999999,87.144,0.07311515151514954,10.0,9.5,2025,24,Abu Dhabi Grand Prix,FP2
HAM,MEDIUM,97.28955555555555,88.923,4.078416666666666,9.0,18.0,2025,24,Abu Dhabi Grand Prix,FP2
HUL,HARD,89.80942857142857,88.753,0.154785714285712,7.0,12.0,2025,24,Abu Dhabi Grand Prix,FP2
LAW,MEDIUM,90.68283333333333,90.121,0.10116083916084129,12.0,18.5,2025,24,Abu Dhabi Grand Prix,FP2
LEC,MEDIUM,90.24736363636363,89.558,-0.05769090909090769,11.0,19.0,2025,24,Abu Dhabi Grand Prix,FP2
NOR,MEDIUM,97.98699999999998,84.292,-1.947209913153996,14.0,10.642857142857142,2025,24,Abu Dhabi Grand Prix,FP2
OCO,SOFT,99.2045,89.137,8.232657142857137,6.0,16.5,2025,24,Abu Dhabi Grand Prix,FP2
PIA,MEDIUM,103.85035714285713,84.434,-2.5534270986745216,14.0,10.5,2025,24,Abu Dhabi Grand Prix,FP2
RUS,MEDIUM,95.91484615384616,89.794,2.235010989010989,13.0,17.0,2025,24,Abu Dhabi Grand Prix,FP2
SAI,SOFT,89.67933333333333,89.504,0.0787999999999926,6.0,10.5,2025,24,Abu Dhabi Grand Prix,FP2
STR,MEDIUM,96.69342857142858,89.921,4.704571428571427,7.0,17.0,2025,24,Abu Dhabi Grand Prix,FP2
TSU,MEDIUM,90.79599999999999,90.07,0.15215000000000117,9.0,18.0,2025,24,Abu Dhabi Grand Prix,FP2
VER,MEDIUM,89.67713333333334,89.232,0.09195357142857077,15.0,17.0,2025,24,Abu Dhabi Grand Prix,FP2
