Driver,Compound,FP2AvgPace,FP2BestPace,FP2DegRate,FP2LapCount,FP2AvgTyreLife,Year,RoundNumber,EventName,SessionSource
VER,SOFT,131.03475,101.212,9.088942857142843,4.0,7.25,2025,6,Miami Grand Prix,Sprint
ALB,MEDIUM,92.78715384615383,76.059,-2.939506343077768,13.0,10.076923076923077,2025,7,Emilia Romagna Grand Prix,FP2
ANT,MEDIUM,80.77633333333333,80.018,0.29450000000000187,9.0,12.0,2025,7,Emilia Romagna Grand Prix,FP2
BEA,MEDIUM,81.36850000000001,80.38,-0.025278787878787793,10.0,12.5,2025,7,Emilia Romagna Grand Prix,FP2
BOR,MEDIUM,81.272875,80.417,0.1437738095238088,8.0,13.5,2025,7,Emilia Romagna Grand Prix,FP2
COL,MEDIUM,82.36608333333334,80.602,0.305954545454546,12.0,16.5,2025,7,Emilia Romagna Grand Prix,FP2
GAS,MEDIUM,81.38708333333334,80.257,0.030975524475526872,12.0,16.5,2025,7,Emilia Romagna Grand Prix,FP2
HAD,MEDIUM,80.98299999999999,79.909,-0.5261071428571457,7.0,12.0,2025,7,Emilia Romagna Grand Prix,FP2
HAM,MEDIUM,82.8487142857143,79.734,0.9293928571428581,7.0,13.0,2025,7,Emilia Romagna Grand Prix,FP2
HUL,MEDIUM,81.14255555555556,80.482,0.07933333333333605,9.0,12.0,2025,7,Emilia Romagna Grand Prix,FP2
LEC,MEDIUM,80.86042857142857,79.656,0.42667857142857024,7.0,13.0,2025,7,Emilia Romagna Grand Prix,FP2
NOR,MEDIUM,80.30514285714285,79.787,-0.10453571428571397,7.0,11.0,2025,7,Emilia Romagna Grand Prix,FP2
PIA,MEDIUM,80.04274999999998,79.626,0.03966666666666379,8.0,13.5,2025,7,Emilia Romagna Grand Prix,FP2
RUS,MEDIUM,82.24975,80.281,0.5351153846153864,12.0,10.5,2025,7,Emilia Romagna Grand Prix,FP2
SAI,MEDIUM,81.588875,80.145,0.7580119047619045,8.0,14.5,2025,7,Emilia Romagna Grand Prix,FP2
TSU,MEDIUM,82.31133333333332,80.538,-0.6329333333333371,9.0,15.0,2025,7,Emilia Romagna Grand Prix,FP2
VER,MEDIUM,81.2137,80.244,-0.025557575757575553,10.0,12.5,2025,7,Emilia Romagna Grand Prix,FP2
ALB,MEDIUM,81.87115384615383,74.94,1.771280219780219,13.0,20.0,2025,8,Monaco Grand Prix,FP2
ALO,MEDIUM,83.15366666666667,75.36,3.3546500000000026,9.0,14.0,2025,8,Monaco Grand Prix,FP2
ANT,MEDIUM,82.9392,74.948,3.59992727272727,10.0,14.5,2025,8,Monaco Grand Prix,FP2
BEA,MEDIUM,91.73214285714286,72.259,0.697999999999997,7.0,6.0,2025,8,Monaco Grand Prix,FP2
BEA,SOFT,82.09515384615383,75.05,1.9492582417582425,13.0,16.0,2025,8,Monaco Grand Prix,FP2
BOR,SOFT,85.38612499999999,75.413,6.177011904761899,8.0,15.5,2025,8,Monaco Grand Prix,FP2
COL,MEDIUM,82.44088888888889,75.331,3.843366666666663,9.0,15.0,2025,8,Monaco Grand Prix,FP2
GAS,MEDIUM,81.6541,74.771,2.6525272727272804,10.0,16.5,2025,8,Monaco Grand Prix,FP2
GAS,SOFT,93.97755555555557,72.404,0.6298833333333288,9.0,7.0,2025,8,Monaco Grand Prix,FP2
HAD,SOFT,93.90358333333334,71.842,-1.145583916083918,12.0,8.5,2025,8,Monaco Grand Prix,FP2
HAM,MEDIUM,75.56771428571429,74.391,-0.04624999999999881,7.0,17.0,2025,8,Monaco Grand Prix,FP2
HUL,SOFT,76.5207,74.781,0.1685999999999996,10.0,13.5,2025,8,Monaco Grand Prix,FP2
LAW,MEDIUM,83.38977777777778,75.693,3.793166666666665,9.0,19.0,2025,8,Monaco Grand Prix,FP2
LEC,HARD,75.10333333333332,73.901,-0.14339999999999947,9.0,18.0,2025,8,Monaco Grand Prix,FP2
NOR,MEDIUM,80.5796,74.231,2.7939151515151464,10.0,17.5,2025,8,Monaco Grand Prix,FP2
NOR,SOFT,85.70283333333334,71.677,-0.1410000000000062,6.0,5.5,2025,8,Monaco Grand Prix,FP2
OCO,MEDIUM,83.6792727272727,75.621,2.3855727272727227,11.0,15.0,2025,8,Monaco Grand Prix,FP2
OCO,SOFT,89.28644444444444,72.541,-0.1063000000000033,9.0,7.0,2025,8,Monaco Grand Prix,FP2
RUS,MEDIUM,82.4229,75.194,2.6310969696969675,10.0,14.5,2025,8,Monaco Grand Prix,FP2
SAI,MEDIUM,84.3525,74.941,2.175945454545451,10.0,14.5,2025,8,Monaco Grand Prix,FP2
STR,SOFT,93.23371428571429,72.512,1.237107142857138,7.0,10.0,2025,8,Monaco Grand Prix,FP2
TSU,MEDIUM,76.78944444444444,75.001,-0.6295333333333327,9.0,13.0,2025,8,Monaco Grand Prix,FP2
TSU,SOFT,89.2065,72.072,-1.9760238095238125,8.0,6.5,2025,8,Monaco Grand Prix,FP2
VER,MEDIUM,87.4905,73.921,1.0853515151515152,10.0,13.5,2025,8,Monaco Grand Prix,FP2
ALB,SOFT,85.01416666666667,80.603,1.7565174825174839,12.0,10.5,2025,9,Spanish Grand Prix,FP2
ALO,MEDIUM,116.0525,74.841,-8.90425714285715,6.0,5.5,2025,9,Spanish Grand Prix,FP2
ALO,SOFT,81.48827272727273,80.326,0.0794909090909085,11.0,10.0,2025,9,Spanish Grand Prix,FP2
ANT,SOFT,81.565,80.281,0.08918928571428425,15.0,12.0,2025,9,Spanish Grand Prix,FP2
BEA,SOFT,86.7954,81.037,2.5231636363636345,10.0,9.5,2025,9,Spanish Grand Prix,FP2
BOR,SOFT,81.2400909090909,79.946,0.17694545454545765,11.0,12.0,2025,9,Spanish Grand Prix,FP2
COL,HARD,85.2648888888889,80.7,2.5722833333333317,9.0,15.0,2025,9,Spanish Grand Prix,FP2
GAS,MEDIUM,86.941375,80.083,4.46841666666667,8.0,13.5,2025,9,Spanish Grand Prix,FP2
HAD,SOFT,81.31836363636363,80.405,0.06066363636363405,11.0,11.0,2025,9,Spanish Grand Prix,FP2
HAM,MEDIUM,82.3485,80.408,-0.22364285714285873,8.0,15.5,2025,9,Spanish Grand Prix,FP2
HUL,MEDIUM,80.94758333333333,79.909,0.08293356643356692,12.0,14.5,2025,9,Spanish Grand Prix,FP2
LAW,SOFT,84.94200000000001,80.331,1.4159999999999997,14.0,12.5,2025,9,Spanish Grand Prix,FP2
LEC,SOFT,80.66071428571429,79.912,0.06867857142857119,7.0,10.0,2025,9,Spanish Grand Prix,FP2
NOR,MEDIUM,85.21583333333332,78.503,5.030771428571428,6.0,10.5,2025,9,Spanish Grand Prix,FP2
NOR,SOFT,80.22070000000001,79.911,0.05326666666667058,10.0,11.5,2025,9,Spanish Grand Prix,FP2
OCO,MEDIUM,82.23833333333333,81.625,-0.013850000000000279,9.0,18.0,2025,9,Spanish Grand Prix,FP2
PIA,MEDIUM,80.89650000000002,79.974,0.12032747252747138,14.0,14.5,2025,9,Spanish Grand Prix,FP2
RUS,SOFT,81.01064705882352,80.019,0.0432083333333328,17.0,13.0,2025,9,Spanish Grand Prix,FP2
SAI,MEDIUM,85.13091666666666,80.538,1.8944370629370626,12.0,15.5,2025,9,Spanish Grand Prix,FP2
SAI,SOFT,80.60900000000001,80.049,0.1635714285714289,7.0,8.0,2025,9,Spanish Grand Prix,FP2
TSU,MEDIUM,81.09955555555555,79.982,0.2478166666666643,9.0,12.0,2025,9,Spanish Grand Prix,FP2
TSU,SOFT,88.48033333333333,80.402,4.623666666666664,9.0,9.0,2025,9,Spanish Grand Prix,FP2
VER,MEDIUM,80.4425,79.716,0.1515238095238114,8.0,10.5,2025,9,Spanish Grand Prix,FP2
VER,SOFT,86.018,79.528,3.3563636363636307,10.0,9.5,2025,9,Spanish Grand Prix,FP2
ALB,MEDIUM,83.28000000000002,72.445,-1.0350413844996242,18.0,12.5,2025,10,Canadian Grand Prix,FP2
ALB,SOFT,93.87785714285714,73.135,-1.3225000000000007,7.0,6.0,2025,10,Canadian Grand Prix,FP2
ALO,SOFT,92.14493333333334,72.458,-1.346070093457945,15.0,6.4,2025,10,Canadian Grand Prix,FP2
ANT,MEDIUM,76.83928571428574,76.047,-0.030026373626374493,14.0,14.5,2025,10,Canadian Grand Prix,FP2
BEA,MEDIUM,84.5257,73.569,-1.1086400090620736,20.0,13.6,2025,10,Canadian Grand Prix,FP2
BOR,HARD,82.09043750000001,73.796,-0.8222965749870274,16.0,11.625,2025,10,Canadian Grand Prix,FP2
COL,MEDIUM,82.40858823529412,76.549,1.5284632352941168,17.0,17.0,2025,10,Canadian Grand Prix,FP2
GAS,MEDIUM,82.69855555555554,73.386,-1.1478019136281352,18.0,12.833333333333334,2025,10,Canadian Grand Prix,FP2
HAD,MEDIUM,77.6985,76.609,0.08518181818181898,10.0,14.5,2025,10,Canadian Grand Prix,FP2
HAM,MEDIUM,83.5497894736842,73.357,-1.1627950517510242,19.0,13.368421052631579,2025,10,Canadian Grand Prix,FP2
HUL,HARD,82.51012499999999,74.379,-1.087101712506488,16.0,11.625,2025,10,Canadian Grand Prix,FP2
HUL,SOFT,89.77983333333333,72.914,-1.523742857142858,6.0,5.5,2025,10,Canadian Grand Prix,FP2
LAW,MEDIUM,77.75218181818181,77.07,-0.11569999999999922,11.0,15.0,2025,10,Canadian Grand Prix,FP2
NOR,MEDIUM,76.54659999999998,76.144,0.05513939393939476,10.0,15.5,2025,10,Canadian Grand Prix,FP2
OCO,MEDIUM,83.40461111111112,73.795,-1.1424454707228213,18.0,12.722222222222221,2025,10,Canadian Grand Prix,FP2
PIA,MEDIUM,86.72906666666668,73.783,-1.9840481727574752,15.0,11.6,2025,10,Canadian Grand Prix,FP2
PIA,SOFT,94.65957142857144,72.562,-3.3241071428571525,7.0,6.0,2025,10,Canadian Grand Prix,FP2
RUS,MEDIUM,77.1720625,76.032,0.009101470588236066,16.0,12.5,2025,10,Canadian Grand Prix,FP2
SAI,MEDIUM,85.62186363636363,72.764,-0.15568753268697064,22.0,14.772727272727273,2025,10,Canadian Grand Prix,FP2
SAI,SOFT,94.93616666666667,72.631,-5.092828571428574,6.0,5.5,2025,10,Canadian Grand Prix,FP2
TSU,MEDIUM,86.1499,73.262,-1.40708405074762,20.0,13.6,2025,10,Canadian Grand Prix,FP2
VER,MEDIUM,81.97621428571428,76.057,1.799030769230768,14.0,15.5,2025,10,Canadian Grand Prix,FP2
ALB,HARD,80.05952173913045,66.185,-0.5799311389906987,23.0,15.478260869565217,2025,11,Austrian Grand Prix,FP2
ALO,MEDIUM,77.33505555555556,65.647,-1.6876924611088933,18.0,12.222222222222221,2025,11,Austrian Grand Prix,FP2
ANT,MEDIUM,70.378875,69.189,0.20927352941176525,16.0,16.5,2025,11,Austrian Grand Prix,FP2
BEA,MEDIUM,70.94092307692307,69.748,-0.14799999999999996,13.0,19.0,2025,11,Austrian Grand Prix,FP2
BOR,MEDIUM,70.263625,69.897,0.09505952380952258,8.0,17.5,2025,11,Austrian Grand Prix,FP2
COL,MEDIUM,71.96082352941177,70.167,0.492524509803923,17.0,19.0,2025,11,Austrian Grand Prix,FP2
GAS,HARD,79.64892,66.327,-0.7716596476257412,25.0,16.36,2025,11,Austrian Grand Prix,FP2
HAD,HARD,76.06528571428571,66.103,-1.0701992614475624,21.0,14.428571428571429,2025,11,Austrian Grand Prix,FP2
HAM,HARD,94.86462499999999,65.869,-4.141797619047618,8.0,6.5,2025,11,Austrian Grand Prix,FP2
HAM,SOFT,70.88214285714285,69.734,0.42485714285714704,7.0,13.0,2025,11,Austrian Grand Prix,FP2
HUL,MEDIUM,70.3122857142857,69.663,0.055797802197803135,14.0,17.5,2025,11,Austrian Grand Prix,FP2
LAW,SOFT,73.2805625,69.638,1.136180882352944,16.0,12.5,2025,11,Austrian Grand Prix,FP2
LEC,MEDIUM,74.59216666666667,69.541,1.618349650349648,12.0,19.5,2025,11,Austrian Grand Prix,FP2
NOR,MEDIUM,69.66650000000001,69.371,0.000657342657342833,12.0,18.5,2025,11,Austrian Grand Prix,FP2
OCO,SOFT,74.99455555555555,69.969,2.817983333333329,9.0,15.0,2025,11,Austrian Grand Prix,FP2
PIA,HARD,71.75872727272727,69.413,-0.0463454545454536,11.0,17.0,2025,11,Austrian Grand Prix,FP2
RUS,MEDIUM,70.27486666666667,69.579,0.025553571428570544,15.0,15.0,2025,11,Austrian Grand Prix,FP2
SAI,HARD,70.78775,69.75,0.04850699300699147,12.0,17.5,2025,11,Austrian Grand Prix,FP2
STR,HARD,74.76654545454545,69.793,2.3553181818181805,11.0,18.0,2025,11,Austrian Grand Prix,FP2
TSU,MEDIUM,74.6997142857143,70.244,1.6472615384615377,14.0,17.5,2025,11,Austrian Grand Prix,FP2
ALB,MEDIUM,93.19966666666666,92.547,0.03763636363636773,12.0,16.5,2025,12,British Grand Prix,FP2
ALO,MEDIUM,99.307125,92.874,4.050273809523809,8.0,13.5,2025,12,British Grand Prix,FP2
ANT,MEDIUM,93.26630000000002,92.412,-0.15559393939394026,10.0,18.5,2025,12,British Grand Prix,FP2
BEA,HARD,93.26828571428572,92.694,-0.028428571428569104,7.0,16.0,2025,12,British Grand Prix,FP2
BOR,MEDIUM,93.711,92.622,0.1803214285714273,7.0,15.0,2025,12,British Grand Prix,FP2
COL,MEDIUM,94.71241666666667,92.926,0.20298951048951144,12.0,15.5,2025,12,British Grand Prix,FP2
HAD,SOFT,93.73923076923074,92.998,0.10340659340659217,13.0,11.0,2025,12,British Grand Prix,FP2
HUL,MEDIUM,105.30513333333332,88.094,-2.512245029821075,15.0,11.2,2025,12,British Grand Prix,FP2
LAW,MEDIUM,93.36915384615385,92.682,-0.08863736263736172,13.0,15.0,2025,12,British Grand Prix,FP2
LEC,MEDIUM,92.12072727272728,90.497,0.11756363636363948,11.0,16.0,2025,12,British Grand Prix,FP2
NOR,MEDIUM,92.22249999999998,91.772,0.08059999999999792,6.0,13.5,2025,12,British Grand Prix,FP2
OCO,HARD,95.04528571428571,93.177,0.8611785714285699,7.0,16.0,2025,12,British Grand Prix,FP2
PIA,MEDIUM,92.820875,92.107,0.2122261904761953,8.0,14.5,2025,12,British Grand Prix,FP2
RUS,MEDIUM,96.35353846153846,92.409,1.4636923076923078,13.0,14.0,2025,12,British Grand Prix,FP2
SAI,SOFT,93.31229999999998,92.437,0.007145454545453241,10.0,12.5,2025,12,British Grand Prix,FP2
STR,MEDIUM,100.36574999999999,92.412,4.764333333333334,8.0,13.5,2025,12,British Grand Prix,FP2
TSU,MEDIUM,95.1395,92.841,-1.3893428571428583,6.0,14.5,2025,12,British Grand Prix,FP2
VER,MEDIUM,97.49411111111111,91.499,2.857066666666667,9.0,12.0,2025,12,British Grand Prix,FP2
ALB,MEDIUM,108.02514285714287,107.419,0.06190329670329591,14.0,8.5,2025,13,Belgian Grand Prix,Sprint
ALO,MEDIUM,107.91614285714286,107.444,0.03552087912088096,14.0,11.5,2025,13,Belgian Grand Prix,Sprint
ANT,MEDIUM,108.00335714285714,106.698,0.05520659340659344,14.0,11.5,2025,13,Belgian Grand Prix,Sprint
BEA,MEDIUM,107.43735714285712,107.038,0.038916483516484746,14.0,11.5,2025,13,Belgian Grand Prix,Sprint
BOR,MEDIUM,107.60064285714284,107.086,0.059769230769226946,14.0,8.5,2025,13,Belgian Grand Prix,Sprint
COL,SOFT,108.40842857142856,107.944,-0.0005450549450559328,14.0,8.5,2025,13,Belgian Grand Prix,Sprint
GAS,MEDIUM,107.8709,107.651,0.006381818181820592,10.0,12.5,2025,13,Belgian Grand Prix,Sprint
HAD,MEDIUM,107.4265,106.973,0.03609450549450436,14.0,8.5,2025,13,Belgian Grand Prix,Sprint
HAM,MEDIUM,107.89957142857142,107.201,0.03269450549450297,14.0,8.5,2025,13,Belgian Grand Prix,Sprint
HUL,MEDIUM,108.12321428571431,107.575,0.008068131868126065,14.0,8.5,2025,13,Belgian Grand Prix,Sprint
LAW,MEDIUM,107.61335714285714,107.249,0.04874065934066165,14.0,11.5,2025,13,Belgian Grand Prix,Sprint
LEC,MEDIUM,107.03707142857142,106.343,0.09543516483516801,14.0,11.5,2025,13,Belgian Grand Prix,Sprint
NOR,MEDIUM,106.37785714285714,105.914,0.026136263736262738,14.0,8.5,2025,13,Belgian Grand Prix,Sprint
OCO,MEDIUM,107.1935,106.772,0.04430109890110091,14.0,11.5,2025,13,Belgian Grand Prix,Sprint
PIA,MEDIUM,106.4252857142857,106.061,0.036276923076922915,14.0,8.5,2025,13,Belgian Grand Prix,Sprint
