Driver,FP1AvgPace,FP1LapCount,Year,RoundNumber,EventName
ZHO,115.71466666666667,12.0,2023,4,Azerbaijan Grand Prix
VER,115.60533333333332,12.0,2023,4,Azerbaijan Grand Prix
LEC,110.04684615384616,13.0,2023,5,Miami Grand Prix
HUL,107.50333333333332,6.0,2023,5,Miami Grand Prix
HAM,97.53263636363636,11.0,2023,5,Miami Grand Prix
GAS,112.68825,12.0,2023,5,Miami Grand Prix
DEV,116.288,6.0,2023,5,Miami Grand Prix
BOT,104.685125,16.0,2023,5,Miami Grand Prix
ALO,107.15746666666668,15.0,2023,5,Miami Grand Prix
ALB,105.1955,14.0,2023,5,Miami Grand Prix
SAR,103.55157142857142,14.0,2023,5,Miami Grand Prix
SAI,106.14515384615385,13.0,2023,5,Miami Grand Prix
RUS,99.7405,8.0,2023,5,Miami Grand Prix
PIA,101.03276923076923,13.0,2023,5,Miami Grand Prix
PER,106.48790909090908,11.0,2023,5,Miami Grand Prix
OCO,108.3918947368421,19.0,2023,5,Miami Grand Prix
NOR,99.62273333333331,15.0,2023,5,Miami Grand Prix
MAG,102.97133333333332,15.0,2023,5,Miami Grand Prix
STR,117.01415384615385,13.0,2023,5,Miami Grand Prix
TSU,112.4024375,16.0,2023,5,Miami Grand Prix
VER,106.54854545454543,11.0,2023,5,Miami Grand Prix
ZHO,109.45284615384617,13.0,2023,5,Miami Grand Prix
PER,89.2539375,16.0,2023,6,Monaco Grand Prix
OCO,86.70328571428573,21.0,2023,6,Monaco Grand Prix
NOR,86.93092857142857,14.0,2023,6,Monaco Grand Prix
MAG,87.92252631578948,19.0,2023,6,Monaco Grand Prix
ZHO,85.27942857142855,14.0,2023,6,Monaco Grand Prix
VER,90.7185,16.0,2023,6,Monaco Grand Prix
TSU,85.82083333333334,18.0,2023,6,Monaco Grand Prix
STR,90.68516666666667,18.0,2023,6,Monaco Grand Prix
ALB,84.06139999999999,20.0,2023,6,Monaco Grand Prix
ALO,87.30038888888889,18.0,2023,6,Monaco Grand Prix
BOT,87.46505555555555,18.0,2023,6,Monaco Grand Prix
DEV,89.12304347826087,23.0,2023,6,Monaco Grand Prix
GAS,82.85445454545454,22.0,2023,6,Monaco Grand Prix
HAM,87.45464705882353,17.0,2023,6,Monaco Grand Prix
HUL,84.66411111111111,9.0,2023,6,Monaco Grand Prix
LEC,84.78250000000001,12.0,2023,6,Monaco Grand Prix
SAR,86.97528571428572,21.0,2023,6,Monaco Grand Prix
SAI,88.68941176470588,17.0,2023,6,Monaco Grand Prix
RUS,82.59925,12.0,2023,6,Monaco Grand Prix
PIA,84.03885,20.0,2023,6,Monaco Grand Prix
LEC,81.20779999999999,10.0,2023,7,Spanish Grand Prix
HUL,86.12057142857144,14.0,2023,7,Spanish Grand Prix
HAM,82.74607692307693,13.0,2023,7,Spanish Grand Prix
GAS,89.2345,14.0,2023,7,Spanish Grand Prix
DEV,89.19775,12.0,2023,7,Spanish Grand Prix
BOT,91.08083333333332,12.0,2023,7,Spanish Grand Prix
ALO,93.92341666666668,12.0,2023,7,Spanish Grand Prix
ALB,88.26723076923076,13.0,2023,7,Spanish Grand Prix
SAR,87.4235625,16.0,2023,7,Spanish Grand Prix
SAI,84.00661538461539,13.0,2023,7,Spanish Grand Prix
RUS,83.46400000000001,13.0,2023,7,Spanish Grand Prix
PIA,85.1215,14.0,2023,7,Spanish Grand Prix
MAG,93.853,8.0,2023,7,Spanish Grand Prix
NOR,89.00053846153847,13.0,2023,7,Spanish Grand Prix
OCO,95.013875,16.0,2023,7,Spanish Grand Prix
PER,89.633375,16.0,2023,7,Spanish Grand Prix
ZHO,89.31154545454545,11.0,2023,7,Spanish Grand Prix
VER,86.97147058823529,17.0,2023,7,Spanish Grand Prix
TSU,93.73084615384616,13.0,2023,7,Spanish Grand Prix
STR,94.872,7.0,2023,7,Spanish Grand Prix
HAM,81.05478947368422,19.0,2023,9,Austrian Grand Prix
GAS,81.05892857142855,14.0,2023,9,Austrian Grand Prix
BOT,78.31739999999999,20.0,2023,9,Austrian Grand Prix
DEV,79.0455,24.0,2023,9,Austrian Grand Prix
LEC,81.20590476190476,21.0,2023,9,Austrian Grand Prix
MAG,81.40600000000002,15.0,2023,9,Austrian Grand Prix
HUL,79.47126315789474,19.0,2023,9,Austrian Grand Prix
OCO,80.94535,20.0,2023,9,Austrian Grand Prix
NOR,82.893,10.0,2023,9,Austrian Grand Prix
ZHO,77.54025000000001,20.0,2023,9,Austrian Grand Prix
VER,83.4347222222222,18.0,2023,9,Austrian Grand Prix
TSU,79.7700909090909,22.0,2023,9,Austrian Grand Prix
RUS,76.9505294117647,17.0,2023,9,Austrian Grand Prix
SAI,76.38626315789473,19.0,2023,9,Austrian Grand Prix
STR,81.50353846153847,13.0,2023,9,Austrian Grand Prix
SAR,81.66907692307691,13.0,2023,9,Austrian Grand Prix
ALB,81.10715384615385,13.0,2023,9,Austrian Grand Prix
PER,80.66205263157896,19.0,2023,9,Austrian Grand Prix
PIA,79.69314285714285,21.0,2023,9,Austrian Grand Prix
ALO,78.57466666666664,21.0,2023,9,Austrian Grand Prix
SAR,97.66266666666668,12.0,2023,10,British Grand Prix
SAI,105.03335714285711,14.0,2023,10,British Grand Prix
RUS,95.60092307692308,13.0,2023,10,British Grand Prix
PIA,102.70575,4.0,2023,10,British Grand Prix
LEC,104.36741666666666,12.0,2023,10,British Grand Prix
HUL,99.4632,10.0,2023,10,British Grand Prix
HAM,98.8493,10.0,2023,10,British Grand Prix
GAS,106.6276923076923,13.0,2023,10,British Grand Prix
ZHO,109.0148,10.0,2023,10,British Grand Prix
VER,105.4272,15.0,2023,10,British Grand Prix
TSU,103.158,18.0,2023,10,British Grand Prix
STR,97.91623076923078,13.0,2023,10,British Grand Prix
PER,118.21036363636364,11.0,2023,10,British Grand Prix
OCO,105.22084615384614,13.0,2023,10,British Grand Prix
NOR,98.18208333333332,12.0,2023,10,British Grand Prix
MAG,99.30237499999998,8.0,2023,10,British Grand Prix
DEV,103.82133333333336,12.0,2023,10,British Grand Prix
BOT,109.3259090909091,11.0,2023,10,British Grand Prix
ALO,111.96076923076924,13.0,2023,10,British Grand Prix
ALB,108.65175,8.0,2023,10,British Grand Prix
TBA,108.11,5.0,2023,11,Hungarian Grand Prix
RUS,104.9538,5.0,2023,11,Hungarian Grand Prix
MAR,107.403,1.0,2023,11,Hungarian Grand Prix
VIL,101.96066666666668,3.0,2023,11,Hungarian Grand Prix
PIA,108.52916666666664,6.0,2023,11,Hungarian Grand Prix
FOR,106.0652,5.0,2023,11,Hungarian Grand Prix
MAN,107.673,5.0,2023,11,Hungarian Grand Prix
GRA,113.023,6.0,2023,11,Hungarian Grand Prix
COH,105.575,1.0,2023,11,Hungarian Grand Prix
BRO,107.3528,5.0,2023,11,Hungarian Grand Prix
BOT,107.40250000000002,6.0,2023,11,Hungarian Grand Prix
BEG,107.26966666666664,6.0,2023,11,Hungarian Grand Prix
HUL,149.197,1.0,2023,12,Belgian Grand Prix
SAI,149.188,1.0,2023,12,Belgian Grand Prix
RUS,130.475,1.0,2023,12,Belgian Grand Prix
TSU,129.067,1.0,2023,12,Belgian Grand Prix
RIC,129.319,1.0,2023,12,Belgian Grand Prix
SAR,84.75905555555556,18.0,2023,13,Dutch Grand Prix
OCO,85.57744444444444,18.0,2023,13,Dutch Grand Prix
PER,87.25147058823529,17.0,2023,13,Dutch Grand Prix
HUL,90.49,4.0,2023,13,Dutch Grand Prix
LEC,84.81368750000001,16.0,2023,13,Dutch Grand Prix
MAG,76.72407692307692,13.0,2023,13,Dutch Grand Prix
NOR,84.8185,8.0,2023,13,Dutch Grand Prix
BOT,85.80315789473684,19.0,2023,13,Dutch Grand Prix
ALO,85.76416666666667,12.0,2023,13,Dutch Grand Prix
ALB,86.68893333333334,15.0,2023,13,Dutch Grand Prix
SHW,83.10153333333331,15.0,2023,13,Dutch Grand Prix
GAS,84.4902105263158,19.0,2023,13,Dutch Grand Prix
RIC,92.2745,16.0,2023,13,Dutch Grand Prix
RUS,92.35961538461538,13.0,2023,13,Dutch Grand Prix
PIA,86.80166666666666,12.0,2023,13,Dutch Grand Prix
TSU,86.34311111111111,9.0,2023,13,Dutch Grand Prix
ZHO,92.64658333333334,12.0,2023,13,Dutch Grand Prix
HAM,95.5272857142857,14.0,2023,13,Dutch Grand Prix
VER,84.59195,20.0,2023,13,Dutch Grand Prix
OCO,99.54082352941175,17.0,2023,14,Italian Grand Prix
NOR,89.86125,12.0,2023,14,Italian Grand Prix
MAG,87.72941666666668,12.0,2023,14,Italian Grand Prix
LEC,98.35992307692308,13.0,2023,14,Italian Grand Prix
PER,94.97766666666666,21.0,2023,14,Italian Grand Prix
HUL,89.91991666666667,12.0,2023,14,Italian Grand Prix
LAW,105.99484210526316,19.0,2023,14,Italian Grand Prix
HAM,97.808625,16.0,2023,14,Italian Grand Prix
RUS,92.6024375,16.0,2023,14,Italian Grand Prix
PIA,96.90633333333332,12.0,2023,14,Italian Grand Prix
SAI,94.2940588235294,17.0,2023,14,Italian Grand Prix
DRU,98.567,16.0,2023,14,Italian Grand Prix
GAS,96.04855555555557,18.0,2023,14,Italian Grand Prix
SAR,96.56869230769232,13.0,2023,14,Italian Grand Prix
VER,94.1035652173913,23.0,2023,14,Italian Grand Prix
TSU,100.07766666666669,12.0,2023,14,Italian Grand Prix
ZHO,100.19271428571427,7.0,2023,14,Italian Grand Prix
ALO,102.531,16.0,2023,14,Italian Grand Prix
BOT,103.95099999999998,6.0,2023,14,Italian Grand Prix
ALB,94.711,10.0,2023,14,Italian Grand Prix
ZHO,109.89873333333333,15.0,2023,15,Singapore Grand Prix
TSU,109.54407142857144,14.0,2023,15,Singapore Grand Prix
PIA,106.9775,10.0,2023,15,Singapore Grand Prix
GAS,115.06063636363638,11.0,2023,15,Singapore Grand Prix
PER,109.00544444444444,9.0,2023,15,Singapore Grand Prix
NOR,106.88458333333334,12.0,2023,15,Singapore Grand Prix
OCO,104.8335,10.0,2023,15,Singapore Grand Prix
SAR,110.05938461538462,13.0,2023,15,Singapore Grand Prix
VER,102.3837,10.0,2023,15,Singapore Grand Prix
BOT,114.4966,15.0,2023,15,Singapore Grand Prix
ALO,105.092,15.0,2023,15,Singapore Grand Prix
LEC,105.42220000000002,10.0,2023,15,Singapore Grand Prix
MAG,104.09066666666666,12.0,2023,15,Singapore Grand Prix
HUL,107.231,12.0,2023,15,Singapore Grand Prix
LAW,102.9209090909091,11.0,2023,15,Singapore Grand Prix
HAM,102.74957142857144,7.0,2023,15,Singapore Grand Prix
ALB,111.911375,8.0,2023,15,Singapore Grand Prix
RUS,106.2806,10.0,2023,15,Singapore Grand Prix
SAI,105.4614,10.0,2023,15,Singapore Grand Prix
STR,110.0249285714286,14.0,2023,15,Singapore Grand Prix
TSU,105.535375,8.0,2023,16,Japanese Grand Prix
SAR,106.66784615384614,13.0,2023,16,Japanese Grand Prix
SAI,101.6475,10.0,2023,16,Japanese Grand Prix
RUS,98.4482,10.0,2023,16,Japanese Grand Prix
HUL,99.49354545454548,11.0,2023,16,Japanese Grand Prix
VER,99.4222,10.0,2023,16,Japanese Grand Prix
OCO,109.41571428571427,7.0,2023,16,Japanese Grand Prix
LEC,109.464,13.0,2023,16,Japanese Grand Prix
BOT,108.50308333333336,12.0,2023,16,Japanese Grand Prix
ALO,100.86988888888888,9.0,2023,16,Japanese Grand Prix
ALB,108.0356,10.0,2023,16,Japanese Grand Prix
ZHO,110.4811,10.0,2023,16,Japanese Grand Prix
GAS,109.46855555555555,9.0,2023,16,Japanese Grand Prix
LAW,118.3652857142857,14.0,2023,16,Japanese Grand Prix
HAM,108.71066666666668,9.0,2023,16,Japanese Grand Prix
MAG,100.728,9.0,2023,16,Japanese Grand Prix
STR,108.5455,2.0,2023,16,Japanese Grand Prix
PER,102.84527272727271,11.0,2023,16,Japanese Grand Prix
NOR,95.69614285714285,7.0,2023,16,Japanese Grand Prix
PIA,99.04044444444445,9.0,2023,16,Japanese Grand Prix
ZHO,101.94926315789475,19.0,2023,17,Qatar Grand Prix
VER,101.18886666666666,15.0,2023,17,Qatar Grand Prix
TSU,102.68393333333333,15.0,2023,17,Qatar Grand Prix
STR,101.45000000000002,14.0,2023,17,Qatar Grand Prix
SAR,101.78446666666666,15.0,2023,17,Qatar Grand Prix
SAI,100.88742857142859,14.0,2023,17,Qatar Grand Prix
RUS,101.030625,16.0,2023,17,Qatar Grand Prix
PIA,99.9935,10.0,2023,17,Qatar Grand Prix
PER,99.63827272727275,11.0,2023,17,Qatar Grand Prix
OCO,102.581,14.0,2023,17,Qatar Grand Prix
NOR,102.9721,10.0,2023,17,Qatar Grand Prix
MAG,106.95246666666665,15.0,2023,17,Qatar Grand Prix
LEC,104.55342857142857,14.0,2023,17,Qatar Grand Prix
LAW,104.03812500000001,16.0,2023,17,Qatar Grand Prix
HUL,100.852,11.0,2023,17,Qatar Grand Prix
HAM,98.6984285714286,14.0,2023,17,Qatar Grand Prix
GAS,98.26963636363635,11.0,2023,17,Qatar Grand Prix
BOT,101.86976470588236,17.0,2023,17,Qatar Grand Prix
ALO,100.494,16.0,2023,17,Qatar Grand Prix
ALB,99.964875,16.0,2023,17,Qatar Grand Prix
LEC,110.2365,12.0,2023,18,United States Grand Prix
PER,104.46118181818184,11.0,2023,18,United States Grand Prix
OCO,108.0745,10.0,2023,18,United States Grand Prix
NOR,105.93391666666666,12.0,2023,18,United States Grand Prix
SAR,111.30871428571427,14.0,2023,18,United States Grand Prix
STR,99.94,1.0,2023,18,United States Grand Prix
TSU,103.98875000000002,12.0,2023,18,United States Grand Prix
VER,104.56081818181816,11.0,2023,18,United States Grand Prix
ZHO,105.49630769230772,13.0,2023,18,United States Grand Prix
ALB,109.357,9.0,2023,18,United States Grand Prix
BOT,108.18976923076922,13.0,2023,18,United States Grand Prix
ALO,111.07545454545452,11.0,2023,18,United States Grand Prix
SAI,117.30141666666668,12.0,2023,18,United States Grand Prix
RUS,103.41975,12.0,2023,18,United States Grand Prix
RIC,104.65863636363636,11.0,2023,18,United States Grand Prix
PIA,110.3593076923077,13.0,2023,18,United States Grand Prix
MAG,103.968125,8.0,2023,18,United States Grand Prix
HAM,103.0594,10.0,2023,18,United States Grand Prix
HUL,104.85677777777778,9.0,2023,18,United States Grand Prix
GAS,103.52377777777778,9.0,2023,18,United States Grand Prix
ALB,86.2444,15.0,2023,19,Mexico City Grand Prix
ALO,82.7952,5.0,2023,19,Mexico City Grand Prix
DOO,90.5155625,16.0,2023,19,Mexico City Grand Prix
SAR,89.56238888888889,18.0,2023,19,Mexico City Grand Prix
OCO,93.1753076923077,13.0,2023,19,Mexico City Grand Prix
PIA,88.0999375,16.0,2023,19,Mexico City Grand Prix
HAD,93.13576923076924,13.0,2023,19,Mexico City Grand Prix
BEA,92.09647368421054,19.0,2023,19,Mexico City Grand Prix
HAM,86.83483333333334,12.0,2023,19,Mexico City Grand Prix
RIC,89.28146666666665,15.0,2023,19,Mexico City Grand Prix
LEC,90.92870588235294,17.0,2023,19,Mexico City Grand Prix
PER,90.53746153846154,13.0,2023,19,Mexico City Grand Prix
SAI,90.8756,10.0,2023,19,Mexico City Grand Prix
VES,89.28533333333336,12.0,2023,19,Mexico City Grand Prix
HUL,86.86811764705881,17.0,2023,19,Mexico City Grand Prix
NOR,87.70558823529412,17.0,2023,19,Mexico City Grand Prix
STR,90.21175,12.0,2023,19,Mexico City Grand Prix
VER,87.7715,16.0,2023,19,Mexico City Grand Prix
ZHO,95.54430769230768,13.0,2023,19,Mexico City Grand Prix
MAG,100.93153846153848,13.0,2023,20,São Paulo Grand Prix
RIC,83.5675,16.0,2023,20,São Paulo Grand Prix
OCO,91.3925,18.0,2023,20,São Paulo Grand Prix
LEC,84.87195,20.0,2023,20,São Paulo Grand Prix
HAM,81.64005263157895,19.0,2023,20,São Paulo Grand Prix
HUL,101.065,6.0,2023,20,São Paulo Grand Prix
RUS,82.84499999999998,19.0,2023,20,São Paulo Grand Prix
SAI,85.60126315789472,19.0,2023,20,São Paulo Grand Prix
SAR,84.21644444444445,18.0,2023,20,São Paulo Grand Prix
STR,85.83330769230768,13.0,2023,20,São Paulo Grand Prix
TSU,90.49329411764704,17.0,2023,20,São Paulo Grand Prix
VER,83.95752380952379,21.0,2023,20,São Paulo Grand Prix
ZHO,86.28284615384615,13.0,2023,20,São Paulo Grand Prix
GAS,91.9168947368421,19.0,2023,20,São Paulo Grand Prix
BOT,86.41819047619046,21.0,2023,20,São Paulo Grand Prix
ALO,82.9351875,16.0,2023,20,São Paulo Grand Prix
ALB,85.84268750000001,16.0,2023,20,São Paulo Grand Prix
PIA,87.7174705882353,17.0,2023,20,São Paulo Grand Prix
NOR,86.53446153846154,13.0,2023,20,São Paulo Grand Prix
PER,83.5403043478261,23.0,2023,20,São Paulo Grand Prix
BOT,115.246,1.0,2023,21,Las Vegas Grand Prix
OCO,105.365,1.0,2023,21,Las Vegas Grand Prix
TSU,114.039,1.0,2023,21,Las Vegas Grand Prix
GAS,108.253,1.0,2023,21,Las Vegas Grand Prix
ZHO,134.878,1.0,2023,21,Las Vegas Grand Prix
VES,103.01586666666664,15.0,2023,22,Abu Dhabi Grand Prix
SHW,104.12946666666666,15.0,2023,22,Abu Dhabi Grand Prix
SAI,100.88816666666666,12.0,2023,22,Abu Dhabi Grand Prix
DOO,108.8770909090909,11.0,2023,22,Abu Dhabi Grand Prix
HAD,89.74319999999999,5.0,2023,22,Abu Dhabi Grand Prix
STR,106.58955555555556,9.0,2023,22,Abu Dhabi Grand Prix
BEA,102.18354545454544,11.0,2023,22,Abu Dhabi Grand Prix
DEN,109.77214285714284,14.0,2023,22,Abu Dhabi Grand Prix
GAS,97.84966666666666,12.0,2023,22,Abu Dhabi Grand Prix
DRU,106.89946666666664,15.0,2023,22,Abu Dhabi Grand Prix
MAG,95.01772727272729,11.0,2023,22,Abu Dhabi Grand Prix
BOT,107.93363636363635,11.0,2023,22,Abu Dhabi Grand Prix
SAR,99.94221428571429,14.0,2023,22,Abu Dhabi Grand Prix
TSU,95.15076923076924,13.0,2023,22,Abu Dhabi Grand Prix
OWA,101.5953076923077,13.0,2023,22,Abu Dhabi Grand Prix
RUS,93.98508333333332,12.0,2023,22,Abu Dhabi Grand Prix
POU,100.0001,10.0,2023,22,Abu Dhabi Grand Prix
PIA,95.71891666666666,12.0,2023,22,Abu Dhabi Grand Prix
RIC,111.47325,12.0,2023,22,Abu Dhabi Grand Prix
OSU,97.62413333333332,15.0,2023,22,Abu Dhabi Grand Prix
