Driver,FP3AvgPace,FP3BestPace,FP3LapCount,Year,RoundNumber,EventName,SessionSource
BOR,93.58,81.567,7.0,2025,23,Qatar Grand Prix,SprintQuali
COL,104.08300000000001,82.364,6.0,2025,23,Qatar Grand Prix,SprintQuali
GAS,106.5165,82.112,6.0,2025,23,Qatar Grand Prix,SprintQuali
HAD,102.0664,81.277,10.0,2025,23,Qatar Grand Prix,SprintQuali
HAM,99.209,82.043,6.0,2025,23,Qatar Grand Prix,SprintQuali
HUL,92.33212499999999,81.327,8.0,2025,23,Qatar Grand Prix,SprintQuali
LAW,82.136,81.851,2.0,2025,23,Qatar Grand Prix,SprintQuali
LEC,97.346,80.622,12.0,2025,23,Qatar Grand Prix,SprintQuali
NOR,103.00758333333333,80.285,12.0,2025,23,Qatar Grand Prix,SprintQuali
OCO,97.55825,81.666,8.0,2025,23,Qatar Grand Prix,SprintQuali
PIA,103.95308333333332,80.055,12.0,2025,23,Qatar Grand Prix,SprintQuali
RUS,100.69881818181817,80.087,11.0,2025,23,Qatar Grand Prix,SprintQuali
SAI,103.00928571428571,80.542,14.0,2025,23,Qatar Grand Prix,SprintQuali
STR,98.7086,81.807,5.0,2025,23,Qatar Grand Prix,SprintQuali
TSU,98.92541666666666,80.519,12.0,2025,23,Qatar Grand Prix,SprintQuali
VER,102.17600000000002,80.528,14.0,2025,23,Qatar Grand Prix,SprintQuali
ALB,120.36955555555554,83.882,9.0,2025,24,Abu Dhabi Grand Prix,
ALO,111.16633333333334,83.585,6.0,2025,24,Abu Dhabi Grand Prix,
ANT,100.96459999999999,83.707,5.0,2025,24,Abu Dhabi Grand Prix,
BEA,102.1172,83.961,5.0,2025,24,Abu Dhabi Grand Prix,
BOR,100.61775,83.791,4.0,2025,24,Abu Dhabi Grand Prix,
COL,109.37583333333332,84.501,6.0,2025,24,Abu Dhabi Grand Prix,
GAS,102.26157142857143,84.588,7.0,2025,24,Abu Dhabi Grand Prix,
HAD,110.93514285714286,84.113,7.0,2025,24,Abu Dhabi Grand Prix,
HAM,84.47,84.47,1.0,2025,24,Abu Dhabi Grand Prix,
HUL,96.28933333333333,84.065,3.0,2025,24,Abu Dhabi Grand Prix,
LAW,117.473,84.069,6.0,2025,24,Abu Dhabi Grand Prix,
LEC,94.76775,84.511,4.0,2025,24,Abu Dhabi Grand Prix,
NOR,101.08366666666666,83.338,12.0,2025,24,Abu Dhabi Grand Prix,
OCO,99.05975000000001,84.603,4.0,2025,24,Abu Dhabi Grand Prix,
PIA,101.11942857142857,83.624,7.0,2025,24,Abu Dhabi Grand Prix,
RUS,122.475,84.896,5.0,2025,24,Abu Dhabi Grand Prix,
SAI,116.60024999999999,84.013,8.0,2025,24,Abu Dhabi Grand Prix,
STR,115.968875,83.895,8.0,2025,24,Abu Dhabi Grand Prix,
TSU,110.18,84.693,2.0,2025,24,Abu Dhabi Grand Prix,
VER,113.31133333333334,83.458,6.0,2025,24,Abu Dhabi Grand Prix,
