Driver,FP3AvgPace,FP3BestPace,FP3LapCount,Year,RoundNumber,EventName,SessionSource
DEV,92.21542857142856,79.092,14.0,2023,3,Australian Grand Prix,
BOT,88.41130769230769,78.809,13.0,2023,3,Australian Grand Prix,
ALO,91.19314285714286,77.727,14.0,2023,3,Australian Grand Prix,
HUL,91.3779375,78.41,16.0,2023,3,Australian Grand Prix,
HAM,89.67988888888891,78.138,18.0,2023,3,Australian Grand Prix,
GAS,93.55625,78.094,16.0,2023,3,Australian Grand Prix,
TSU,95.70985714285716,78.901,14.0,2023,3,Australian Grand Prix,
VER,84.17771428571429,77.565,14.0,2023,3,Australian Grand Prix,
PER,99.26133333333334,78.123,9.0,2023,3,Australian Grand Prix,
PIA,93.115,78.745,13.0,2023,3,Australian Grand Prix,
RUS,87.5078125,77.955,16.0,2023,3,Australian Grand Prix,
SAI,91.115,78.127,17.0,2023,3,Australian Grand Prix,
SAR,92.93608333333331,78.947,12.0,2023,3,Australian Grand Prix,
STR,90.571,78.198,11.0,2023,3,Australian Grand Prix,
LEC,95.50083333333332,78.691,18.0,2023,3,Australian Grand Prix,
MAG,94.97327777777778,79.056,18.0,2023,3,Australian Grand Prix,
ZHO,91.2499090909091,78.33,11.0,2023,3,Australian Grand Prix,
GAS,106.951,106.951,1.0,2023,4,Azerbaijan Grand Prix,SprintQuali
DEV,124.01833333333332,108.18,3.0,2023,4,Azerbaijan Grand Prix,SprintQuali
SAR,119.574,104.042,4.0,2023,4,Azerbaijan Grand Prix,SprintQuali
STR,112.5218888888889,103.064,9.0,2023,4,Azerbaijan Grand Prix,SprintQuali
RUS,110.80545454545457,102.252,11.0,2023,4,Azerbaijan Grand Prix,SprintQuali
TSU,119.5135,105.436,4.0,2023,4,Azerbaijan Grand Prix,SprintQuali
PER,112.16471428571428,101.844,7.0,2023,4,Azerbaijan Grand Prix,SprintQuali
HAM,108.3374285714286,102.502,7.0,2023,4,Azerbaijan Grand Prix,SprintQuali
HUL,119.39471428571429,103.806,7.0,2023,4,Azerbaijan Grand Prix,SprintQuali
MAG,119.06085714285712,104.101,7.0,2023,4,Azerbaijan Grand Prix,SprintQuali
LEC,113.93128571428572,101.697,7.0,2023,4,Azerbaijan Grand Prix,SprintQuali
NOR,115.04385714285716,103.395,7.0,2023,4,Azerbaijan Grand Prix,SprintQuali
OCO,118.84771428571428,104.088,7.0,2023,4,Azerbaijan Grand Prix,SprintQuali
SAI,112.13257142857142,102.287,7.0,2023,4,Azerbaijan Grand Prix,SprintQuali
ALB,113.31088888888888,102.846,9.0,2023,4,Azerbaijan Grand Prix,SprintQuali
PIA,113.24366666666668,103.427,6.0,2023,4,Azerbaijan Grand Prix,SprintQuali
VER,108.72866666666664,101.987,6.0,2023,4,Azerbaijan Grand Prix,SprintQuali
BOT,114.171,105.352,4.0,2023,4,Azerbaijan Grand Prix,SprintQuali
ZHO,122.72625,105.177,4.0,2023,4,Azerbaijan Grand Prix,SprintQuali
ALO,113.9041111111111,102.976,9.0,2023,4,Azerbaijan Grand Prix,SprintQuali
DEV,105.79890909090908,89.447,11.0,2023,5,Miami Grand Prix,
GAS,113.52278571428572,88.428,14.0,2023,5,Miami Grand Prix,
HUL,109.37988888888889,88.497,9.0,2023,5,Miami Grand Prix,
HAM,107.32733333333334,88.718,9.0,2023,5,Miami Grand Prix,
MAG,105.0364,89.007,5.0,2023,5,Miami Grand Prix,
NOR,118.71533333333336,89.401,9.0,2023,5,Miami Grand Prix,
OCO,113.87986666666664,88.407,15.0,2023,5,Miami Grand Prix,
LEC,97.74953846153844,87.941,13.0,2023,5,Miami Grand Prix,
PIA,103.2828,89.722,5.0,2023,5,Miami Grand Prix,
RUS,115.82266666666666,88.606,9.0,2023,5,Miami Grand Prix,
SAI,104.16615384615385,88.125,13.0,2023,5,Miami Grand Prix,
SAR,113.5324,89.264,10.0,2023,5,Miami Grand Prix,
ALB,121.85083333333334,88.561,12.0,2023,5,Miami Grand Prix,
ALO,108.44944444444444,88.618,9.0,2023,5,Miami Grand Prix,
BOT,106.76014285714288,88.456,7.0,2023,5,Miami Grand Prix,
PER,116.3193,88.05,10.0,2023,5,Miami Grand Prix,
STR,113.65072727272728,88.723,11.0,2023,5,Miami Grand Prix,
ZHO,104.60071428571428,89.162,7.0,2023,5,Miami Grand Prix,
VER,103.2762,87.535,5.0,2023,5,Miami Grand Prix,
TSU,115.76800000000004,89.179,12.0,2023,5,Miami Grand Prix,
BOT,89.123125,73.521,8.0,2023,6,Monaco Grand Prix,
ALO,93.3141111111111,73.697,9.0,2023,6,Monaco Grand Prix,
VER,97.92969230769232,72.776,13.0,2023,6,Monaco Grand Prix,
TSU,98.27664285714286,74.495,14.0,2023,6,Monaco Grand Prix,
GAS,96.1116875,73.677,16.0,2023,6,Monaco Grand Prix,
NOR,94.18421428571428,73.396,14.0,2023,6,Monaco Grand Prix,
OCO,97.45054545454546,73.71,11.0,2023,6,Monaco Grand Prix,
PER,104.158,72.849,18.0,2023,6,Monaco Grand Prix,
PIA,89.30508333333331,74.491,12.0,2023,6,Monaco Grand Prix,
HAM,105.42672727272726,73.486,11.0,2023,6,Monaco Grand Prix,
HUL,93.778,73.732,10.0,2023,6,Monaco Grand Prix,
ZHO,86.72625,73.772,8.0,2023,6,Monaco Grand Prix,
MAG,94.80957142857145,74.793,7.0,2023,6,Monaco Grand Prix,
LEC,100.03477777777776,73.475,9.0,2023,6,Monaco Grand Prix,
SAI,102.53075,73.379,12.0,2023,6,Monaco Grand Prix,
DEV,94.99376470588234,74.187,17.0,2023,6,Monaco Grand Prix,
STR,91.22645454545454,73.955,11.0,2023,6,Monaco Grand Prix,
RUS,96.792,73.59,12.0,2023,6,Monaco Grand Prix,
ALB,98.14393333333332,73.93,15.0,2023,6,Monaco Grand Prix,
SAR,93.7991,74.418,10.0,2023,6,Monaco Grand Prix,
DEV,90.52844444444446,74.851,9.0,2023,7,Spanish Grand Prix,
GAS,106.41075,85.23,4.0,2023,7,Spanish Grand Prix,
HUL,107.27966666666669,74.988,3.0,2023,7,Spanish Grand Prix,
HAM,95.97875,74.072,4.0,2023,7,Spanish Grand Prix,
MAG,75.61,75.61,1.0,2023,7,Spanish Grand Prix,
ALO,87.60066666666667,74.264,6.0,2023,7,Spanish Grand Prix,
BOT,100.03833333333334,74.5,6.0,2023,7,Spanish Grand Prix,
LEC,91.61383333333332,76.486,6.0,2023,7,Spanish Grand Prix,
ALB,100.29366666666664,87.044,3.0,2023,7,Spanish Grand Prix,
NOR,90.4305,74.69,12.0,2023,7,Spanish Grand Prix,
OCO,110.18380000000002,85.403,5.0,2023,7,Spanish Grand Prix,
STR,99.75066666666665,77.717,6.0,2023,7,Spanish Grand Prix,
TSU,92.94957142857145,74.659,7.0,2023,7,Spanish Grand Prix,
RUS,96.5565,74.278,8.0,2023,7,Spanish Grand Prix,
SAI,91.62625,76.818,8.0,2023,7,Spanish Grand Prix,
VER,93.601,83.272,2.0,2023,7,Spanish Grand Prix,
ZHO,101.84466666666668,74.681,6.0,2023,7,Spanish Grand Prix,
PER,114.8338,84.682,5.0,2023,7,Spanish Grand Prix,
PIA,93.83133333333332,75.32,9.0,2023,7,Spanish Grand Prix,
SAR,94.9367,87.279,10.0,2023,8,Canadian Grand Prix,
SAI,91.21808333333335,84.765,12.0,2023,8,Canadian Grand Prix,
PER,92.0806923076923,85.857,13.0,2023,8,Canadian Grand Prix,
OCO,96.08825,86.84,4.0,2023,8,Canadian Grand Prix,
DEV,90.789,85.725,16.0,2023,8,Canadian Grand Prix,
BOT,90.28966666666668,84.988,15.0,2023,8,Canadian Grand Prix,
ALB,90.9695,85.379,12.0,2023,8,Canadian Grand Prix,
ALO,89.29663636363635,84.483,11.0,2023,8,Canadian Grand Prix,
GAS,89.43890909090909,84.825,11.0,2023,8,Canadian Grand Prix,
HAM,91.07136363636364,85.087,11.0,2023,8,Canadian Grand Prix,
STR,92.3206,84.944,15.0,2023,8,Canadian Grand Prix,
TSU,92.27894117647058,84.955,17.0,2023,8,Canadian Grand Prix,
ZHO,90.956,86.75,16.0,2023,8,Canadian Grand Prix,
VER,88.54766666666667,83.106,15.0,2023,8,Canadian Grand Prix,
HUL,90.89066666666666,85.14,12.0,2023,8,Canadian Grand Prix,
LEC,91.19935294117649,83.397,17.0,2023,8,Canadian Grand Prix,
PIA,90.20805555555556,85.191,18.0,2023,8,Canadian Grand Prix,
RUS,88.34454545454545,85.435,11.0,2023,8,Canadian Grand Prix,
MAG,90.94425,84.715,16.0,2023,8,Canadian Grand Prix,
NOR,88.38264285714287,85.198,14.0,2023,8,Canadian Grand Prix,
LEC,71.48361538461538,65.245,13.0,2023,9,Austrian Grand Prix,SprintQuali
GAS,73.953,66.36,8.0,2023,9,Austrian Grand Prix,SprintQuali
MAG,77.78645454545455,65.73,11.0,2023,9,Austrian Grand Prix,SprintQuali
ALB,72.59366666666668,66.152,9.0,2023,9,Austrian Grand Prix,SprintQuali
PER,73.25036363636364,64.933,11.0,2023,9,Austrian Grand Prix,SprintQuali
PIA,76.01628571428571,67.106,7.0,2023,9,Austrian Grand Prix,SprintQuali
RUS,72.79783333333334,66.653,6.0,2023,9,Austrian Grand Prix,SprintQuali
VER,80.63723076923078,64.44,13.0,2023,9,Austrian Grand Prix,SprintQuali
ALO,72.00358333333334,65.258,12.0,2023,9,Austrian Grand Prix,SprintQuali
OCO,73.43691666666666,65.366,12.0,2023,9,Austrian Grand Prix,SprintQuali
SAI,67.27833333333335,65.136,6.0,2023,9,Austrian Grand Prix,SprintQuali
HUL,74.77990909090909,65.084,11.0,2023,9,Austrian Grand Prix,SprintQuali
NOR,81.3118,65.01,15.0,2023,9,Austrian Grand Prix,SprintQuali
STR,73.85116666666666,65.347,12.0,2023,9,Austrian Grand Prix,SprintQuali
TSU,70.9551,66.185,10.0,2023,9,Austrian Grand Prix,SprintQuali
ZHO,77.851,67.062,5.0,2023,9,Austrian Grand Prix,SprintQuali
SAR,77.55942857142858,67.242,7.0,2023,9,Austrian Grand Prix,SprintQuali
HAM,76.8398,66.624,5.0,2023,9,Austrian Grand Prix,SprintQuali
BOT,73.47200000000001,67.291,5.0,2023,9,Austrian Grand Prix,SprintQuali
DEV,72.41069999999999,66.423,10.0,2023,9,Austrian Grand Prix,SprintQuali
SAI,108.2193,87.964,10.0,2023,10,British Grand Prix,
VER,104.81877777777778,88.266,9.0,2023,10,British Grand Prix,
MAG,106.0065,89.207,2.0,2023,10,British Grand Prix,
PER,111.451,88.904,8.0,2023,10,British Grand Prix,
GAS,113.29625,89.51,8.0,2023,10,British Grand Prix,
ALO,114.66166666666668,88.956,6.0,2023,10,British Grand Prix,
ALB,116.51666666666668,89.12,3.0,2023,10,British Grand Prix,
DEV,109.9558888888889,89.561,9.0,2023,10,British Grand Prix,
BOT,103.1674,89.586,5.0,2023,10,British Grand Prix,
RUS,105.45055555555555,88.284,9.0,2023,10,British Grand Prix,
PIA,107.8971,89.437,10.0,2023,10,British Grand Prix,
HAM,104.36575,87.948,4.0,2023,10,British Grand Prix,
NOR,101.0488,88.563,5.0,2023,10,British Grand Prix,
OCO,111.34563636363636,89.233,11.0,2023,10,British Grand Prix,
STR,114.4968,88.774,5.0,2023,10,British Grand Prix,
LEC,106.50445454545456,87.419,11.0,2023,10,British Grand Prix,
HUL,99.46750000000002,93.748,6.0,2023,10,British Grand Prix,
TSU,117.7936,89.114,10.0,2023,10,British Grand Prix,
SAR,116.043,89.418,5.0,2023,10,British Grand Prix,
HUL,95.70807692307692,78.735,13.0,2023,11,Hungarian Grand Prix,
GAS,105.86961538461536,78.776,13.0,2023,11,Hungarian Grand Prix,
ZHO,97.4826,79.63,5.0,2023,11,Hungarian Grand Prix,
VER,91.89391666666668,83.187,12.0,2023,11,Hungarian Grand Prix,
PIA,97.07345454545457,78.598,11.0,2023,11,Hungarian Grand Prix,
SAI,88.6815,78.426,20.0,2023,11,Hungarian Grand Prix,
SAR,104.75849999999998,78.814,6.0,2023,11,Hungarian Grand Prix,
PER,93.9160625,78.067,16.0,2023,11,Hungarian Grand Prix,
ALO,93.64877777777778,78.707,9.0,2023,11,Hungarian Grand Prix,
RIC,98.55677777777778,80.049,18.0,2023,11,Hungarian Grand Prix,
RUS,96.2777,78.119,10.0,2023,11,Hungarian Grand Prix,
ALB,95.61639999999998,78.592,5.0,2023,11,Hungarian Grand Prix,
HAM,81.94680000000001,78.941,5.0,2023,11,Hungarian Grand Prix,
LEC,92.80561904761905,79.565,21.0,2023,11,Hungarian Grand Prix,
MAG,100.1133125,79.294,16.0,2023,11,Hungarian Grand Prix,
TSU,93.22584210526315,79.239,19.0,2023,11,Hungarian Grand Prix,
STR,108.81744444444443,78.717,9.0,2023,11,Hungarian Grand Prix,
OCO,104.70069230769232,78.979,13.0,2023,11,Hungarian Grand Prix,
NOR,103.82083333333333,78.082,12.0,2023,11,Hungarian Grand Prix,
BOT,94.7505,78.835,8.0,2023,11,Hungarian Grand Prix,
RUS,121.75366666666667,115.742,6.0,2023,12,Belgian Grand Prix,SprintQuali
STR,121.674,120.46,2.0,2023,12,Belgian Grand Prix,SprintQuali
ZHO,128.179,121.43,4.0,2023,12,Belgian Grand Prix,SprintQuali
ALB,120.5655,119.198,2.0,2023,12,Belgian Grand Prix,SprintQuali
ALO,120.2495,119.038,2.0,2023,12,Belgian Grand Prix,SprintQuali
TSU,122.81766666666664,120.568,3.0,2023,12,Belgian Grand Prix,SprintQuali
OCO,118.94328571428572,110.494,7.0,2023,12,Belgian Grand Prix,SprintQuali
PER,116.54942857142858,109.961,7.0,2023,12,Belgian Grand Prix,SprintQuali
PIA,122.203,109.067,7.0,2023,12,Belgian Grand Prix,SprintQuali
RIC,120.333,117.687,4.0,2023,12,Belgian Grand Prix,SprintQuali
SAI,117.51266666666668,109.081,6.0,2023,12,Belgian Grand Prix,SprintQuali
SAR,121.9205,120.031,2.0,2023,12,Belgian Grand Prix,SprintQuali
VER,118.4527142857143,109.056,7.0,2023,12,Belgian Grand Prix,SprintQuali
NOR,122.494125,109.389,8.0,2023,12,Belgian Grand Prix,SprintQuali
HAM,122.30025,109.9,8.0,2023,12,Belgian Grand Prix,SprintQuali
LEC,116.61016666666666,109.251,6.0,2023,12,Belgian Grand Prix,SprintQuali
BOT,128.696,120.951,3.0,2023,12,Belgian Grand Prix,SprintQuali
GAS,118.78828571428572,109.7,7.0,2023,12,Belgian Grand Prix,SprintQuali
MAG,121.079,121.079,1.0,2023,12,Belgian Grand Prix,SprintQuali
GAS,91.81711111111112,83.21,9.0,2023,13,Dutch Grand Prix,
VER,91.19375,81.631,8.0,2023,13,Dutch Grand Prix,
LAW,96.60361538461538,86.343,13.0,2023,13,Dutch Grand Prix,
HAM,93.69809999999998,82.723,10.0,2023,13,Dutch Grand Prix,
HUL,90.80527272727272,83.64,11.0,2023,13,Dutch Grand Prix,
STR,92.73014285714284,84.058,7.0,2023,13,Dutch Grand Prix,
NOR,89.921,83.158,15.0,2023,13,Dutch Grand Prix,
OCO,91.52966666666669,83.806,6.0,2023,13,Dutch Grand Prix,
PER,92.76427272727273,82.631,11.0,2023,13,Dutch Grand Prix,
LEC,92.64925,83.093,4.0,2023,13,Dutch Grand Prix,
SAR,91.76658333333332,83.57,12.0,2023,13,Dutch Grand Prix,
SAI,91.29877777777776,83.438,9.0,2023,13,Dutch Grand Prix,
PIA,94.37566666666667,82.892,12.0,2023,13,Dutch Grand Prix,
RUS,89.9007,82.01,10.0,2023,13,Dutch Grand Prix,
ZHO,90.15466666666669,88.482,3.0,2023,13,Dutch Grand Prix,
ALB,90.43672727272728,82.75,11.0,2023,13,Dutch Grand Prix,
ALO,94.20471428571427,82.634,7.0,2023,13,Dutch Grand Prix,
BOT,92.4436,82.965,15.0,2023,13,Dutch Grand Prix,
TSU,94.5445,83.544,8.0,2023,13,Dutch Grand Prix,
PIA,92.07466666666669,82.302,9.0,2023,14,Italian Grand Prix,
BOT,98.44595238095238,82.511,21.0,2023,14,Italian Grand Prix,
GAS,108.12810000000002,82.852,10.0,2023,14,Italian Grand Prix,
ALB,102.30571428571427,82.47,7.0,2023,14,Italian Grand Prix,
VER,86.8721,81.687,10.0,2023,14,Italian Grand Prix,
TSU,90.1778125,82.297,16.0,2023,14,Italian Grand Prix,
ZHO,96.73731578947368,82.742,19.0,2023,14,Italian Grand Prix,
STR,101.28891304347826,82.466,23.0,2023,14,Italian Grand Prix,
LEC,94.40193333333332,81.486,15.0,2023,14,Italian Grand Prix,
LAW,91.67676470588236,82.296,17.0,2023,14,Italian Grand Prix,
HUL,87.9477857142857,81.985,14.0,2023,14,Italian Grand Prix,
PER,92.14991666666668,82.192,12.0,2023,14,Italian Grand Prix,
SAR,99.795,82.38,8.0,2023,14,Italian Grand Prix,
OCO,106.4001,82.78,10.0,2023,14,Italian Grand Prix,
NOR,91.0355,82.515,14.0,2023,14,Italian Grand Prix,
RUS,99.0116153846154,81.928,13.0,2023,14,Italian Grand Prix,
SAI,94.79192307692308,81.54,13.0,2023,14,Italian Grand Prix,
HAM,91.3518888888889,81.617,9.0,2023,14,Italian Grand Prix,
ALO,104.5604285714286,81.711,14.0,2023,14,Italian Grand Prix,
MAG,115.3438888888889,82.506,9.0,2023,14,Italian Grand Prix,
ALO,116.72727272727272,93.19,11.0,2023,15,Singapore Grand Prix,
OCO,117.69714285714284,93.646,7.0,2023,15,Singapore Grand Prix,
MAG,115.83971428571428,93.142,7.0,2023,15,Singapore Grand Prix,
PER,109.09266666666667,92.784,6.0,2023,15,Singapore Grand Prix,
SAR,125.05933333333336,94.136,6.0,2023,15,Singapore Grand Prix,
TSU,111.16280000000002,92.945,5.0,2023,15,Singapore Grand Prix,
VER,106.098875,92.378,8.0,2023,15,Singapore Grand Prix,
ZHO,102.37425,93.637,12.0,2023,15,Singapore Grand Prix,
PIA,119.19233333333334,93.261,6.0,2023,15,Singapore Grand Prix,
RUS,123.52075,92.134,8.0,2023,15,Singapore Grand Prix,
SAI,108.2743,92.583,10.0,2023,15,Singapore Grand Prix,
BOT,108.92425,93.54,16.0,2023,15,Singapore Grand Prix,
ALB,130.86174999999997,94.142,4.0,2023,15,Singapore Grand Prix,
GAS,108.80142857142856,93.351,7.0,2023,15,Singapore Grand Prix,
HAM,105.328,92.626,4.0,2023,15,Singapore Grand Prix,
STR,111.7459,93.771,10.0,2023,15,Singapore Grand Prix,
LEC,100.552,92.381,9.0,2023,15,Singapore Grand Prix,
LAW,124.03975,93.357,8.0,2023,15,Singapore Grand Prix,
HUL,117.83675,92.896,8.0,2023,15,Singapore Grand Prix,
NOR,110.9864,92.585,5.0,2023,15,Singapore Grand Prix,
SAR,123.52225,92.899,4.0,2023,16,Japanese Grand Prix,
PIA,107.4772,92.544,5.0,2023,16,Japanese Grand Prix,
TSU,120.1267142857143,91.951,7.0,2023,16,Japanese Grand Prix,
ZHO,104.734,92.966,3.0,2023,16,Japanese Grand Prix,
GAS,104.88133333333332,92.858,3.0,2023,16,Japanese Grand Prix,
ALB,109.5505,92.504,2.0,2023,16,Japanese Grand Prix,
ALO,110.061,92.019,4.0,2023,16,Japanese Grand Prix,
STR,107.4484,92.154,5.0,2023,16,Japanese Grand Prix,
VER,113.091,91.174,2.0,2023,16,Japanese Grand Prix,
RUS,92.671,92.671,1.0,2023,16,Japanese Grand Prix,
HUL,126.595,121.678,2.0,2023,16,Japanese Grand Prix,
LEC,105.32488888888888,91.696,9.0,2023,16,Japanese Grand Prix,
PER,111.5375,92.097,2.0,2023,16,Japanese Grand Prix,
MAG,115.054,92.264,4.0,2023,16,Japanese Grand Prix,
NOR,112.06383333333332,91.663,6.0,2023,16,Japanese Grand Prix,
OCO,118.73833333333334,92.824,3.0,2023,16,Japanese Grand Prix,
SAI,101.384875,92.042,8.0,2023,16,Japanese Grand Prix,
HAM,108.245,92.128,3.0,2023,16,Japanese Grand Prix,
BOT,100.19666666666669,92.279,3.0,2023,16,Japanese Grand Prix,
LAW,120.99385714285717,92.048,7.0,2023,16,Japanese Grand Prix,
ZHO,97.41416666666667,86.274,6.0,2023,17,Qatar Grand Prix,SprintQuali
VER,95.10933333333332,84.543,6.0,2023,17,Qatar Grand Prix,SprintQuali
TSU,109.80675,86.664,4.0,2023,17,Qatar Grand Prix,SprintQuali
STR,108.7856,86.849,5.0,2023,17,Qatar Grand Prix,SprintQuali
SAR,110.56075,86.685,4.0,2023,17,Qatar Grand Prix,SprintQuali
SAI,104.23415384615386,85.155,13.0,2023,17,Qatar Grand Prix,SprintQuali
RUS,100.9111,84.841,10.0,2023,17,Qatar Grand Prix,SprintQuali
PIA,100.0539090909091,84.454,11.0,2023,17,Qatar Grand Prix,SprintQuali
PER,91.36683333333333,85.143,6.0,2023,17,Qatar Grand Prix,SprintQuali
OCO,98.0795,85.51,8.0,2023,17,Qatar Grand Prix,SprintQuali
NOR,100.03214285714284,84.536,7.0,2023,17,Qatar Grand Prix,SprintQuali
MAG,95.527,87.016,3.0,2023,17,Qatar Grand Prix,SprintQuali
LEC,99.95746153846154,85.131,13.0,2023,17,Qatar Grand Prix,SprintQuali
LAW,103.992,86.041,8.0,2023,17,Qatar Grand Prix,SprintQuali
HUL,93.68814285714286,85.32,7.0,2023,17,Qatar Grand Prix,SprintQuali
HAM,99.90222222222222,85.626,9.0,2023,17,Qatar Grand Prix,SprintQuali
GAS,101.67857142857143,85.686,7.0,2023,17,Qatar Grand Prix,SprintQuali
BOT,94.06649999999999,86.236,4.0,2023,17,Qatar Grand Prix,SprintQuali
ALO,95.52100000000003,84.959,7.0,2023,17,Qatar Grand Prix,SprintQuali
ALB,102.362,86.71,4.0,2023,17,Qatar Grand Prix,SprintQuali
ZHO,112.38471428571428,96.182,7.0,2023,18,United States Grand Prix,SprintQuali
ALO,112.07840000000002,96.087,5.0,2023,18,United States Grand Prix,SprintQuali
GAS,108.95566666666669,95.785,6.0,2023,18,United States Grand Prix,SprintQuali
BOT,97.1225,96.922,2.0,2023,18,United States Grand Prix,SprintQuali
SAI,109.06733333333334,94.939,6.0,2023,18,United States Grand Prix,SprintQuali
RUS,110.061,95.199,6.0,2023,18,United States Grand Prix,SprintQuali
RIC,96.71133333333334,95.978,3.0,2023,18,United States Grand Prix,SprintQuali
LEC,108.51283333333332,94.593,6.0,2023,18,United States Grand Prix,SprintQuali
PIA,114.1031111111111,94.894,9.0,2023,18,United States Grand Prix,SprintQuali
NOR,113.1151111111111,94.639,9.0,2023,18,United States Grand Prix,SprintQuali
VER,108.5732,94.538,5.0,2023,18,United States Grand Prix,SprintQuali
TSU,96.945,96.945,1.0,2023,18,United States Grand Prix,SprintQuali
ALB,96.09275,95.366,4.0,2023,18,United States Grand Prix,SprintQuali
SAR,97.487,97.186,2.0,2023,18,United States Grand Prix,SprintQuali
HUL,96.9,96.749,2.0,2023,18,United States Grand Prix,SprintQuali
MAG,97.1255,96.922,2.0,2023,18,United States Grand Prix,SprintQuali
OCO,110.4232,96.137,5.0,2023,18,United States Grand Prix,SprintQuali
STR,118.38714285714286,96.181,7.0,2023,18,United States Grand Prix,SprintQuali
PER,113.930375,95.041,8.0,2023,18,United States Grand Prix,SprintQuali
HAM,95.82225,94.607,4.0,2023,18,United States Grand Prix,SprintQuali
RIC,102.523,78.499,6.0,2023,19,Mexico City Grand Prix,
RUS,101.2188,79.341,10.0,2023,19,Mexico City Grand Prix,
SAI,84.71712500000001,79.293,8.0,2023,19,Mexico City Grand Prix,
GAS,98.06915384615384,79.509,13.0,2023,19,Mexico City Grand Prix,
NOR,88.88690909090909,78.678,11.0,2023,19,Mexico City Grand Prix,
OCO,89.88455555555555,79.839,9.0,2023,19,Mexico City Grand Prix,
PER,98.23127272727272,78.416,11.0,2023,19,Mexico City Grand Prix,
PIA,87.52916666666668,78.392,12.0,2023,19,Mexico City Grand Prix,
ALB,102.374125,78.881,8.0,2023,19,Mexico City Grand Prix,
ALO,100.188,79.471,11.0,2023,19,Mexico City Grand Prix,
LEC,86.37872727272726,78.97,11.0,2023,19,Mexico City Grand Prix,
MAG,108.58719999999998,79.573,5.0,2023,19,Mexico City Grand Prix,
HAM,86.00085714285716,79.242,7.0,2023,19,Mexico City Grand Prix,
HUL,97.5551,79.984,10.0,2023,19,Mexico City Grand Prix,
VER,93.4008,78.373,10.0,2023,19,Mexico City Grand Prix,
BOT,88.088,78.481,16.0,2023,19,Mexico City Grand Prix,
STR,98.1988181818182,79.094,11.0,2023,19,Mexico City Grand Prix,
TSU,85.59508333333333,78.45,12.0,2023,19,Mexico City Grand Prix,
