Driver,FP3AvgPace,FP3BestPace,FP3LapCount,Year,RoundNumber,EventName,SessionSource
NOR,96.70675,77.902,8.0,2024,20,Mexico City Grand Prix,
OCO,100.85909090909092,78.667,11.0,2024,20,Mexico City Grand Prix,
ALO,91.01463636363636,77.798,11.0,2024,20,Mexico City Grand Prix,
ALB,100.89925,77.905,8.0,2024,20,Mexico City Grand Prix,
HUL,70.215,69.964,2.0,2024,21,São Paulo Grand Prix,SprintQuali
HAM,73.7106,69.941,5.0,2024,21,São Paulo Grand Prix,SprintQuali
BEA,70.28025000000001,69.629,4.0,2024,21,São Paulo Grand Prix,SprintQuali
BOT,71.11925,70.595,4.0,2024,21,São Paulo Grand Prix,SprintQuali
GAS,70.2558,69.61,5.0,2024,21,São Paulo Grand Prix,SprintQuali
COL,71.657,70.275,3.0,2024,21,São Paulo Grand Prix,SprintQuali
SAI,85.81900000000002,69.257,9.0,2024,21,São Paulo Grand Prix,SprintQuali
RUS,70.06879999999998,69.443,5.0,2024,21,São Paulo Grand Prix,SprintQuali
PIA,69.4462,68.899,5.0,2024,21,São Paulo Grand Prix,SprintQuali
PER,70.526,70.024,3.0,2024,21,São Paulo Grand Prix,SprintQuali
STR,71.72149999999999,71.28,2.0,2024,21,São Paulo Grand Prix,SprintQuali
TSU,71.322,71.121,2.0,2024,21,São Paulo Grand Prix,SprintQuali
LEC,83.50680000000001,69.153,10.0,2024,21,São Paulo Grand Prix,SprintQuali
LAW,70.11466666666666,69.827,3.0,2024,21,São Paulo Grand Prix,SprintQuali
NOR,69.535,68.928,4.0,2024,21,São Paulo Grand Prix,SprintQuali
OCO,71.286,71.052,2.0,2024,21,São Paulo Grand Prix,SprintQuali
ALO,71.36,70.978,2.0,2024,21,São Paulo Grand Prix,SprintQuali
ALB,70.32575,69.844,4.0,2024,21,São Paulo Grand Prix,SprintQuali
VER,81.86866666666667,69.219,6.0,2024,21,São Paulo Grand Prix,SprintQuali
ZHO,72.978,72.978,1.0,2024,21,São Paulo Grand Prix,SprintQuali
SAI,111.13083333333334,94.735,6.0,2024,22,Las Vegas Grand Prix,
RUS,111.51185714285714,93.57,7.0,2024,22,Las Vegas Grand Prix,
LAW,110.33725,96.544,8.0,2024,22,Las Vegas Grand Prix,
HUL,108.37114285714286,94.908,7.0,2024,22,Las Vegas Grand Prix,
HAM,104.32175,94.341,4.0,2024,22,Las Vegas Grand Prix,
GAS,113.72014285714285,94.905,7.0,2024,22,Las Vegas Grand Prix,
COL,108.50042857142856,94.723,7.0,2024,22,Las Vegas Grand Prix,
BOT,106.74783333333332,96.412,6.0,2024,22,Las Vegas Grand Prix,
ALO,106.593,95.938,6.0,2024,22,Las Vegas Grand Prix,
ALB,111.67999999999998,95.06,7.0,2024,22,Las Vegas Grand Prix,
LEC,105.12816666666669,94.941,6.0,2024,22,Las Vegas Grand Prix,
MAG,107.96525,94.883,4.0,2024,22,Las Vegas Grand Prix,
NOR,109.927,96.891,5.0,2024,22,Las Vegas Grand Prix,
OCO,113.64028571428572,95.46,7.0,2024,22,Las Vegas Grand Prix,
ZHO,115.67933333333332,96.988,6.0,2024,22,Las Vegas Grand Prix,
VER,106.46588888888888,94.137,9.0,2024,22,Las Vegas Grand Prix,
TSU,112.46244444444444,96.215,9.0,2024,22,Las Vegas Grand Prix,
STR,107.2608,96.95,5.0,2024,22,Las Vegas Grand Prix,
PER,105.2309090909091,95.061,11.0,2024,22,Las Vegas Grand Prix,
PIA,111.81783333333333,93.785,6.0,2024,22,Las Vegas Grand Prix,
PIA,97.2953,81.171,10.0,2024,23,Qatar Grand Prix,SprintQuali
PER,103.3368,82.718,5.0,2024,23,Qatar Grand Prix,SprintQuali
SAI,99.28146153846153,81.281,13.0,2024,23,Qatar Grand Prix,SprintQuali
RUS,98.5468,81.075,10.0,2024,23,Qatar Grand Prix,SprintQuali
ALO,98.05262499999999,82.433,8.0,2024,23,Qatar Grand Prix,SprintQuali
ALB,100.0846,82.526,10.0,2024,23,Qatar Grand Prix,SprintQuali
COL,102.12966666666667,83.423,6.0,2024,23,Qatar Grand Prix,SprintQuali
BOT,93.66228571428572,82.506,7.0,2024,23,Qatar Grand Prix,SprintQuali
MAG,89.41933333333334,82.56,6.0,2024,23,Qatar Grand Prix,SprintQuali
LEC,99.24358333333333,81.308,12.0,2024,23,Qatar Grand Prix,SprintQuali
ZHO,90.2835,82.948,4.0,2024,23,Qatar Grand Prix,SprintQuali
VER,97.36686666666667,81.315,15.0,2024,23,Qatar Grand Prix,SprintQuali
TSU,101.03659999999999,82.722,5.0,2024,23,Qatar Grand Prix,SprintQuali
STR,98.07379999999999,82.522,10.0,2024,23,Qatar Grand Prix,SprintQuali
OCO,96.7454,82.906,5.0,2024,23,Qatar Grand Prix,SprintQuali
NOR,94.65360000000001,81.012,10.0,2024,23,Qatar Grand Prix,SprintQuali
HAM,95.12615384615384,81.474,13.0,2024,23,Qatar Grand Prix,SprintQuali
GAS,90.36766666666666,81.978,9.0,2024,23,Qatar Grand Prix,SprintQuali
LAW,94.58900000000001,82.082,12.0,2024,23,Qatar Grand Prix,SprintQuali
HUL,82.6238,82.088,5.0,2024,23,Qatar Grand Prix,SprintQuali
LEC,110.15045454545454,84.098,11.0,2024,24,Abu Dhabi Grand Prix,
LAW,112.0158181818182,84.519,11.0,2024,24,Abu Dhabi Grand Prix,
ZHO,113.4778,85.01,5.0,2024,24,Abu Dhabi Grand Prix,
VER,117.4605,84.733,6.0,2024,24,Abu Dhabi Grand Prix,
TSU,121.84245454545454,84.66,11.0,2024,24,Abu Dhabi Grand Prix,
STR,109.107125,84.531,8.0,2024,24,Abu Dhabi Grand Prix,
SAI,100.40345454545454,84.252,11.0,2024,24,Abu Dhabi Grand Prix,
RUS,123.81871428571426,84.555,7.0,2024,24,Abu Dhabi Grand Prix,
PIA,100.5055,83.717,4.0,2024,24,Abu Dhabi Grand Prix,
PER,112.23757142857144,84.283,7.0,2024,24,Abu Dhabi Grand Prix,
DOO,106.64879999999998,84.621,5.0,2024,24,Abu Dhabi Grand Prix,
GAS,92.8694,84.533,5.0,2024,24,Abu Dhabi Grand Prix,
HAM,113.8035,83.823,6.0,2024,24,Abu Dhabi Grand Prix,
HUL,92.40933333333334,84.312,3.0,2024,24,Abu Dhabi Grand Prix,
ALB,108.2255,84.898,4.0,2024,24,Abu Dhabi Grand Prix,
ALO,94.6676,84.453,5.0,2024,24,Abu Dhabi Grand Prix,
BOT,99.7642,84.751,5.0,2024,24,Abu Dhabi Grand Prix,
COL,102.61833333333334,84.766,3.0,2024,24,Abu Dhabi Grand Prix,
NOR,115.88966666666668,113.275,3.0,2024,24,Abu Dhabi Grand Prix,
MAG,107.351,84.177,4.0,2024,24,Abu Dhabi Grand Prix,
