Driver,FP3AvgPace,FP3BestPace,FP3LapCount,Year,RoundNumber,EventName,SessionSource
ALO,88.46724999999999,88.189,4.0,2024,6,Miami Grand Prix,SprintQuali
ALB,108.4065,89.112,4.0,2024,6,Miami Grand Prix,SprintQuali
RUS,88.5545,88.343,4.0,2024,6,Miami Grand Prix,SprintQuali
ZHO,102.6145,89.267,4.0,2024,6,Miami Grand Prix,SprintQuali
STR,88.65239999999999,88.323,5.0,2024,6,Miami Grand Prix,SprintQuali
TSU,100.4952,88.687,5.0,2024,6,Miami Grand Prix,SprintQuali
VER,98.57716666666666,87.641,6.0,2024,6,Miami Grand Prix,SprintQuali
HUL,88.8794,88.33,5.0,2024,6,Miami Grand Prix,SprintQuali
HAM,88.731,88.371,4.0,2024,6,Miami Grand Prix,SprintQuali
LEC,103.13172727272728,87.749,11.0,2024,6,Miami Grand Prix,SprintQuali
GAS,104.65425,89.185,4.0,2024,6,Miami Grand Prix,SprintQuali
BOT,100.62780000000001,89.36,5.0,2024,6,Miami Grand Prix,SprintQuali
OCO,104.362875,88.379,8.0,2024,6,Miami Grand Prix,SprintQuali
NOR,98.80166666666666,87.597,6.0,2024,6,Miami Grand Prix,SprintQuali
PER,88.14066666666668,87.865,3.0,2024,6,Miami Grand Prix,SprintQuali
PIA,105.8253,88.056,10.0,2024,6,Miami Grand Prix,SprintQuali
MAG,105.498875,88.377,8.0,2024,6,Miami Grand Prix,SprintQuali
HAM,108.129,76.96,6.0,2024,7,Emilia Romagna Grand Prix,
BOT,97.986,77.561,3.0,2024,7,Emilia Romagna Grand Prix,
PER,90.06388888888891,76.631,9.0,2024,7,Emilia Romagna Grand Prix,
PIA,90.94175,76.257,4.0,2024,7,Emilia Romagna Grand Prix,
RIC,109.867,77.061,4.0,2024,7,Emilia Romagna Grand Prix,
HUL,97.0746,77.52,5.0,2024,7,Emilia Romagna Grand Prix,
LEC,84.867875,76.087,8.0,2024,7,Emilia Romagna Grand Prix,
GAS,95.98428571428572,77.361,7.0,2024,7,Emilia Romagna Grand Prix,
NOR,99.5852,75.829,5.0,2024,7,Emilia Romagna Grand Prix,
OCO,93.93999999999998,77.396,7.0,2024,7,Emilia Romagna Grand Prix,
ALO,102.549,77.339,5.0,2024,7,Emilia Romagna Grand Prix,
ALB,94.18266666666666,77.115,3.0,2024,7,Emilia Romagna Grand Prix,
MAG,107.20375,77.108,4.0,2024,7,Emilia Romagna Grand Prix,
SAI,95.30511111111112,76.067,9.0,2024,7,Emilia Romagna Grand Prix,
RUS,84.77333333333333,76.948,3.0,2024,7,Emilia Romagna Grand Prix,
SAR,100.1632,76.952,5.0,2024,7,Emilia Romagna Grand Prix,
STR,102.555,76.894,12.0,2024,7,Emilia Romagna Grand Prix,
TSU,103.0786,76.668,5.0,2024,7,Emilia Romagna Grand Prix,
VER,91.17755555555556,76.366,9.0,2024,7,Emilia Romagna Grand Prix,
ZHO,88.3535,78.124,2.0,2024,7,Emilia Romagna Grand Prix,
RIC,92.4626842105263,72.829,19.0,2024,8,Monaco Grand Prix,
RUS,94.14404166666668,71.968,24.0,2024,8,Monaco Grand Prix,
SAI,94.96592857142858,72.083,14.0,2024,8,Monaco Grand Prix,
OCO,91.92629411764705,72.472,17.0,2024,8,Monaco Grand Prix,
NOR,92.65807142857145,71.988,14.0,2024,8,Monaco Grand Prix,
MAG,97.5351304347826,72.216,23.0,2024,8,Monaco Grand Prix,
LEC,92.5839375,71.369,16.0,2024,8,Monaco Grand Prix,
HUL,93.29458823529411,72.192,17.0,2024,8,Monaco Grand Prix,
HAM,96.43475,71.71,12.0,2024,8,Monaco Grand Prix,
PIA,91.15841666666668,71.901,12.0,2024,8,Monaco Grand Prix,
PER,100.99364285714286,71.923,14.0,2024,8,Monaco Grand Prix,
TSU,96.162,71.991,20.0,2024,8,Monaco Grand Prix,
STR,95.33417647058825,72.331,17.0,2024,8,Monaco Grand Prix,
SAR,97.64646153846154,72.703,13.0,2024,8,Monaco Grand Prix,
ALO,94.71406666666664,72.955,15.0,2024,8,Monaco Grand Prix,
ALB,90.88564285714288,72.18,14.0,2024,8,Monaco Grand Prix,
GAS,92.3935,72.144,20.0,2024,8,Monaco Grand Prix,
ZHO,90.29580952380952,73.83,21.0,2024,8,Monaco Grand Prix,
VER,94.46480952380952,71.566,21.0,2024,8,Monaco Grand Prix,
HUL,87.60933333333334,73.777,18.0,2024,9,Canadian Grand Prix,
HAM,91.5859,73.521,20.0,2024,9,Canadian Grand Prix,
GAS,86.96205263157894,73.737,19.0,2024,9,Canadian Grand Prix,
BOT,89.59263157894736,73.642,19.0,2024,9,Canadian Grand Prix,
ALO,85.12094736842106,73.34,19.0,2024,9,Canadian Grand Prix,
ALB,86.17999999999999,73.88,11.0,2024,9,Canadian Grand Prix,
MAG,85.17019047619047,73.54,21.0,2024,9,Canadian Grand Prix,
LEC,86.25723076923077,73.676,13.0,2024,9,Canadian Grand Prix,
TSU,90.80466666666666,73.716,18.0,2024,9,Canadian Grand Prix,
STR,91.51213333333337,73.026,15.0,2024,9,Canadian Grand Prix,
ZHO,78.656,78.656,1.0,2024,9,Canadian Grand Prix,
SAI,87.95965,73.57,20.0,2024,9,Canadian Grand Prix,
RUS,92.80245454545457,72.957,22.0,2024,9,Canadian Grand Prix,
RIC,90.14038095238097,73.828,21.0,2024,9,Canadian Grand Prix,
SAR,93.08216666666668,73.663,18.0,2024,9,Canadian Grand Prix,
PIA,90.535,73.266,21.0,2024,9,Canadian Grand Prix,
NOR,83.81557142857143,73.293,21.0,2024,9,Canadian Grand Prix,
OCO,89.37919047619049,74.075,21.0,2024,9,Canadian Grand Prix,
PER,86.44247619047619,73.342,21.0,2024,9,Canadian Grand Prix,
VER,92.63318181818182,72.923,22.0,2024,9,Canadian Grand Prix,
ALO,100.968,74.344,8.0,2024,10,Spanish Grand Prix,
ALB,93.193,74.371,2.0,2024,10,Spanish Grand Prix,
GAS,110.836,74.982,5.0,2024,10,Spanish Grand Prix,
BOT,87.12566666666665,75.782,9.0,2024,10,Spanish Grand Prix,
RIC,91.54775,78.16,8.0,2024,10,Spanish Grand Prix,
RUS,83.554,76.836,8.0,2024,10,Spanish Grand Prix,
SAI,85.403,73.994,7.0,2024,10,Spanish Grand Prix,
PER,88.17760000000001,75.037,5.0,2024,10,Spanish Grand Prix,
OCO,86.739,75.18,7.0,2024,10,Spanish Grand Prix,
NOR,98.604,73.043,5.0,2024,10,Spanish Grand Prix,
PIA,85.40766666666667,73.907,3.0,2024,10,Spanish Grand Prix,
MAG,83.34725,74.653,16.0,2024,10,Spanish Grand Prix,
HAM,83.2043,73.865,10.0,2024,10,Spanish Grand Prix,
HUL,103.30479999999996,74.689,10.0,2024,10,Spanish Grand Prix,
LEC,77.52666666666666,73.84,6.0,2024,10,Spanish Grand Prix,
ZHO,89.79775,76.012,4.0,2024,10,Spanish Grand Prix,
STR,105.72842857142858,74.254,7.0,2024,10,Spanish Grand Prix,
TSU,96.579,75.662,11.0,2024,10,Spanish Grand Prix,
VER,92.38057142857144,74.342,14.0,2024,10,Spanish Grand Prix,
SAR,92.63,75.279,2.0,2024,10,Spanish Grand Prix,
ALB,79.6375,66.754,4.0,2024,11,Austrian Grand Prix,SprintQuali
ALO,77.11319999999999,65.878,5.0,2024,11,Austrian Grand Prix,SprintQuali
BOT,66.717,66.709,2.0,2024,11,Austrian Grand Prix,SprintQuali
GAS,66.4015,65.757,4.0,2024,11,Austrian Grand Prix,SprintQuali
STR,84.63199999999999,65.847,4.0,2024,11,Austrian Grand Prix,SprintQuali
TSU,69.115,65.96,3.0,2024,11,Austrian Grand Prix,SprintQuali
VER,75.7104,64.686,5.0,2024,11,Austrian Grand Prix,SprintQuali
ZHO,67.45150000000001,67.197,2.0,2024,11,Austrian Grand Prix,SprintQuali
HAM,65.93225,65.27,4.0,2024,11,Austrian Grand Prix,SprintQuali
HUL,66.67349999999999,66.583,2.0,2024,11,Austrian Grand Prix,SprintQuali
LEC,66.23933333333333,65.526,3.0,2024,11,Austrian Grand Prix,SprintQuali
MAG,66.09649999999999,65.806,2.0,2024,11,Austrian Grand Prix,SprintQuali
RIC,66.7355,66.581,2.0,2024,11,Austrian Grand Prix,SprintQuali
RUS,65.381,65.054,3.0,2024,11,Austrian Grand Prix,SprintQuali
SAI,65.66475,65.126,4.0,2024,11,Austrian Grand Prix,SprintQuali
SAR,74.1798,66.013,5.0,2024,11,Austrian Grand Prix,SprintQuali
NOR,65.5265,64.779,4.0,2024,11,Austrian Grand Prix,SprintQuali
OCO,66.14525,65.686,4.0,2024,11,Austrian Grand Prix,SprintQuali
PER,74.26849999999999,65.612,6.0,2024,11,Austrian Grand Prix,SprintQuali
PIA,75.424375,64.987,8.0,2024,11,Austrian Grand Prix,SprintQuali
HAM,105.19,97.564,18.0,2024,12,British Grand Prix,
OCO,105.578,100.43,16.0,2024,12,British Grand Prix,
PIA,103.02733333333336,98.654,18.0,2024,12,British Grand Prix,
PER,107.1281,99.284,10.0,2024,12,British Grand Prix,
STR,108.643125,99.7,16.0,2024,12,British Grand Prix,
SAR,109.77193333333337,99.702,15.0,2024,12,British Grand Prix,
SAI,108.63258823529412,98.139,17.0,2024,12,British Grand Prix,
RUS,107.99506666666666,97.529,15.0,2024,12,British Grand Prix,
RIC,107.9287,100.823,20.0,2024,12,British Grand Prix,
ZHO,107.36257142857144,101.785,14.0,2024,12,British Grand Prix,
TSU,106.4506875,99.82,16.0,2024,12,British Grand Prix,
VER,102.66836363636364,98.393,11.0,2024,12,British Grand Prix,
NOR,105.8626666666667,97.714,12.0,2024,12,British Grand Prix,
MAG,111.77407692307692,100.539,13.0,2024,12,British Grand Prix,
LEC,106.39905555555556,98.454,18.0,2024,12,British Grand Prix,
HUL,106.51025,99.34,8.0,2024,12,British Grand Prix,
BOT,112.03746153846151,100.242,13.0,2024,12,British Grand Prix,
ALB,105.69488235294118,99.603,17.0,2024,12,British Grand Prix,
ALO,107.14750000000002,98.94,12.0,2024,12,British Grand Prix,
SAI,92.81775,77.289,4.0,2024,13,Hungarian Grand Prix,
HAM,99.5435,77.492,2.0,2024,13,Hungarian Grand Prix,
GAS,103.58166666666666,78.737,3.0,2024,13,Hungarian Grand Prix,
BOT,98.86428571428571,77.952,7.0,2024,13,Hungarian Grand Prix,
ALB,93.17666666666666,77.53,3.0,2024,13,Hungarian Grand Prix,
ALO,102.4025,77.001,10.0,2024,13,Hungarian Grand Prix,
SAR,86.835,77.798,3.0,2024,13,Hungarian Grand Prix,
RUS,99.11933333333332,76.826,3.0,2024,13,Hungarian Grand Prix,
RIC,106.0455,77.978,2.0,2024,13,Hungarian Grand Prix,
LEC,90.12640000000002,77.301,5.0,2024,13,Hungarian Grand Prix,
MAG,96.3502,77.507,5.0,2024,13,Hungarian Grand Prix,
HUL,91.2705,77.492,2.0,2024,13,Hungarian Grand Prix,
STR,111.83036363636364,78.285,11.0,2024,13,Hungarian Grand Prix,
OCO,104.27299999999998,77.575,6.0,2024,13,Hungarian Grand Prix,
PER,82.55416666666666,77.425,12.0,2024,13,Hungarian Grand Prix,
PIA,92.27975,77.136,4.0,2024,13,Hungarian Grand Prix,
NOR,93.24733333333334,76.332,3.0,2024,13,Hungarian Grand Prix,
ZHO,79.02250000000001,78.879,2.0,2024,13,Hungarian Grand Prix,
VER,89.57466666666666,77.938,15.0,2024,13,Hungarian Grand Prix,
TSU,97.43066666666664,78.124,3.0,2024,13,Hungarian Grand Prix,
TSU,131.281,129.444,2.0,2024,14,Belgian Grand Prix,
BOT,135.269,135.269,1.0,2024,14,Belgian Grand Prix,
VER,121.565,121.565,1.0,2024,14,Belgian Grand Prix,
ZHO,131.109,131.109,1.0,2024,14,Belgian Grand Prix,
STR,126.037,126.037,1.0,2024,14,Belgian Grand Prix,
NOR,128.014,128.014,1.0,2024,14,Belgian Grand Prix,
ALO,128.071,128.071,1.0,2024,14,Belgian Grand Prix,
PIA,122.998,122.998,1.0,2024,14,Belgian Grand Prix,
RIC,128.41,128.41,1.0,2024,14,Belgian Grand Prix,
GAS,128.6685,123.175,2.0,2024,14,Belgian Grand Prix,
LEC,126.033,126.033,1.0,2024,14,Belgian Grand Prix,
OCO,127.237,125.25,2.0,2024,14,Belgian Grand Prix,
ALB,84.007,84.007,1.0,2024,15,Dutch Grand Prix,
PIA,90.58866666666664,81.85,6.0,2024,15,Dutch Grand Prix,
RIC,92.1405,85.433,2.0,2024,15,Dutch Grand Prix,
RUS,89.35466666666667,83.958,3.0,2024,15,Dutch Grand Prix,
OCO,81.643,81.643,1.0,2024,15,Dutch Grand Prix,
ZHO,83.24,83.24,1.0,2024,15,Dutch Grand Prix,
VER,84.36,84.36,1.0,2024,15,Dutch Grand Prix,
STR,88.46433333333334,81.941,3.0,2024,15,Dutch Grand Prix,
SAI,82.589,82.589,1.0,2024,15,Dutch Grand Prix,
SAR,84.2825,83.287,2.0,2024,15,Dutch Grand Prix,
GAS,80.311,80.311,1.0,2024,15,Dutch Grand Prix,
BOT,82.968,81.155,2.0,2024,15,Dutch Grand Prix,
ALO,88.1145,81.461,4.0,2024,15,Dutch Grand Prix,
HAM,84.098,84.098,1.0,2024,15,Dutch Grand Prix,
NOR,82.5795,81.387,2.0,2024,15,Dutch Grand Prix,
MAG,86.12124999999999,80.45,4.0,2024,15,Dutch Grand Prix,
LEC,84.158,84.158,1.0,2024,15,Dutch Grand Prix,
ZHO,114.52866666666668,82.994,6.0,2024,16,Italian Grand Prix,
VER,88.85866666666668,80.419,12.0,2024,16,Italian Grand Prix,
TSU,110.0244,81.246,5.0,2024,16,Italian Grand Prix,
STR,93.1518,81.157,5.0,2024,16,Italian Grand Prix,
RUS,87.78620000000001,80.233,10.0,2024,16,Italian Grand Prix,
SAI,98.10942857142857,80.463,7.0,2024,16,Italian Grand Prix,
PIA,92.076,80.252,3.0,2024,16,Italian Grand Prix,
RIC,93.5954,81.077,5.0,2024,16,Italian Grand Prix,
HAM,91.06325,80.514,4.0,2024,16,Italian Grand Prix,
GAS,102.99477777777776,81.155,9.0,2024,16,Italian Grand Prix,
COL,102.81166666666664,81.713,3.0,2024,16,Italian Grand Prix,
BOT,97.0985,81.989,6.0,2024,16,Italian Grand Prix,
ALB,93.579,80.596,3.0,2024,16,Italian Grand Prix,
ALO,91.24875,81.148,4.0,2024,16,Italian Grand Prix,
MAG,89.44777777777779,81.208,9.0,2024,16,Italian Grand Prix,
NOR,92.719,80.96,3.0,2024,16,Italian Grand Prix,
HUL,92.659875,81.041,8.0,2024,16,Italian Grand Prix,
LEC,98.471875,80.226,8.0,2024,16,Italian Grand Prix,
OCO,89.8266,81.258,5.0,2024,16,Italian Grand Prix,
PER,91.48841666666664,81.287,12.0,2024,16,Italian Grand Prix,
RIC,125.264,104.811,6.0,2024,17,Azerbaijan Grand Prix,
PIA,126.105,105.034,5.0,2024,17,Azerbaijan Grand Prix,
PER,122.30500000000002,103.024,7.0,2024,17,Azerbaijan Grand Prix,
NOR,115.86666666666667,104.226,3.0,2024,17,Azerbaijan Grand Prix,
BOT,118.376,105.131,4.0,2024,17,Azerbaijan Grand Prix,
COL,114.97633333333332,103.238,3.0,2024,17,Azerbaijan Grand Prix,
TSU,130.643,104.454,4.0,2024,17,Azerbaijan Grand Prix,
STR,130.1062857142857,103.571,7.0,2024,17,Azerbaijan Grand Prix,
SAI,120.87116666666668,102.968,6.0,2024,17,Azerbaijan Grand Prix,
RUS,116.72216666666668,102.514,6.0,2024,17,Azerbaijan Grand Prix,
ALO,118.02533333333334,103.723,3.0,2024,17,Azerbaijan Grand Prix,
ALB,123.33950000000002,103.623,2.0,2024,17,Azerbaijan Grand Prix,
HUL,128.31775,104.608,4.0,2024,17,Azerbaijan Grand Prix,
LEC,111.4565,102.527,4.0,2024,17,Azerbaijan Grand Prix,
GAS,110.82575,103.876,4.0,2024,17,Azerbaijan Grand Prix,
HAM,112.521,104.332,2.0,2024,17,Azerbaijan Grand Prix,
ZHO,126.2312,106.04,5.0,2024,17,Azerbaijan Grand Prix,
VER,118.20749999999998,102.862,6.0,2024,17,Azerbaijan Grand Prix,
MAG,107.53225,92.254,4.0,2024,18,Singapore Grand Prix,
NOR,100.791,90.09,4.0,2024,18,Singapore Grand Prix,
PIA,100.61725,90.809,4.0,2024,18,Singapore Grand Prix,
RIC,117.12328571428571,91.561,7.0,2024,18,Singapore Grand Prix,
RUS,118.418,91.816,6.0,2024,18,Singapore Grand Prix,
SAI,102.915,91.361,7.0,2024,18,Singapore Grand Prix,
STR,111.3917,91.996,10.0,2024,18,Singapore Grand Prix,
TSU,117.84933333333332,92.555,6.0,2024,18,Singapore Grand Prix,
VER,98.33425,90.884,4.0,2024,18,Singapore Grand Prix,
ZHO,110.4364,92.652,5.0,2024,18,Singapore Grand Prix,
LEC,108.062125,90.559,8.0,2024,18,Singapore Grand Prix,
HUL,107.6232,91.234,5.0,2024,18,Singapore Grand Prix,
OCO,110.4212,91.559,10.0,2024,18,Singapore Grand Prix,
PER,101.613,92.18,4.0,2024,18,Singapore Grand Prix,
COL,107.85866666666668,91.819,3.0,2024,18,Singapore Grand Prix,
BOT,113.862,93.0,6.0,2024,18,Singapore Grand Prix,
ALO,113.238,91.167,11.0,2024,18,Singapore Grand Prix,
ALB,104.819,90.949,2.0,2024,18,Singapore Grand Prix,
HAM,107.49866666666668,90.942,6.0,2024,18,Singapore Grand Prix,
GAS,108.53825,92.168,12.0,2024,18,Singapore Grand Prix,
GAS,94.75166666666667,94.363,3.0,2024,19,United States Grand Prix,SprintQuali
HAM,103.184,93.37,4.0,2024,19,United States Grand Prix,SprintQuali
LEC,93.4985,93.059,4.0,2024,19,United States Grand Prix,SprintQuali
MAG,94.02275,93.398,4.0,2024,19,United States Grand Prix,SprintQuali
NOR,112.790125,93.083,8.0,2024,19,United States Grand Prix,SprintQuali
OCO,95.0475,94.917,2.0,2024,19,United States Grand Prix,SprintQuali
BOT,95.51599999999999,95.148,2.0,2024,19,United States Grand Prix,SprintQuali
COL,94.5045,93.952,4.0,2024,19,United States Grand Prix,SprintQuali
HUL,94.44,93.183,4.0,2024,19,United States Grand Prix,SprintQuali
LAW,94.55666666666667,94.284,3.0,2024,19,United States Grand Prix,SprintQuali
ALB,96.38,95.054,2.0,2024,19,United States Grand Prix,SprintQuali
ALO,111.73140000000001,94.251,5.0,2024,19,United States Grand Prix,SprintQuali
SAI,105.99916666666665,93.089,6.0,2024,19,United States Grand Prix,SprintQuali
RUS,102.3146,92.845,5.0,2024,19,United States Grand Prix,SprintQuali
STR,104.2335,94.324,4.0,2024,19,United States Grand Prix,SprintQuali
TSU,94.28775,93.802,4.0,2024,19,United States Grand Prix,SprintQuali
VER,105.61833333333333,92.833,6.0,2024,19,United States Grand Prix,SprintQuali
ZHO,95.8325,95.193,2.0,2024,19,United States Grand Prix,SprintQuali
PIA,112.62825000000001,94.285,4.0,2024,19,United States Grand Prix,SprintQuali
PER,108.293,94.244,5.0,2024,19,United States Grand Prix,SprintQuali
COL,95.22942857142856,77.712,7.0,2024,20,Mexico City Grand Prix,
BOT,87.16236363636364,78.117,11.0,2024,20,Mexico City Grand Prix,
ZHO,98.19366666666669,78.428,6.0,2024,20,Mexico City Grand Prix,
VER,88.87307142857142,77.251,14.0,2024,20,Mexico City Grand Prix,
TSU,89.46350000000001,77.834,6.0,2024,20,Mexico City Grand Prix,
STR,88.88599999999998,78.076,14.0,2024,20,Mexico City Grand Prix,
GAS,93.6124,78.454,10.0,2024,20,Mexico City Grand Prix,
HAM,88.156375,77.508,8.0,2024,20,Mexico City Grand Prix,
HUL,90.95283333333332,77.819,12.0,2024,20,Mexico City Grand Prix,
LAW,99.25681818181816,78.772,11.0,2024,20,Mexico City Grand Prix,
PER,98.33211111111112,77.787,9.0,2024,20,Mexico City Grand Prix,
PIA,95.0595,77.372,8.0,2024,20,Mexico City Grand Prix,
RUS,89.18307692307692,77.341,13.0,2024,20,Mexico City Grand Prix,
SAI,91.35742857142856,76.981,7.0,2024,20,Mexico City Grand Prix,
LEC,92.6317,77.307,10.0,2024,20,Mexico City Grand Prix,
MAG,96.99983333333334,77.474,12.0,2024,20,Mexico City Grand Prix,
