Driver,FP1AvgPace,FP1LapCount,Year,RoundNumber,EventName
HAM,97.77114285714286,14.0,2025,23,Qatar Grand Prix
HUL,96.53554545454544,11.0,2025,23,Qatar Grand Prix
LAW,94.30745454545455,11.0,2025,23,Qatar Grand Prix
LEC,99.21216666666666,18.0,2025,23,Qatar Grand Prix
NOR,96.37183333333333,18.0,2025,23,Qatar Grand Prix
OCO,98.79873684210526,19.0,2025,23,Qatar Grand Prix
PIA,95.63547368421052,19.0,2025,23,Qatar Grand Prix
RUS,97.419,22.0,2025,23,Qatar Grand Prix
SAI,109.622375,8.0,2025,23,Qatar Grand Prix
STR,105.91973333333334,15.0,2025,23,Qatar Grand Prix
TSU,100.494125,16.0,2025,23,Qatar Grand Prix
VER,93.1754,15.0,2025,23,Qatar Grand Prix
ANT,92.8466875,16.0,2025,24,Abu Dhabi Grand Prix
ARO,106.37521428571428,14.0,2025,24,Abu Dhabi Grand Prix
BEA,86.05466666666666,3.0,2025,24,Abu Dhabi Grand Prix
BOR,98.06393333333332,15.0,2025,24,Abu Dhabi Grand Prix
BRO,112.82925,8.0,2025,24,Abu Dhabi Grand Prix
COL,95.78559999999999,15.0,2025,24,Abu Dhabi Grand Prix
CRA,95.99285714285713,14.0,2025,24,Abu Dhabi Grand Prix
HAD,97.10688235294117,17.0,2025,24,Abu Dhabi Grand Prix
HIR,98.73157142857141,14.0,2025,24,Abu Dhabi Grand Prix
HUL,98.00964285714285,14.0,2025,24,Abu Dhabi Grand Prix
IWA,97.58472222222221,18.0,2025,24,Abu Dhabi Grand Prix
LEC,98.93792307692307,13.0,2025,24,Abu Dhabi Grand Prix
LEL,106.39682352941178,17.0,2025,24,Abu Dhabi Grand Prix
LIN,96.52314285714286,14.0,2025,24,Abu Dhabi Grand Prix
NOR,92.40992857142855,14.0,2025,24,Abu Dhabi Grand Prix
OWA,100.77926666666667,15.0,2025,24,Abu Dhabi Grand Prix
RUS,103.4370625,16.0,2025,24,Abu Dhabi Grand Prix
SAI,95.67146153846154,13.0,2025,24,Abu Dhabi Grand Prix
SHI,104.39133333333332,12.0,2025,24,Abu Dhabi Grand Prix
VER,95.44783333333334,18.0,2025,24,Abu Dhabi Grand Prix
