Driver,FP1AvgPace,FP1LapCount,Year,RoundNumber,EventName
PIA,84.94107692307692,13.0,2024,7,Emilia Romagna Grand Prix
PER,99.68823076923078,13.0,2024,7,Emilia Romagna Grand Prix
GAS,101.37927272727272,11.0,2024,7,Emilia Romagna Grand Prix
HAM,99.98546153846156,13.0,2024,7,Emilia Romagna Grand Prix
ALB,99.043,4.0,2024,7,Emilia Romagna Grand Prix
ALO,88.49575,8.0,2024,7,Emilia Romagna Grand Prix
RIC,95.44064285714283,14.0,2024,7,Emilia Romagna Grand Prix
OCO,82.4506956521739,23.0,2024,8,Monaco Grand Prix
SAR,86.55833333333334,24.0,2024,8,Monaco Grand Prix
SAI,86.81603999999999,25.0,2024,8,Monaco Grand Prix
RUS,84.89399999999998,21.0,2024,8,Monaco Grand Prix
RIC,89.68876923076922,26.0,2024,8,Monaco Grand Prix
PIA,84.63738095238095,21.0,2024,8,Monaco Grand Prix
PER,86.4145,14.0,2024,8,Monaco Grand Prix
ALO,81.820375,16.0,2024,8,Monaco Grand Prix
ALB,83.53145833333333,24.0,2024,8,Monaco Grand Prix
TSU,90.1935,24.0,2024,8,Monaco Grand Prix
STR,86.8309375,16.0,2024,8,Monaco Grand Prix
BOT,91.6551111111111,18.0,2024,8,Monaco Grand Prix
GAS,77.356,1.0,2024,8,Monaco Grand Prix
HAM,86.03447619047617,21.0,2024,8,Monaco Grand Prix
HUL,88.95818181818183,22.0,2024,8,Monaco Grand Prix
LEC,85.03215,20.0,2024,8,Monaco Grand Prix
MAG,81.78099999999999,21.0,2024,8,Monaco Grand Prix
NOR,83.53889473684212,19.0,2024,8,Monaco Grand Prix
ZHO,90.4841111111111,18.0,2024,8,Monaco Grand Prix
VER,88.07318749999999,16.0,2024,8,Monaco Grand Prix
RIC,88.582,1.0,2024,9,Canadian Grand Prix
TSU,88.723,1.0,2024,9,Canadian Grand Prix
VER,86.502,1.0,2024,9,Canadian Grand Prix
LEC,87.21199999999999,3.0,2024,9,Canadian Grand Prix
NOR,84.435,1.0,2024,9,Canadian Grand Prix
PER,88.642,2.0,2024,9,Canadian Grand Prix
HAM,89.207,1.0,2024,9,Canadian Grand Prix
RUS,90.504,1.0,2024,9,Canadian Grand Prix
SAI,87.12399999999998,3.0,2024,9,Canadian Grand Prix
BOT,87.67,1.0,2024,9,Canadian Grand Prix
BOT,91.19227272727272,11.0,2024,10,Spanish Grand Prix
STR,92.6910625,16.0,2024,10,Spanish Grand Prix
TSU,81.610125,8.0,2024,10,Spanish Grand Prix
BEA,89.48126666666667,15.0,2024,10,Spanish Grand Prix
PIA,85.5221176470588,17.0,2024,10,Spanish Grand Prix
RIC,91.83533333333337,15.0,2024,10,Spanish Grand Prix
RUS,91.18288235294118,17.0,2024,10,Spanish Grand Prix
SAI,90.144,19.0,2024,10,Spanish Grand Prix
SAR,90.48946153846153,13.0,2024,10,Spanish Grand Prix
ALB,88.34025000000001,12.0,2024,10,Spanish Grand Prix
ALO,96.4830625,16.0,2024,10,Spanish Grand Prix
ZHO,94.2489090909091,11.0,2024,10,Spanish Grand Prix
VER,79.97366666666667,12.0,2024,10,Spanish Grand Prix
GAS,100.08966666666667,9.0,2024,10,Spanish Grand Prix
HAM,91.144625,16.0,2024,10,Spanish Grand Prix
LEC,85.7015,10.0,2024,10,Spanish Grand Prix
MAG,88.43013333333334,15.0,2024,10,Spanish Grand Prix
NOR,84.71225000000001,16.0,2024,10,Spanish Grand Prix
OCO,91.712,19.0,2024,10,Spanish Grand Prix
PER,84.33893749999999,16.0,2024,10,Spanish Grand Prix
SAR,80.26342857142856,14.0,2024,11,Austrian Grand Prix
SAI,80.87493749999999,16.0,2024,11,Austrian Grand Prix
RUS,78.15983333333334,18.0,2024,11,Austrian Grand Prix
RIC,85.42852941176471,17.0,2024,11,Austrian Grand Prix
PIA,74.59770588235293,17.0,2024,11,Austrian Grand Prix
STR,85.75850000000001,12.0,2024,11,Austrian Grand Prix
TSU,86.424375,16.0,2024,11,Austrian Grand Prix
VER,79.85900000000001,13.0,2024,11,Austrian Grand Prix
ZHO,79.81035714285714,14.0,2024,11,Austrian Grand Prix
ALB,83.18825,12.0,2024,11,Austrian Grand Prix
ALO,80.74246666666667,15.0,2024,11,Austrian Grand Prix
BOT,76.2335,14.0,2024,11,Austrian Grand Prix
NOR,78.56046666666666,15.0,2024,11,Austrian Grand Prix
OCO,79.74028571428572,14.0,2024,11,Austrian Grand Prix
PER,77.60154545454544,11.0,2024,11,Austrian Grand Prix
MAG,79.85523529411765,17.0,2024,11,Austrian Grand Prix
GAS,81.68841176470588,17.0,2024,11,Austrian Grand Prix
HAM,72.71433333333333,27.0,2024,11,Austrian Grand Prix
HUL,76.68007692307694,13.0,2024,11,Austrian Grand Prix
LEC,79.00525,16.0,2024,11,Austrian Grand Prix
RIC,102.96176923076924,13.0,2024,12,British Grand Prix
PIA,95.7942,5.0,2024,12,British Grand Prix
OCO,100.9682,10.0,2024,12,British Grand Prix
NOR,100.49025,16.0,2024,12,British Grand Prix
LEC,97.67378571428571,14.0,2024,12,British Grand Prix
HUL,96.72955555555556,9.0,2024,12,British Grand Prix
HAM,95.62809090909091,11.0,2024,12,British Grand Prix
HAD,98.7085,4.0,2024,12,British Grand Prix
DOO,106.8488,10.0,2024,12,British Grand Prix
COL,100.25015384615384,13.0,2024,12,British Grand Prix
ZHO,104.68566666666663,12.0,2024,12,British Grand Prix
VER,95.75107692307694,13.0,2024,12,British Grand Prix
TSU,120.028,1.0,2024,12,British Grand Prix
STR,103.89092307692307,13.0,2024,12,British Grand Prix
SAI,98.80692857142856,14.0,2024,12,British Grand Prix
RUS,99.30721428571428,14.0,2024,12,British Grand Prix
ALO,103.10514285714284,14.0,2024,12,British Grand Prix
ALB,102.0013125,16.0,2024,12,British Grand Prix
BEA,99.4534,15.0,2024,12,British Grand Prix
BOT,99.79742857142855,14.0,2024,12,British Grand Prix
ALB,90.2781111111111,9.0,2024,13,Hungarian Grand Prix
ALO,89.4710909090909,11.0,2024,13,Hungarian Grand Prix
HAM,85.4755625,16.0,2024,13,Hungarian Grand Prix
GAS,98.57,15.0,2024,13,Hungarian Grand Prix
OCO,101.697375,16.0,2024,13,Hungarian Grand Prix
NOR,94.38653846153844,13.0,2024,13,Hungarian Grand Prix
PIA,90.08558823529413,17.0,2024,13,Hungarian Grand Prix
PER,101.20814285714286,7.0,2024,13,Hungarian Grand Prix
BEA,87.2099090909091,11.0,2024,13,Hungarian Grand Prix
BOT,101.89111111111112,18.0,2024,13,Hungarian Grand Prix
RUS,89.26666666666667,15.0,2024,13,Hungarian Grand Prix
RIC,97.83307142857144,14.0,2024,13,Hungarian Grand Prix
TSU,100.362,11.0,2024,13,Hungarian Grand Prix
VER,83.9588,5.0,2024,13,Hungarian Grand Prix
ZHO,84.55333333333333,9.0,2024,13,Hungarian Grand Prix
SAR,94.66742857142856,14.0,2024,13,Hungarian Grand Prix
STR,95.72050000000002,12.0,2024,13,Hungarian Grand Prix
SAI,91.56613333333334,15.0,2024,13,Hungarian Grand Prix
MAG,93.52575,12.0,2024,13,Hungarian Grand Prix
LEC,93.45785714285714,14.0,2024,13,Hungarian Grand Prix
RUS,108.7693,10.0,2024,14,Belgian Grand Prix
RIC,116.78411111111112,9.0,2024,14,Belgian Grand Prix
TSU,115.94630000000002,10.0,2024,14,Belgian Grand Prix
STR,109.020875,8.0,2024,14,Belgian Grand Prix
SAI,114.93454545454549,11.0,2024,14,Belgian Grand Prix
SAR,110.580375,8.0,2024,14,Belgian Grand Prix
LEC,116.07175,12.0,2024,14,Belgian Grand Prix
ZHO,109.66185714285716,7.0,2024,14,Belgian Grand Prix
VER,108.58909090909091,11.0,2024,14,Belgian Grand Prix
ALB,112.15349999999998,10.0,2024,14,Belgian Grand Prix
PIA,111.87630769230772,13.0,2024,14,Belgian Grand Prix
PER,109.99155555555556,9.0,2024,14,Belgian Grand Prix
NOR,111.8505,10.0,2024,14,Belgian Grand Prix
MAG,109.08457142857142,7.0,2024,14,Belgian Grand Prix
BOT,110.885125,8.0,2024,14,Belgian Grand Prix
HUL,113.55975,8.0,2024,14,Belgian Grand Prix
HAM,113.701125,8.0,2024,14,Belgian Grand Prix
GAS,115.5011,10.0,2024,14,Belgian Grand Prix
ALO,108.60057142857144,7.0,2024,14,Belgian Grand Prix
STR,93.5795,4.0,2024,15,Dutch Grand Prix
PIA,85.79466666666667,6.0,2024,15,Dutch Grand Prix
SAI,89.1205,4.0,2024,15,Dutch Grand Prix
SAR,109.584,3.0,2024,15,Dutch Grand Prix
ZHO,104.00025,4.0,2024,15,Dutch Grand Prix
SHW,89.33200000000001,3.0,2024,15,Dutch Grand Prix
PER,82.94666666666667,3.0,2024,15,Dutch Grand Prix
RUS,98.00583333333331,6.0,2024,15,Dutch Grand Prix
RIC,93.6032,5.0,2024,15,Dutch Grand Prix
NOR,91.58283333333334,6.0,2024,15,Dutch Grand Prix
OCO,92.43466666666669,6.0,2024,15,Dutch Grand Prix
MAG,110.86366666666667,3.0,2024,15,Dutch Grand Prix
LEC,94.1514,5.0,2024,15,Dutch Grand Prix
HAM,87.67875000000001,4.0,2024,15,Dutch Grand Prix
HUL,100.40983333333332,6.0,2024,15,Dutch Grand Prix
ALB,99.2784,5.0,2024,15,Dutch Grand Prix
ALO,97.022,6.0,2024,15,Dutch Grand Prix
VER,101.393,5.0,2024,15,Dutch Grand Prix
TSU,88.07466666666666,3.0,2024,15,Dutch Grand Prix
STR,108.58908333333332,12.0,2024,16,Italian Grand Prix
ZHO,92.13844444444445,9.0,2024,16,Italian Grand Prix
VER,91.86133333333336,6.0,2024,16,Italian Grand Prix
TSU,101.3519090909091,11.0,2024,16,Italian Grand Prix
RIC,88.38024999999999,8.0,2024,16,Italian Grand Prix
SAI,105.12,11.0,2024,16,Italian Grand Prix
PIA,99.66100000000002,11.0,2024,16,Italian Grand Prix
HAM,99.5141818181818,11.0,2024,16,Italian Grand Prix
COL,86.2682,10.0,2024,16,Italian Grand Prix
GAS,98.4687,10.0,2024,16,Italian Grand Prix
BOT,93.36611111111112,9.0,2024,16,Italian Grand Prix
ALO,95.6795,6.0,2024,16,Italian Grand Prix
ALB,89.22172727272728,11.0,2024,16,Italian Grand Prix
LEC,99.3411,10.0,2024,16,Italian Grand Prix
MAG,91.45166666666664,9.0,2024,16,Italian Grand Prix
NOR,92.0396153846154,13.0,2024,16,Italian Grand Prix
HUL,95.9806,10.0,2024,16,Italian Grand Prix
OCO,105.05625,12.0,2024,16,Italian Grand Prix
PER,105.06133333333334,9.0,2024,16,Italian Grand Prix
GAS,119.9033,10.0,2024,17,Azerbaijan Grand Prix
RIC,118.07988888888887,9.0,2024,17,Azerbaijan Grand Prix
PIA,114.92260000000002,5.0,2024,17,Azerbaijan Grand Prix
ALO,123.045,5.0,2024,17,Azerbaijan Grand Prix
NOR,115.61885714285714,7.0,2024,17,Azerbaijan Grand Prix
PER,106.96425,4.0,2024,17,Azerbaijan Grand Prix
COL,114.0185,2.0,2024,17,Azerbaijan Grand Prix
TSU,118.008875,8.0,2024,17,Azerbaijan Grand Prix
STR,120.8375,4.0,2024,17,Azerbaijan Grand Prix
SAI,119.90071428571429,7.0,2024,17,Azerbaijan Grand Prix
RUS,119.26333333333334,6.0,2024,17,Azerbaijan Grand Prix
BEA,112.61675,8.0,2024,17,Azerbaijan Grand Prix
BOT,121.705,7.0,2024,17,Azerbaijan Grand Prix
VER,106.83840000000002,5.0,2024,17,Azerbaijan Grand Prix
LEC,120.211,4.0,2024,17,Azerbaijan Grand Prix
ZHO,126.88157142857143,7.0,2024,17,Azerbaijan Grand Prix
HAM,128.7355,6.0,2024,17,Azerbaijan Grand Prix
HUL,115.73028571428571,7.0,2024,17,Azerbaijan Grand Prix
ALB,121.613,5.0,2024,17,Azerbaijan Grand Prix
OCO,104.21113333333332,15.0,2024,18,Singapore Grand Prix
NOR,99.91815384615386,13.0,2024,18,Singapore Grand Prix
MAG,104.9938,10.0,2024,18,Singapore Grand Prix
RIC,105.69877777777778,9.0,2024,18,Singapore Grand Prix
RUS,101.57192857142856,14.0,2024,18,Singapore Grand Prix
PER,115.36854545454548,11.0,2024,18,Singapore Grand Prix
SAI,106.07433333333334,12.0,2024,18,Singapore Grand Prix
TSU,104.88738461538462,13.0,2024,18,Singapore Grand Prix
ZHO,111.5775,14.0,2024,18,Singapore Grand Prix
GAS,101.44421428571424,14.0,2024,18,Singapore Grand Prix
PIA,104.8567692307692,13.0,2024,18,Singapore Grand Prix
STR,109.7422,10.0,2024,18,Singapore Grand Prix
HAM,101.31215384615383,13.0,2024,18,Singapore Grand Prix
ALB,103.31676923076924,13.0,2024,18,Singapore Grand Prix
COL,107.22014285714286,14.0,2024,18,Singapore Grand Prix
BOT,112.35521428571428,14.0,2024,18,Singapore Grand Prix
ALO,105.32053846153846,13.0,2024,18,Singapore Grand Prix
LEC,95.5097,10.0,2024,18,Singapore Grand Prix
VER,107.2397,10.0,2024,18,Singapore Grand Prix
HUL,100.37636363636364,11.0,2024,18,Singapore Grand Prix
LAW,115.25682352941176,17.0,2024,19,United States Grand Prix
HUL,108.95261538461538,13.0,2024,19,United States Grand Prix
HAM,109.41966666666666,9.0,2024,19,United States Grand Prix
MAG,104.256,11.0,2024,19,United States Grand Prix
OCO,111.22235714285715,14.0,2024,19,United States Grand Prix
NOR,108.05615384615386,13.0,2024,19,United States Grand Prix
COL,109.9905,14.0,2024,19,United States Grand Prix
BOT,105.22078571428573,14.0,2024,19,United States Grand Prix
GAS,112.57199999999997,13.0,2024,19,United States Grand Prix
LEC,111.85433333333334,15.0,2024,19,United States Grand Prix
ALO,109.7808,10.0,2024,19,United States Grand Prix
SAI,108.04515384615387,13.0,2024,19,United States Grand Prix
PER,107.71291666666667,12.0,2024,19,United States Grand Prix
STR,99.78020000000001,10.0,2024,19,United States Grand Prix
VER,103.75954545454546,11.0,2024,19,United States Grand Prix
TSU,107.9163,10.0,2024,19,United States Grand Prix
ZHO,100.19566666666667,6.0,2024,19,United States Grand Prix
ALB,111.35853846153844,13.0,2024,19,United States Grand Prix
RUS,101.50576923076925,13.0,2024,19,United States Grand Prix
PIA,103.89971428571428,14.0,2024,19,United States Grand Prix
ANT,85.92428571428572,7.0,2024,20,Mexico City Grand Prix
ALB,102.617,3.0,2024,20,Mexico City Grand Prix
TSU,91.79591666666666,12.0,2024,20,Mexico City Grand Prix
STR,99.370125,8.0,2024,20,Mexico City Grand Prix
SHW,89.46185714285716,7.0,2024,20,Mexico City Grand Prix
SAI,86.75200000000001,11.0,2024,20,Mexico City Grand Prix
BOT,87.32463636363636,11.0,2024,20,Mexico City Grand Prix
COL,93.3951818181818,11.0,2024,20,Mexico City Grand Prix
DRU,98.86957142857143,7.0,2024,20,Mexico City Grand Prix
GAS,90.582,9.0,2024,20,Mexico City Grand Prix
OWA,91.36083333333332,12.0,2024,20,Mexico City Grand Prix
PER,93.64638461538462,13.0,2024,20,Mexico City Grand Prix
PIA,91.46764285714283,14.0,2024,20,Mexico City Grand Prix
RUS,89.94433333333333,15.0,2024,20,Mexico City Grand Prix
HUL,95.7192857142857,7.0,2024,20,Mexico City Grand Prix
LAW,94.66242857142856,14.0,2024,20,Mexico City Grand Prix
MAG,90.53608333333334,12.0,2024,20,Mexico City Grand Prix
OCO,91.82,11.0,2024,20,Mexico City Grand Prix
BEA,82.32650000000001,2.0,2024,20,Mexico City Grand Prix
VER,82.28325000000001,4.0,2024,20,Mexico City Grand Prix
HAM,90.51523809523809,21.0,2024,21,São Paulo Grand Prix
HUL,86.13076923076922,13.0,2024,21,São Paulo Grand Prix
BOT,82.52375,16.0,2024,21,São Paulo Grand Prix
BEA,82.0288,15.0,2024,21,São Paulo Grand Prix
GAS,90.52225,16.0,2024,21,São Paulo Grand Prix
ALB,84.95725,12.0,2024,21,São Paulo Grand Prix
RUS,84.71960000000003,15.0,2024,21,São Paulo Grand Prix
SAI,88.55147058823529,17.0,2024,21,São Paulo Grand Prix
PIA,83.74723529411764,17.0,2024,21,São Paulo Grand Prix
STR,88.67242857142855,14.0,2024,21,São Paulo Grand Prix
COL,79.9203846153846,13.0,2024,21,São Paulo Grand Prix
TSU,88.25991666666665,12.0,2024,21,São Paulo Grand Prix
NOR,87.7219375,16.0,2024,21,São Paulo Grand Prix
LEC,90.0991052631579,19.0,2024,21,São Paulo Grand Prix
LAW,87.71558333333333,12.0,2024,21,São Paulo Grand Prix
PER,85.67264285714285,14.0,2024,21,São Paulo Grand Prix
OCO,89.85333333333334,15.0,2024,21,São Paulo Grand Prix
ALO,89.54446153846152,13.0,2024,21,São Paulo Grand Prix
VER,77.4175,18.0,2024,21,São Paulo Grand Prix
ZHO,91.90786666666666,15.0,2024,21,São Paulo Grand Prix
LAW,111.69955555555556,18.0,2024,22,Las Vegas Grand Prix
RUS,110.22663157894738,19.0,2024,22,Las Vegas Grand Prix
COL,108.15817647058824,17.0,2024,22,Las Vegas Grand Prix
HUL,109.0585,12.0,2024,22,Las Vegas Grand Prix
GAS,109.915,16.0,2024,22,Las Vegas Grand Prix
HAM,107.30575,16.0,2024,22,Las Vegas Grand Prix
ALO,108.9932,15.0,2024,22,Las Vegas Grand Prix
BOT,109.2648,15.0,2024,22,Las Vegas Grand Prix
ALB,109.577,16.0,2024,22,Las Vegas Grand Prix
OCO,105.43340000000002,15.0,2024,22,Las Vegas Grand Prix
VER,117.9043125,16.0,2024,22,Las Vegas Grand Prix
LEC,109.87129411764704,17.0,2024,22,Las Vegas Grand Prix
MAG,109.15066666666668,12.0,2024,22,Las Vegas Grand Prix
NOR,105.14973333333332,15.0,2024,22,Las Vegas Grand Prix
ZHO,114.72653846153844,13.0,2024,22,Las Vegas Grand Prix
TSU,117.01609090909092,11.0,2024,22,Las Vegas Grand Prix
STR,106.5908,15.0,2024,22,Las Vegas Grand Prix
SAI,114.43485714285715,14.0,2024,22,Las Vegas Grand Prix
PIA,106.90735714285714,14.0,2024,22,Las Vegas Grand Prix
PER,112.89611764705882,17.0,2024,22,Las Vegas Grand Prix
PIA,94.32406666666667,15.0,2024,23,Qatar Grand Prix
PER,94.47192307692308,13.0,2024,23,Qatar Grand Prix
OCO,103.49863636363635,11.0,2024,23,Qatar Grand Prix
RUS,93.73519999999998,15.0,2024,23,Qatar Grand Prix
BOT,95.30311764705883,17.0,2024,23,Qatar Grand Prix
ALO,102.53207692307693,13.0,2024,23,Qatar Grand Prix
ALB,96.93226666666668,15.0,2024,23,Qatar Grand Prix
COL,97.0425625,16.0,2024,23,Qatar Grand Prix
MAG,100.034125,16.0,2024,23,Qatar Grand Prix
LEC,97.04925,16.0,2024,23,Qatar Grand Prix
SAI,102.00611764705882,17.0,2024,23,Qatar Grand Prix
VER,89.73392307692308,13.0,2024,23,Qatar Grand Prix
TSU,94.53085714285714,14.0,2024,23,Qatar Grand Prix
STR,98.09369230769231,13.0,2024,23,Qatar Grand Prix
ZHO,95.8648125,16.0,2024,23,Qatar Grand Prix
NOR,95.685,12.0,2024,23,Qatar Grand Prix
HAM,89.39438461538462,13.0,2024,23,Qatar Grand Prix
GAS,97.1262105263158,19.0,2024,23,Qatar Grand Prix
LAW,99.92017647058823,17.0,2024,23,Qatar Grand Prix
HUL,93.29306249999999,16.0,2024,23,Qatar Grand Prix
HAM,93.61716666666666,12.0,2024,24,Abu Dhabi Grand Prix
HIR,102.24185714285716,7.0,2024,24,Abu Dhabi Grand Prix
ZHO,103.11508333333332,12.0,2024,24,Abu Dhabi Grand Prix
RUS,94.41671428571428,14.0,2024,24,Abu Dhabi Grand Prix
PER,96.2942307692308,13.0,2024,24,Abu Dhabi Grand Prix
NOR,95.12466666666668,12.0,2024,24,Abu Dhabi Grand Prix
MAG,94.39476923076924,13.0,2024,24,Abu Dhabi Grand Prix
LEL,107.5316153846154,13.0,2024,24,Abu Dhabi Grand Prix
LEC,98.1265,10.0,2024,24,Abu Dhabi Grand Prix
IWA,98.32383333333333,6.0,2024,24,Abu Dhabi Grand Prix
LAW,109.89264285714286,14.0,2024,24,Abu Dhabi Grand Prix
DOO,101.742,12.0,2024,24,Abu Dhabi Grand Prix
DRU,104.81590909090907,11.0,2024,24,Abu Dhabi Grand Prix
GAS,116.04884615384616,13.0,2024,24,Abu Dhabi Grand Prix
HAD,102.38975,12.0,2024,24,Abu Dhabi Grand Prix
ALO,106.15166666666669,9.0,2024,24,Abu Dhabi Grand Prix
BRO,98.29850000000005,12.0,2024,24,Abu Dhabi Grand Prix
BOT,92.0238181818182,11.0,2024,24,Abu Dhabi Grand Prix
