Driver,Compound,FP2AvgPace,FP2BestPace,FP2DegRate,FP2LapCount,FP2AvgTyreLife,Year,RoundNumber,EventName,SessionSource
OCO,INTERMEDIATE,125.773,123.061,-1.38756578947368,7.0,9.714285714285714,2023,12,Belgian Grand Prix,Sprint
TSU,INTERMEDIATE,127.00714285714284,122.08,-1.6274013157894651,7.0,9.714285714285714,2023,12,Belgian Grand Prix,Sprint
STR,INTERMEDIATE,125.900125,123.356,-0.7845694444444463,8.0,10.0,2023,12,Belgian Grand Prix,Sprint
PIA,INTERMEDIATE,122.148125,120.36,0.0141805555555518,8.0,10.0,2023,12,Belgian Grand Prix,Sprint
PER,WET,127.71575,122.516,0.8527352941176503,4.0,4.5,2023,12,Belgian Grand Prix,Sprint
HAM,INTERMEDIATE,123.4825,120.92,-0.3807083333333382,8.0,7.0,2023,12,Belgian Grand Prix,Sprint
MAG,INTERMEDIATE,127.45785714285714,123.965,-1.95804934210526,7.0,9.714285714285714,2023,12,Belgian Grand Prix,Sprint
LEC,INTERMEDIATE,124.612,122.635,-1.2906710526315757,7.0,9.714285714285714,2023,12,Belgian Grand Prix,Sprint
SAR,INTERMEDIATE,127.20057142857142,123.482,-1.7082039473684212,7.0,9.714285714285714,2023,12,Belgian Grand Prix,Sprint
SAI,INTERMEDIATE,123.845625,121.472,-0.5166527777777803,8.0,10.0,2023,12,Belgian Grand Prix,Sprint
VER,INTERMEDIATE,121.45328571428573,118.943,-0.2803782894736824,7.0,6.714285714285714,2023,12,Belgian Grand Prix,Sprint
RIC,WET,125.640625,122.967,-0.5987777777777815,8.0,7.0,2023,12,Belgian Grand Prix,Sprint
RUS,INTERMEDIATE,125.06757142857144,121.935,-1.907865131578944,7.0,6.714285714285714,2023,12,Belgian Grand Prix,Sprint
GAS,INTERMEDIATE,123.46025,121.857,-0.3909861111111064,8.0,12.0,2023,12,Belgian Grand Prix,Sprint
HAM,MEDIUM,77.0218888888889,75.881,0.3413333333333354,9.0,12.0,2023,13,Dutch Grand Prix,FP2
VER,SOFT,82.4936153846154,75.856,2.0953736263736267,13.0,14.0,2023,13,Dutch Grand Prix,FP2
PER,MEDIUM,81.71778571428571,76.141,2.0328549450549445,14.0,14.5,2023,13,Dutch Grand Prix,FP2
GAS,SOFT,80.52562499999999,76.143,1.2641764705882357,16.0,15.5,2023,13,Dutch Grand Prix,FP2
OCO,HARD,80.71768750000001,76.091,1.2464544117647067,16.0,15.5,2023,13,Dutch Grand Prix,FP2
TSU,HARD,81.715,76.48,1.6265588235294108,16.0,15.5,2023,13,Dutch Grand Prix,FP2
NOR,SOFT,76.52422222222224,76.184,0.046133333333333,9.0,12.0,2023,13,Dutch Grand Prix,FP2
SAR,HARD,83.8742,76.421,3.9473212121212096,10.0,13.5,2023,13,Dutch Grand Prix,FP2
SAI,SOFT,82.11766666666666,76.459,2.3023076923076915,12.0,15.5,2023,13,Dutch Grand Prix,FP2
RUS,SOFT,76.88155555555555,75.992,-0.0637666666666651,9.0,12.0,2023,13,Dutch Grand Prix,FP2
ALO,HARD,76.87455555555556,76.325,-0.0772499999999973,9.0,12.0,2023,13,Dutch Grand Prix,FP2
ALB,MEDIUM,77.11169230769231,76.395,0.0410329670329676,13.0,15.0,2023,13,Dutch Grand Prix,FP2
BOT,HARD,78.16772727272726,77.136,0.2624181818181816,11.0,14.0,2023,13,Dutch Grand Prix,FP2
ZHO,SOFT,83.72970000000001,77.137,3.239933333333339,10.0,15.5,2023,13,Dutch Grand Prix,FP2
LEC,SOFT,78.01791666666666,76.396,0.3484580419580408,12.0,13.5,2023,13,Dutch Grand Prix,FP2
MAG,SOFT,80.83133333333333,76.856,1.2191178571428558,15.0,15.0,2023,13,Dutch Grand Prix,FP2
HUL,HARD,81.63578571428572,77.586,1.3632109890109907,14.0,15.5,2023,13,Dutch Grand Prix,FP2
SAR,SOFT,76.42566666666669,76.199,0.0994285714285781,6.0,9.5,2023,13,Dutch Grand Prix,FP2
STR,MEDIUM,77.34033333333335,76.218,-0.104783333333333,9.0,13.0,2023,13,Dutch Grand Prix,FP2
GAS,MEDIUM,103.72833333333335,83.383,0.8094285714285667,6.0,6.5,2023,14,Italian Grand Prix,FP2
HAM,MEDIUM,86.736,86.432,-0.0916785714285696,7.0,13.0,2023,14,Italian Grand Prix,FP2
LEC,MEDIUM,102.9283,98.091,2.0426848484848525,10.0,15.5,2023,15,Singapore Grand Prix,FP2
VER,MEDIUM,104.6092222222222,98.221,2.777616666666663,9.0,13.0,2023,15,Singapore Grand Prix,FP2
MAG,SOFT,101.8177,99.829,0.8798000000000012,10.0,12.5,2023,15,Singapore Grand Prix,FP2
TSU,MEDIUM,101.59722222222224,98.412,1.7361833333333303,9.0,15.0,2023,15,Singapore Grand Prix,FP2
LAW,MEDIUM,103.5338181818182,98.157,2.2952909090909097,11.0,15.0,2023,15,Singapore Grand Prix,FP2
BOT,HARD,103.06175,98.615,2.74538095238096,8.0,12.5,2023,15,Singapore Grand Prix,FP2
SAR,MEDIUM,104.11490909090912,98.482,2.1073727272727254,11.0,15.0,2023,15,Singapore Grand Prix,FP2
HAM,MEDIUM,102.7512,98.113,2.2583030303030287,10.0,12.5,2023,15,Singapore Grand Prix,FP2
GAS,HARD,105.8247142857143,98.789,5.118428571428574,7.0,14.0,2023,15,Singapore Grand Prix,FP2
SAI,MEDIUM,101.85163636363636,98.099,1.5100090909090933,11.0,14.0,2023,15,Singapore Grand Prix,FP2
RUS,MEDIUM,105.60066666666668,97.761,2.8002333333333342,9.0,14.0,2023,15,Singapore Grand Prix,FP2
OCO,HARD,102.6351,99.066,1.7599818181818223,10.0,13.5,2023,15,Singapore Grand Prix,FP2
STR,MEDIUM,104.57944444444443,98.202,2.955433333333333,9.0,13.0,2023,15,Singapore Grand Prix,FP2
ZHO,MEDIUM,111.95653846153849,95.15,-0.9395226144511828,13.0,10.076923076923077,2023,15,Singapore Grand Prix,FP2
ALO,MEDIUM,102.33344444444444,97.869,2.4839166666666683,9.0,13.0,2023,15,Singapore Grand Prix,FP2
HUL,MEDIUM,101.766375,99.538,1.313392857142858,8.0,11.5,2023,15,Singapore Grand Prix,FP2
PIA,MEDIUM,102.51099999999998,98.853,1.7983214285714222,7.0,12.0,2023,15,Singapore Grand Prix,FP2
PER,MEDIUM,98.52118181818182,97.391,0.2251909090909116,11.0,12.0,2023,16,Japanese Grand Prix,FP2
HUL,MEDIUM,99.39575,98.794,0.2060000000000063,8.0,6.5,2023,16,Japanese Grand Prix,FP2
VER,TEST_UNKNOWN,99.806,97.388,0.6483214285714255,7.0,6.0,2023,16,Japanese Grand Prix,FP2
RUS,SOFT,98.62699999999998,97.536,0.2745357142857114,7.0,8.0,2023,16,Japanese Grand Prix,FP2
PIA,SOFT,99.23366666666668,97.482,0.6061142857142907,6.0,7.5,2023,16,Japanese Grand Prix,FP2
OCO,MEDIUM,99.43625,99.005,-0.0086428571428537,8.0,11.5,2023,16,Japanese Grand Prix,FP2
ALB,MEDIUM,99.36525,98.004,0.3495238095238053,8.0,9.5,2023,16,Japanese Grand Prix,FP2
ALO,SOFT,99.224,97.461,0.2418499999999997,9.0,9.0,2023,16,Japanese Grand Prix,FP2
MAG,MEDIUM,99.83271428571427,99.239,0.244714285714283,7.0,11.0,2023,16,Japanese Grand Prix,FP2
GAS,MEDIUM,99.10385714285714,98.805,0.0862499999999916,7.0,12.0,2023,16,Japanese Grand Prix,FP2
NOR,SOFT,98.25633333333332,97.162,0.1651499999999983,9.0,9.0,2023,16,Japanese Grand Prix,FP2
BOT,HARD,99.11185714285716,97.538,-0.0473214285714362,7.0,6.0,2023,16,Japanese Grand Prix,FP2
SAR,HARD,99.452,98.761,0.2246285714285622,6.0,5.5,2023,16,Japanese Grand Prix,FP2
TSU,SOFT,99.07255555555555,97.842,0.2586833333333305,9.0,9.0,2023,16,Japanese Grand Prix,FP2
LAW,SOFT,98.71783333333332,98.009,0.218542857142863,6.0,7.5,2023,16,Japanese Grand Prix,FP2
SAI,MEDIUM,99.4537777777778,97.628,0.4729166666666642,9.0,9.0,2023,16,Japanese Grand Prix,FP2
LEC,MEDIUM,98.94425,97.589,0.6194523809523781,8.0,8.5,2023,16,Japanese Grand Prix,FP2
ZHO,SOFT,104.61757142857142,89.553,-9.043964285714296,7.0,8.0,2023,17,Qatar Grand Prix,Sprint
ZHO,MEDIUM,112.18788888888888,89.573,-5.840266666666663,9.0,11.0,2023,17,Qatar Grand Prix,Sprint
VER,MEDIUM,108.26347058823528,85.604,-2.4071422944362366,17.0,10.352941176470589,2023,17,Qatar Grand Prix,Sprint
TSU,MEDIUM,107.95223529411764,89.381,-1.9963248399803053,17.0,16.352941176470587,2023,17,Qatar Grand Prix,Sprint
STR,SOFT,109.08612500000001,89.536,-4.20706335903453,16.0,8.1875,2023,17,Qatar Grand Prix,Sprint
SAR,SOFT,123.562,123.562,,1.0,2.0,2023,17,Qatar Grand Prix,Sprint
SAI,SOFT,109.50288235294119,88.644,-2.2133068685376647,17.0,10.352941176470589,2023,17,Qatar Grand Prix,Sprint
RUS,SOFT,109.24635294117647,87.22,-2.2907460610536625,17.0,13.352941176470589,2023,17,Qatar Grand Prix,Sprint
PIA,MEDIUM,108.70505882352941,85.926,-2.4878934022648895,17.0,12.352941176470589,2023,17,Qatar Grand Prix,Sprint
PER,MEDIUM,112.9148888888889,88.584,-6.412016666666669,9.0,6.0,2023,17,Qatar Grand Prix,Sprint
OCO,SOFT,113.19077777777778,89.388,-6.293316666666665,9.0,9.0,2023,17,Qatar Grand Prix,Sprint
NOR,MEDIUM,108.5069411764706,85.662,-2.3343562284588835,17.0,13.352941176470589,2023,17,Qatar Grand Prix,Sprint
MAG,SOFT,104.15357142857142,89.56,-9.228214285714293,7.0,5.0,2023,17,Qatar Grand Prix,Sprint
MAG,MEDIUM,112.54622222222223,90.444,-5.854716666666664,9.0,11.0,2023,17,Qatar Grand Prix,Sprint
LEC,SOFT,109.40117647058824,88.759,-2.2065285573609073,17.0,16.352941176470587,2023,17,Qatar Grand Prix,Sprint
HUL,MEDIUM,113.06411111111112,89.307,-6.338933333333336,9.0,6.0,2023,17,Qatar Grand Prix,Sprint
ALB,MEDIUM,108.02582352941175,88.717,-2.0789571639586404,17.0,16.352941176470587,2023,17,Qatar Grand Prix,Sprint
GAS,SOFT,108.84823529411767,88.769,-2.1023216395864073,17.0,13.352941176470589,2023,17,Qatar Grand Prix,Sprint
BOT,MEDIUM,108.67999999999999,89.017,-2.1367351058591835,17.0,15.352941176470589,2023,17,Qatar Grand Prix,Sprint
HAM,MEDIUM,108.42429411764705,87.968,-2.162992122107335,17.0,17.352941176470587,2023,17,Qatar Grand Prix,Sprint
ALO,SOFT,109.10623529411765,88.717,-2.1322223042836024,17.0,13.352941176470589,2023,17,Qatar Grand Prix,Sprint
PER,MEDIUM,100.47105555555557,99.824,-0.0256150670794661,18.0,15.5,2023,18,United States Grand Prix,Sprint
NOR,MEDIUM,100.3047222222222,99.795,-0.0373880288957708,18.0,15.5,2023,18,United States Grand Prix,Sprint
RUS,MEDIUM,100.79355555555556,100.253,-0.00521155830753,18.0,13.5,2023,18,United States Grand Prix,Sprint
STR,MEDIUM,101.85978571428574,101.46,0.0355846153846095,14.0,14.5,2023,18,United States Grand Prix,Sprint
HUL,MEDIUM,102.05788888888888,101.232,-0.0344107327141389,18.0,10.5,2023,18,United States Grand Prix,Sprint
ZHO,MEDIUM,102.37472222222225,101.595,-0.0455944272445834,18.0,15.5,2023,18,United States Grand Prix,Sprint
RIC,MEDIUM,101.58605555555556,100.434,-0.0544654282765739,18.0,16.5,2023,18,United States Grand Prix,Sprint
PIA,MEDIUM,101.58066666666669,101.037,-0.0631104231166168,18.0,15.5,2023,18,United States Grand Prix,Sprint
OCO,MEDIUM,101.58611111111112,101.013,-0.0288214654282731,18.0,13.5,2023,18,United States Grand Prix,Sprint
SAI,SOFT,100.87527777777778,100.223,0.0168286893704909,18.0,13.5,2023,18,United States Grand Prix,Sprint
SAR,MEDIUM,102.79283333333336,101.947,0.0327275541795645,18.0,16.5,2023,18,United States Grand Prix,Sprint
ALO,MEDIUM,101.67055555555557,100.805,-0.0231826625386941,18.0,13.5,2023,18,United States Grand Prix,Sprint
TSU,MEDIUM,101.65883333333336,100.632,-0.108737874097007,18.0,15.5,2023,18,United States Grand Prix,Sprint
LEC,MEDIUM,100.35766666666667,99.634,0.0871702786377676,18.0,15.5,2023,18,United States Grand Prix,Sprint
MAG,MEDIUM,102.92522222222222,101.699,0.0525758513931893,18.0,16.5,2023,18,United States Grand Prix,Sprint
HAM,MEDIUM,99.9777222222222,99.138,0.0611568627451022,18.0,13.5,2023,18,United States Grand Prix,Sprint
ALB,MEDIUM,101.04105555555556,100.067,-0.1127316821465451,18.0,10.5,2023,18,United States Grand Prix,Sprint
BOT,MEDIUM,102.43155555555556,101.503,-0.0451434468524244,18.0,16.5,2023,18,United States Grand Prix,Sprint
GAS,MEDIUM,100.94555555555554,100.155,-0.0175314757481908,18.0,13.5,2023,18,United States Grand Prix,Sprint
VER,MEDIUM,99.49561111111112,99.06,0.0065933952528424,18.0,13.5,2023,18,United States Grand Prix,Sprint
RUS,MEDIUM,83.94524999999999,83.163,0.315571428571426,8.0,10.5,2023,19,Mexico City Grand Prix,FP2
LEC,MEDIUM,86.28506666666667,82.855,0.8444464285714266,15.0,15.0,2023,19,Mexico City Grand Prix,FP2
TSU,TEST_UNKNOWN,98.641,82.471,0.3001714285714215,6.0,5.5,2023,19,Mexico City Grand Prix,FP2
BOT,MEDIUM,85.53836363636366,82.785,0.9300818181818182,11.0,14.0,2023,19,Mexico City Grand Prix,FP2
HAM,MEDIUM,90.34675,80.549,-1.0962975206611587,16.0,11.5,2023,19,Mexico City Grand Prix,FP2
PIA,HARD,83.78092307692307,83.317,-0.0080274725274755,13.0,16.0,2023,19,Mexico City Grand Prix,FP2
MAG,SOFT,85.103875,83.806,0.5036309523809581,8.0,11.5,2023,19,Mexico City Grand Prix,FP2
PER,HARD,83.67150000000001,83.05,0.1237857142857153,8.0,6.5,2023,19,Mexico City Grand Prix,FP2
SAI,MEDIUM,87.4575,83.332,0.8579758241758211,14.0,14.5,2023,19,Mexico City Grand Prix,FP2
ZHO,MEDIUM,87.4496,83.593,1.6118666666666646,10.0,7.5,2023,19,Mexico City Grand Prix,FP2
ALO,MEDIUM,84.82092307692308,83.519,0.1086428571428586,13.0,12.0,2023,19,Mexico City Grand Prix,FP2
VER,MEDIUM,83.62820000000002,82.883,-0.0545333333333358,10.0,9.5,2023,19,Mexico City Grand Prix,FP2
OCO,MEDIUM,84.44266666666665,83.183,0.1014000000000012,9.0,9.0,2023,19,Mexico City Grand Prix,FP2
TSU,MEDIUM,85.40258333333334,83.274,0.5929965034965031,12.0,15.5,2023,19,Mexico City Grand Prix,FP2
RIC,HARD,84.3665,82.719,0.1369030303030329,10.0,11.5,2023,19,Mexico City Grand Prix,FP2
NOR,MEDIUM,85.22476923076923,82.511,0.8691153846153855,13.0,9.0,2023,19,Mexico City Grand Prix,FP2
ALB,HARD,83.44571428571429,83.171,0.1336071428571396,7.0,6.0,2023,19,Mexico City Grand Prix,FP2
SAR,MEDIUM,84.066,83.381,0.1286785714285682,7.0,11.0,2023,19,Mexico City Grand Prix,FP2
GAS,HARD,84.89675,83.488,-0.2863095238095225,8.0,10.5,2023,19,Mexico City Grand Prix,FP2
HUL,MEDIUM,84.63199999999999,83.423,0.0995500000000014,9.0,11.0,2023,19,Mexico City Grand Prix,FP2
NOR,SOFT,75.27739130434782,74.647,0.0199318181818169,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
RIC,SOFT,76.49556521739132,75.46,0.0390998023715391,23.0,13.0,2023,20,São Paulo Grand Prix,Sprint
OCO,SOFT,76.7228695652174,75.536,0.0674673913043456,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
HAM,SOFT,76.57730434782607,75.276,0.1147045454545452,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
ALO,SOFT,76.56734782608696,75.477,0.0685790513833979,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
BOT,SOFT,77.46352173913044,75.738,0.1207341897233186,23.0,13.0,2023,20,São Paulo Grand Prix,Sprint
GAS,SOFT,76.68404347826086,75.209,0.0700790513833981,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
ALB,SOFT,76.69286956521739,75.598,0.0285918972331985,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
RUS,SOFT,76.22947826086957,74.422,0.0788675889328028,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
VER,SOFT,75.14065217391304,74.54,0.0018310276679824,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
ZHO,SOFT,77.35017391304349,75.837,0.0929021739130416,23.0,13.0,2023,20,São Paulo Grand Prix,Sprint
SAI,SOFT,76.52152173913042,75.362,0.0543053359683779,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
SAR,MEDIUM,77.41356521739131,75.496,0.1093339920948594,23.0,13.0,2023,20,São Paulo Grand Prix,Sprint
STR,SOFT,76.56573913043478,75.467,0.0481907114624482,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
TSU,SOFT,76.27691304347825,75.532,0.0361215415019731,23.0,13.0,2023,20,São Paulo Grand Prix,Sprint
PER,SOFT,75.64430434782608,75.008,0.0105148221343868,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
PIA,SOFT,76.60613043478261,75.463,0.0673942687747014,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
LEC,SOFT,76.27821739130435,75.411,0.040579051383398,23.0,16.0,2023,20,São Paulo Grand Prix,Sprint
MAG,MEDIUM,77.34747826086955,75.464,0.0938537549407117,23.0,17.0,2023,20,São Paulo Grand Prix,Sprint
HUL,MEDIUM,77.50147826086956,75.472,0.1221511857707525,23.0,17.0,2023,20,São Paulo Grand Prix,Sprint
SAR,SOFT,111.30550000000002,98.14,1.0293019296254222,14.0,6.071428571428571,2023,21,Las Vegas Grand Prix,FP2
LEC,SOFT,115.570625,96.66,-1.4872499999999982,8.0,6.5,2023,21,Las Vegas Grand Prix,FP2
ZHO,MEDIUM,112.45330769230767,101.084,-0.4291100386100384,13.0,9.923076923076923,2023,21,Las Vegas Grand Prix,FP2
NOR,MEDIUM,102.25671428571428,100.941,0.071500000000004,7.0,15.0,2023,21,Las Vegas Grand Prix,FP2
MAG,SOFT,113.60013333333332,96.917,-0.116478723404255,15.0,8.2,2023,21,Las Vegas Grand Prix,FP2
SAR,HARD,104.76957142857144,100.231,1.2006153846153864,14.0,9.5,2023,21,Las Vegas Grand Prix,FP2
PER,MEDIUM,104.89344444444444,98.692,0.045333615795271,18.0,15.72222222222222,2023,21,Las Vegas Grand Prix,FP2
GAS,MEDIUM,104.12216666666666,100.645,-0.8209428571428495,6.0,9.5,2023,21,Las Vegas Grand Prix,FP2
SAI,SOFT,113.27688888888888,98.537,1.7772166666666656,9.0,10.0,2023,21,Las Vegas Grand Prix,FP2
HAM,MEDIUM,100.80163636363636,99.586,0.21628181818182,11.0,8.0,2023,21,Las Vegas Grand Prix,FP2
OCO,MEDIUM,103.686,99.897,0.0510194834617134,20.0,17.6,2023,21,Las Vegas Grand Prix,FP2
ALB,MEDIUM,104.18853846153844,100.084,1.4767527472527486,13.0,9.0,2023,21,Las Vegas Grand Prix,FP2
LEC,MEDIUM,100.13188888888888,98.912,-0.2320833333333418,9.0,7.0,2023,21,Las Vegas Grand Prix,FP2
PIA,MEDIUM,100.89057142857142,100.616,0.0096071428571368,7.0,11.0,2023,21,Las Vegas Grand Prix,FP2
HUL,SOFT,111.73666666666666,100.026,1.257828571428562,6.0,5.5,2023,21,Las Vegas Grand Prix,FP2
RUS,MEDIUM,100.3497142857143,99.207,0.1866428571428559,7.0,6.0,2023,21,Las Vegas Grand Prix,FP2
VER,MEDIUM,105.8681176470588,98.209,0.0058243017924152,17.0,15.176470588235292,2023,21,Las Vegas Grand Prix,FP2
SAI,MEDIUM,104.475125,98.447,2.384488095238097,8.0,6.5,2023,21,Las Vegas Grand Prix,FP2
ALB,SOFT,114.205625,98.508,3.3337023809523862,8.0,6.5,2023,21,Las Vegas Grand Prix,FP2
TSU,HARD,100.98666666666666,99.781,-0.1948833333333352,9.0,7.0,2023,21,Las Vegas Grand Prix,FP2
ZHO,SOFT,125.65685714285716,97.656,-1.6301428571428662,7.0,6.0,2023,21,Las Vegas Grand Prix,FP2
RUS,SOFT,111.94828571428572,96.89,-0.6157039350406022,14.0,7.785714285714286,2023,21,Las Vegas Grand Prix,FP2
RIC,SOFT,108.57933333333337,97.68,1.224685714285713,6.0,5.5,2023,21,Las Vegas Grand Prix,FP2
RIC,MEDIUM,104.9642,99.936,-0.036288400543725,20.0,16.6,2023,21,Las Vegas Grand Prix,FP2
TSU,MEDIUM,109.42579999999998,100.369,0.3655272727272749,10.0,11.5,2023,21,Las Vegas Grand Prix,FP2
HUL,MEDIUM,102.6384,100.429,0.7362060606060608,10.0,12.5,2023,21,Las Vegas Grand Prix,FP2
STR,SOFT,106.831375,100.496,-1.128892857142863,8.0,7.5,2023,21,Las Vegas Grand Prix,FP2
STR,MEDIUM,102.30333333333331,99.451,0.4339666666666666,9.0,12.0,2023,21,Las Vegas Grand Prix,FP2
HAM,SOFT,108.4078125,96.663,0.9370666666666688,16.0,8.0,2023,21,Las Vegas Grand Prix,FP2
ALO,MEDIUM,102.57566666666668,100.15,1.0358833333333293,9.0,12.0,2023,21,Las Vegas Grand Prix,FP2
ALO,SOFT,104.83342857142858,99.96,0.222785714285716,7.0,7.0,2023,21,Las Vegas Grand Prix,FP2
RUS,MEDIUM,88.53433333333334,88.104,-0.2682857142857138,6.0,8.5,2023,22,Abu Dhabi Grand Prix,FP2
NOR,SOFT,91.698,84.852,2.676685714285703,6.0,5.5,2023,22,Abu Dhabi Grand Prix,FP2
SAR,MEDIUM,96.38988888888888,90.411,3.50056666666666,9.0,7.0,2023,22,Abu Dhabi Grand Prix,FP2
STR,SOFT,104.961,85.492,-0.7935037593984948,8.0,7.375,2023,22,Abu Dhabi Grand Prix,FP2
ZHO,SOFT,116.4642222222222,85.223,2.0724999999999967,9.0,8.0,2023,22,Abu Dhabi Grand Prix,FP2
TSU,MEDIUM,90.76699999999998,87.796,1.9110357142857053,7.0,9.0,2023,22,Abu Dhabi Grand Prix,FP2
ALB,MEDIUM,92.822625,87.549,3.192392857142856,8.0,10.5,2023,22,Abu Dhabi Grand Prix,FP2
MAG,MEDIUM,94.298125,91.711,1.610488095238104,8.0,11.5,2023,22,Abu Dhabi Grand Prix,FP2
LEC,SOFT,102.71275,87.794,3.245833333333341,8.0,6.5,2023,22,Abu Dhabi Grand Prix,FP2
RIC,MEDIUM,91.276,87.383,2.993257142857139,6.0,8.5,2023,22,Abu Dhabi Grand Prix,FP2
PIA,MEDIUM,91.948,87.578,2.747214285714286,8.0,10.5,2023,22,Abu Dhabi Grand Prix,FP2
