Driver,Compound,FP2AvgPace,FP2BestPace,FP2DegRate,FP2LapCount,FP2AvgTyreLife,Year,RoundNumber,EventName,SessionSource
LEC,MEDIUM,95.65691666666667,95.092,0.0792482517482504,12.0,13.5,2023,2,Saudi Arabian Grand Prix,FP2
SAI,SOFT,95.28528571428572,94.964,0.1067857142857153,7.0,12.0,2023,2,Saudi Arabian Grand Prix,FP2
ALO,MEDIUM,98.7086923076923,95.035,1.453648351648351,13.0,13.0,2023,2,Saudi Arabian Grand Prix,FP2
DEV,SOFT,103.98975,90.921,-0.157327451997927,16.0,11.625,2023,2,Saudi Arabian Grand Prix,FP2
ALB,MEDIUM,95.85477777777776,95.678,-0.009316666666667,9.0,13.0,2023,2,Saudi Arabian Grand Prix,FP2
OCO,MEDIUM,100.06254545454544,95.042,2.363209090909092,11.0,14.0,2023,2,Saudi Arabian Grand Prix,FP2
MAG,SOFT,97.86227272727274,96.47,0.2818999999999978,11.0,8.0,2023,2,Saudi Arabian Grand Prix,FP2
PER,MEDIUM,95.096,94.648,-0.0550699300699303,12.0,12.5,2023,2,Saudi Arabian Grand Prix,FP2
NOR,SOFT,96.00166666666668,95.737,0.0532571428571416,6.0,10.5,2023,2,Saudi Arabian Grand Prix,FP2
PIA,HARD,95.641,95.378,0.1340000000000064,6.0,11.5,2023,2,Saudi Arabian Grand Prix,FP2
ZHO,MEDIUM,102.4995,95.331,4.298357142857145,8.0,13.5,2023,2,Saudi Arabian Grand Prix,FP2
TSU,SOFT,100.01754545454548,95.39,2.026836363636361,11.0,15.0,2023,2,Saudi Arabian Grand Prix,FP2
RUS,MEDIUM,95.7806,95.252,0.0916242424242424,10.0,12.5,2023,2,Saudi Arabian Grand Prix,FP2
MAG,INTERMEDIATE,97.73857142857142,91.859,0.7652142857142838,7.0,6.0,2023,3,Australian Grand Prix,FP2
HAM,HARD,83.74266666666666,80.323,0.8110857142857112,6.0,5.5,2023,3,Australian Grand Prix,FP2
ALB,INTERMEDIATE,92.20727272727272,88.404,-0.1570636363636362,11.0,8.0,2023,3,Australian Grand Prix,FP2
SAI,MEDIUM,98.90300000000002,79.695,-0.0634285714285777,6.0,5.5,2023,3,Australian Grand Prix,FP2
TSU,INTERMEDIATE,94.8065,89.761,0.1483142857142808,6.0,5.5,2023,3,Australian Grand Prix,FP2
RUS,HARD,82.51016666666668,79.672,0.6124857142857058,6.0,5.5,2023,3,Australian Grand Prix,FP2
BOT,INTERMEDIATE,99.44555555555556,90.022,2.346283333333327,9.0,7.0,2023,3,Australian Grand Prix,FP2
ZHO,INTERMEDIATE,98.5721,89.873,1.7933999999999963,10.0,7.5,2023,3,Australian Grand Prix,FP2
PIA,INTERMEDIATE,94.63333333333333,88.11,0.193832167832169,12.0,8.5,2023,3,Australian Grand Prix,FP2
GAS,MEDIUM,109.67492307692306,105.883,-1.475810333106742,13.0,10.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
STR,MEDIUM,107.99423076923075,104.855,-1.2968596193065949,13.0,16.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
HUL,MEDIUM,110.46392307692308,105.971,-1.123838205302516,13.0,16.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
LEC,MEDIUM,106.61638461538465,103.646,-0.9510407885792072,13.0,10.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
ZHO,MEDIUM,109.45607692307694,105.766,-1.4930768184908356,13.0,10.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
NOR,MEDIUM,104.7975,104.484,-0.017457142857147,6.0,10.5,2023,4,Azerbaijan Grand Prix,Sprint
MAG,MEDIUM,108.92315384615384,105.349,-1.4488660774983124,13.0,10.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
ALB,MEDIUM,108.125,104.915,-1.1646046906866072,13.0,16.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
VER,MEDIUM,106.695,103.723,-1.0131869476546524,13.0,13.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
NOR,SOFT,112.9666,105.597,-4.373842465753419,5.0,9.4,2023,4,Azerbaijan Grand Prix,Sprint
ALO,MEDIUM,110.36585714285717,104.544,-2.035434859600308,14.0,15.214285714285714,2023,4,Azerbaijan Grand Prix,Sprint
BOT,SOFT,110.62638461538462,106.277,-1.255630523453443,13.0,10.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
PER,MEDIUM,106.24907692307691,103.616,-1.0014010876954518,13.0,14.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
RUS,MEDIUM,106.88453846153848,104.409,-1.0280003399048283,13.0,17.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
PIA,MEDIUM,108.35684615384616,104.776,-1.2839309993202022,13.0,10.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
OCO,SOFT,107.031,105.09,0.2660317460317448,10.0,8.3,2023,4,Azerbaijan Grand Prix,Sprint
OCO,MEDIUM,140.29,140.29,,1.0,7.0,2023,4,Azerbaijan Grand Prix,Sprint
HAM,MEDIUM,107.69607692307692,104.601,-1.1216444595513275,13.0,16.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
SAI,MEDIUM,107.1710769230769,104.398,-1.1237698844323658,13.0,10.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
DEV,MEDIUM,110.03384615384616,105.768,-1.5060180149558235,13.0,10.76923076923077,2023,4,Azerbaijan Grand Prix,Sprint
ZHO,HARD,108.15950000000002,91.33,-2.895342857142857,6.0,5.5,2023,5,Miami Grand Prix,FP2
TSU,SOFT,118.62533333333332,89.613,-5.736971428571441,6.0,5.5,2023,5,Miami Grand Prix,FP2
STR,MEDIUM,117.6775,90.761,-3.5713428571428687,6.0,5.5,2023,5,Miami Grand Prix,FP2
PIA,SOFT,94.19433333333336,93.679,0.1164000000000002,6.0,11.5,2023,5,Miami Grand Prix,FP2
OCO,SOFT,112.8945,88.937,-4.109057142857149,6.0,5.5,2023,5,Miami Grand Prix,FP2
STR,MEDIUM,92.10383333333334,74.208,-0.6558000000000074,6.0,5.5,2023,6,Monaco Grand Prix,FP2
STR,SOFT,98.07,73.185,3.9979999999999936,6.0,5.5,2023,6,Monaco Grand Prix,FP2
TSU,MEDIUM,85.40025,74.263,0.4724047619047612,8.0,6.5,2023,6,Monaco Grand Prix,FP2
TSU,SOFT,94.7095,73.822,0.681642857142856,8.0,6.5,2023,6,Monaco Grand Prix,FP2
RUS,SOFT,95.6103,73.191,-1.042115151515154,10.0,7.5,2023,6,Monaco Grand Prix,FP2
SAI,HARD,88.94266666666667,73.808,1.11336666666666,9.0,7.0,2023,6,Monaco Grand Prix,FP2
SAR,MEDIUM,91.536375,75.339,-0.3271547619047604,8.0,6.5,2023,6,Monaco Grand Prix,FP2
SAR,SOFT,89.2705,74.238,-0.4987381242387328,16.0,12.1875,2023,6,Monaco Grand Prix,FP2
MAG,MEDIUM,83.10573333333335,74.124,-0.8469538007863728,15.0,11.066666666666666,2023,6,Monaco Grand Prix,FP2
LEC,SOFT,88.30114285714286,72.924,0.7012500000000033,7.0,14.0,2023,6,Monaco Grand Prix,FP2
OCO,SOFT,93.125,73.399,-1.498428571428579,7.0,6.0,2023,6,Monaco Grand Prix,FP2
PER,MEDIUM,84.26707692307693,74.261,-1.0244568825252178,13.0,11.692307692307692,2023,6,Monaco Grand Prix,FP2
RUS,MEDIUM,89.72700000000002,73.89,0.2465375979665307,14.0,10.357142857142858,2023,6,Monaco Grand Prix,FP2
PIA,MEDIUM,77.08657142857145,76.192,0.2737142857142876,7.0,15.0,2023,6,Monaco Grand Prix,FP2
ALB,SOFT,92.65616666666666,74.217,-3.3356285714285776,6.0,5.5,2023,6,Monaco Grand Prix,FP2
ALO,MEDIUM,89.34383333333334,73.872,-1.0198571428571523,6.0,5.5,2023,6,Monaco Grand Prix,FP2
HAM,MEDIUM,87.16716666666666,73.984,-1.8833568281938364,12.0,9.5,2023,6,Monaco Grand Prix,FP2
GAS,MEDIUM,83.8367142857143,74.187,-1.5248951493327692,14.0,10.642857142857142,2023,6,Monaco Grand Prix,FP2
NOR,HARD,85.87383333333334,74.037,-1.0510000000000044,6.0,5.5,2023,6,Monaco Grand Prix,FP2
OCO,MEDIUM,85.99753333333334,74.024,-0.0777375745526847,15.0,11.2,2023,6,Monaco Grand Prix,FP2
LEC,HARD,87.93016666666666,74.417,-0.4511142857142892,6.0,5.5,2023,6,Monaco Grand Prix,FP2
HUL,SOFT,83.69766666666666,76.607,3.827583333333337,9.0,13.0,2023,6,Monaco Grand Prix,FP2
HUL,MEDIUM,84.1225,75.398,-0.7428285714285673,6.0,5.5,2023,6,Monaco Grand Prix,FP2
HAM,SOFT,101.863375,72.96,-0.7065357142857122,8.0,6.5,2023,6,Monaco Grand Prix,FP2
VER,MEDIUM,84.63905555555554,73.312,-1.1511067024578463,18.0,12.38888888888889,2023,6,Monaco Grand Prix,FP2
ZHO,MEDIUM,89.85733333333333,74.897,0.0435179856115089,12.0,10.0,2023,6,Monaco Grand Prix,FP2
BOT,MEDIUM,87.51378571428573,74.464,-0.0150894727498684,14.0,11.214285714285714,2023,6,Monaco Grand Prix,FP2
ALO,SOFT,83.6335,72.682,-1.194842712586543,14.0,10.785714285714286,2023,6,Monaco Grand Prix,FP2
DEV,SOFT,76.9245,75.964,0.0840857142857179,6.0,14.5,2023,6,Monaco Grand Prix,FP2
DEV,MEDIUM,87.5262,74.462,-0.1110666666666644,10.0,7.5,2023,6,Monaco Grand Prix,FP2
MAG,MEDIUM,84.30940000000001,80.628,1.53058181818182,10.0,12.5,2023,7,Spanish Grand Prix,FP2
SAR,MEDIUM,85.67512500000001,80.387,2.9202976190476204,8.0,6.5,2023,7,Spanish Grand Prix,FP2
STR,SOFT,83.81019999999998,79.383,1.905915151515151,10.0,12.5,2023,7,Spanish Grand Prix,FP2
TSU,SOFT,83.06653846153846,80.717,0.7321758241758255,13.0,14.0,2023,7,Spanish Grand Prix,FP2
VER,SOFT,79.99444444444444,78.679,0.0849333333333343,9.0,9.0,2023,7,Spanish Grand Prix,FP2
NOR,TEST_UNKNOWN,83.15189999999998,79.627,1.5512181818181814,10.0,7.5,2023,7,Spanish Grand Prix,FP2
HAM,MEDIUM,87.57083333333333,79.948,5.507571428571433,6.0,9.5,2023,7,Spanish Grand Prix,FP2
GAS,SOFT,83.63007142857143,80.139,1.2332373626373605,14.0,14.5,2023,7,Spanish Grand Prix,FP2
VER,MEDIUM,79.947,79.623,-0.0661166666666665,9.0,9.0,2023,7,Spanish Grand Prix,FP2
DEV,MEDIUM,81.272,80.374,-0.2133095238095201,8.0,11.5,2023,7,Spanish Grand Prix,FP2
OCO,SOFT,83.77566666666667,79.606,1.176532142857141,15.0,15.0,2023,7,Spanish Grand Prix,FP2
PER,SOFT,81.36254545454545,79.572,0.0227636363636364,11.0,10.0,2023,7,Spanish Grand Prix,FP2
PIA,SOFT,80.9829,80.602,-0.0179818181818191,10.0,9.5,2023,7,Spanish Grand Prix,FP2
RUS,SOFT,82.9429375,79.998,0.8493955882352964,16.0,12.5,2023,7,Spanish Grand Prix,FP2
HUL,SOFT,81.06453333333333,80.291,0.0666928571428552,15.0,12.0,2023,7,Spanish Grand Prix,FP2
ZHO,MEDIUM,85.04285714285713,80.21,3.3027500000000067,7.0,13.0,2023,7,Spanish Grand Prix,FP2
BOT,SOFT,84.69722222222221,80.308,2.1735666666666646,9.0,12.0,2023,7,Spanish Grand Prix,FP2
SAR,SOFT,81.5942857142857,81.287,-0.0235357142857188,7.0,11.0,2023,7,Spanish Grand Prix,FP2
SAI,TEST_UNKNOWN,80.39500000000001,80.021,0.0558303030303027,10.0,7.5,2023,7,Spanish Grand Prix,FP2
LEC,SOFT,83.23923076923077,79.769,1.330939560439562,13.0,14.0,2023,7,Spanish Grand Prix,FP2
ALB,TEST_UNKNOWN,81.16166666666668,80.558,0.2970857142857105,6.0,5.5,2023,7,Spanish Grand Prix,FP2
ALO,SOFT,86.40857142857143,79.812,4.204714285714293,7.0,13.0,2023,7,Spanish Grand Prix,FP2
SAI,SOFT,86.74249999999999,79.511,3.850404761904768,8.0,11.5,2023,7,Spanish Grand Prix,FP2
SAR,MEDIUM,79.64705555555555,78.86,0.1001145510835931,18.0,12.5,2023,8,Canadian Grand Prix,FP2
BOT,MEDIUM,82.80080952380952,75.582,-0.6955608197443787,21.0,10.714285714285714,2023,8,Canadian Grand Prix,FP2
SAI,MEDIUM,78.93608333333333,77.471,0.3160664335664314,12.0,17.5,2023,8,Canadian Grand Prix,FP2
GAS,MEDIUM,83.91690476190476,75.064,0.1616304668304683,21.0,7.761904761904762,2023,8,Canadian Grand Prix,FP2
DEV,MEDIUM,88.45157142857143,77.237,0.0464642857142815,7.0,8.0,2023,8,Canadian Grand Prix,FP2
MAG,MEDIUM,81.5722,76.152,-0.2894358672628858,20.0,15.9,2023,8,Canadian Grand Prix,FP2
NOR,MEDIUM,82.9415238095238,75.508,-0.4783290398126473,21.0,8.666666666666666,2023,8,Canadian Grand Prix,FP2
HAM,MEDIUM,78.66907692307691,78.009,0.0061648351648382,13.0,9.0,2023,8,Canadian Grand Prix,FP2
GAS,SOFT,77.7045,77.228,0.1376857142857134,6.0,8.5,2023,8,Canadian Grand Prix,FP2
ALB,SOFT,85.03485714285715,75.396,-3.8729285714285817,7.0,6.0,2023,8,Canadian Grand Prix,FP2
ALO,MEDIUM,78.32866666666666,77.122,0.181428571428564,6.0,5.5,2023,8,Canadian Grand Prix,FP2
ALO,SOFT,87.25264285714285,74.044,-0.2616038592508538,14.0,6.928571428571429,2023,8,Canadian Grand Prix,FP2
VER,MEDIUM,78.59807142857143,77.212,0.0851362637362634,14.0,9.5,2023,8,Canadian Grand Prix,FP2
VER,SOFT,101.36057142857145,74.726,-0.3869285714285811,7.0,8.0,2023,8,Canadian Grand Prix,FP2
RUS,MEDIUM,78.68371428571427,78.23,-0.0249406593406593,14.0,9.5,2023,8,Canadian Grand Prix,FP2
ZHO,SOFT,87.8311111111111,74.811,-0.1461166666666648,9.0,9.0,2023,8,Canadian Grand Prix,FP2
ZHO,MEDIUM,89.052875,76.309,-0.8458690476190464,8.0,6.5,2023,8,Canadian Grand Prix,FP2
HUL,MEDIUM,89.05114285714286,76.369,1.6172857142857129,7.0,8.0,2023,8,Canadian Grand Prix,FP2
LEC,MEDIUM,78.23458333333332,77.184,-0.0969755244755249,12.0,15.5,2023,8,Canadian Grand Prix,FP2
PER,MEDIUM,79.0897,77.69,0.546987878787881,10.0,7.5,2023,8,Canadian Grand Prix,FP2
OCO,MEDIUM,88.52718181818183,75.716,-1.3382545454545434,11.0,8.0,2023,8,Canadian Grand Prix,FP2
ALB,MEDIUM,77.97500000000001,77.672,-0.0071500000000031,15.0,10.0,2023,8,Canadian Grand Prix,FP2
PIA,MEDIUM,85.45747368421053,75.722,-1.671476550680784,19.0,8.526315789473685,2023,8,Canadian Grand Prix,FP2
SAR,SOFT,91.76133333333333,76.736,-1.9433714285714343,6.0,5.5,2023,8,Canadian Grand Prix,FP2
TSU,MEDIUM,81.79571428571428,76.33,-0.4727598181066542,21.0,12.571428571428571,2023,8,Canadian Grand Prix,FP2
RUS,SOFT,72.115625,70.385,-0.4001309523809502,8.0,8.5,2023,9,Austrian Grand Prix,Sprint
VER,INTERMEDIATE,75.74304347826087,74.292,-0.1421946640316231,23.0,13.0,2023,9,Austrian Grand Prix,Sprint
PIA,SOFT,72.07442857142857,70.274,-0.4166428571428575,7.0,5.0,2023,9,Austrian Grand Prix,Sprint
PIA,INTERMEDIATE,78.68171428571428,76.694,-0.4127384615384602,14.0,8.5,2023,9,Austrian Grand Prix,Sprint
MAG,MEDIUM,72.5945,70.539,-0.8068285714285642,6.0,4.5,2023,9,Austrian Grand Prix,Sprint
MAG,INTERMEDIATE,78.33693333333333,76.871,-0.2349178571428533,15.0,9.0,2023,9,Austrian Grand Prix,Sprint
LEC,MEDIUM,72.6576,70.686,-1.0309999999999948,5.0,4.0,2023,9,Austrian Grand Prix,Sprint
LEC,INTERMEDIATE,77.78868750000001,75.992,-0.2546661764705868,16.0,9.5,2023,9,Austrian Grand Prix,Sprint
HUL,MEDIUM,71.90650000000001,70.18,-0.6612857142857057,6.0,4.5,2023,9,Austrian Grand Prix,Sprint
HUL,INTERMEDIATE,77.44666666666664,76.72,-0.0892785714285692,15.0,9.0,2023,9,Austrian Grand Prix,Sprint
HAM,SOFT,72.653,70.775,-1.1854285714285662,6.0,9.5,2023,9,Austrian Grand Prix,Sprint
HAM,INTERMEDIATE,77.8416,76.088,-0.3536999999999962,15.0,9.0,2023,9,Austrian Grand Prix,Sprint
GAS,INTERMEDIATE,77.85391304347824,76.109,-0.2008567193675906,23.0,13.0,2023,9,Austrian Grand Prix,Sprint
DEV,SOFT,72.4395,71.701,-0.4539142857142885,6.0,12.5,2023,9,Austrian Grand Prix,Sprint
DEV,INTERMEDIATE,78.86153333333331,77.215,-0.2941535714285694,15.0,9.0,2023,9,Austrian Grand Prix,Sprint
BOT,INTERMEDIATE,78.44069565217391,76.758,-0.1342598814229273,23.0,13.0,2023,9,Austrian Grand Prix,Sprint
ALB,INTERMEDIATE,77.6875,76.242,-0.2391529411764681,16.0,9.5,2023,9,Austrian Grand Prix,Sprint
ZHO,SOFT,72.64433333333334,71.305,-0.3329142857142845,6.0,11.5,2023,9,Austrian Grand Prix,Sprint
SAR,MEDIUM,72.59516666666667,71.829,-0.3192857142857059,6.0,4.5,2023,9,Austrian Grand Prix,Sprint
STR,INTERMEDIATE,76.88373913043478,75.531,-0.1408745059288559,23.0,13.0,2023,9,Austrian Grand Prix,Sprint
TSU,INTERMEDIATE,78.30843750000001,76.674,-0.2983514705882323,16.0,9.5,2023,9,Austrian Grand Prix,Sprint
TSU,SOFT,73.262,71.363,-1.182700000000003,5.0,7.0,2023,9,Austrian Grand Prix,Sprint
ALB,MEDIUM,73.229,71.635,-0.7021000000000069,5.0,6.0,2023,9,Austrian Grand Prix,Sprint
ZHO,INTERMEDIATE,78.88886666666667,77.352,-0.3617571428571422,15.0,9.0,2023,9,Austrian Grand Prix,Sprint
SAR,INTERMEDIATE,78.58,76.641,-0.3404499999999981,15.0,9.0,2023,9,Austrian Grand Prix,Sprint
SAI,INTERMEDIATE,76.6242608695652,75.457,-0.1270444664031645,23.0,13.0,2023,9,Austrian Grand Prix,Sprint
OCO,INTERMEDIATE,77.10665217391305,75.512,-0.2011314229249037,23.0,13.0,2023,9,Austrian Grand Prix,Sprint
ALO,INTERMEDIATE,76.87260869565218,74.978,-0.1513863636363648,23.0,13.0,2023,9,Austrian Grand Prix,Sprint
NOR,INTERMEDIATE,77.14230434782608,75.627,-0.1899051383399234,23.0,13.0,2023,9,Austrian Grand Prix,Sprint
RUS,INTERMEDIATE,78.06407692307693,76.564,-0.3630494505494515,13.0,8.0,2023,9,Austrian Grand Prix,Sprint
PER,INTERMEDIATE,76.56621739130435,75.492,-0.1182420948616633,23.0,13.0,2023,9,Austrian Grand Prix,Sprint
DEV,SOFT,94.54175,94.062,0.0156666666666693,8.0,11.5,2023,10,British Grand Prix,FP2
BOT,SOFT,100.15342857142856,94.434,4.019821428571437,7.0,13.0,2023,10,British Grand Prix,FP2
DEV,HARD,111.81133333333332,90.242,-2.044000000000006,6.0,5.5,2023,10,British Grand Prix,FP2
HAM,SOFT,98.96681818181818,93.653,2.169218181818183,11.0,11.0,2023,10,British Grand Prix,FP2
GAS,HARD,97.39883333333334,93.855,1.3741818181818173,12.0,14.5,2023,10,British Grand Prix,FP2
VER,SOFT,93.80414285714286,93.003,0.2945357142857133,7.0,8.0,2023,10,British Grand Prix,FP2
VER,MEDIUM,100.799875,93.007,4.273916666666667,8.0,10.5,2023,10,British Grand Prix,FP2
TSU,HARD,94.6775,94.19,0.0793809523809519,8.0,13.5,2023,10,British Grand Prix,FP2
ZHO,MEDIUM,101.742125,94.381,4.584416666666664,8.0,15.5,2023,10,British Grand Prix,FP2
ALO,MEDIUM,97.89627272727272,94.066,1.6914909090909078,11.0,12.0,2023,10,British Grand Prix,FP2
ALB,HARD,97.00315384615384,94.023,1.0896538461538463,13.0,15.0,2023,10,British Grand Prix,FP2
SAI,SOFT,94.506,93.579,0.1067833333333331,9.0,10.0,2023,10,British Grand Prix,FP2
PIA,SOFT,94.6952,94.249,0.0360484848484827,10.0,10.5,2023,10,British Grand Prix,FP2
PIA,MEDIUM,115.70233333333334,89.571,-5.0793142857142906,6.0,5.5,2023,10,British Grand Prix,FP2
PER,SOFT,94.24272727272728,93.641,0.0354545454545488,11.0,10.0,2023,10,British Grand Prix,FP2
OCO,MEDIUM,95.40125,93.848,0.1442142857142846,8.0,11.5,2023,10,British Grand Prix,FP2
NOR,HARD,96.6662,93.678,1.4197818181818171,10.0,13.5,2023,10,British Grand Prix,FP2
BOT,MEDIUM,113.29149999999998,90.45,-5.138085714285721,6.0,5.5,2023,10,British Grand Prix,FP2
MAG,MEDIUM,102.0375,94.531,6.064028571428565,6.0,10.5,2023,10,British Grand Prix,FP2
STR,HARD,94.50075,93.965,0.188357142857139,8.0,12.5,2023,10,British Grand Prix,FP2
SAR,MEDIUM,98.76223076923078,94.256,1.7459285714285706,13.0,15.0,2023,10,British Grand Prix,FP2
HUL,HARD,96.63483333333336,94.586,0.5041248710010308,18.0,15.5,2023,10,British Grand Prix,FP2
STR,SOFT,99.630875,93.399,3.5422261904761863,8.0,8.5,2023,10,British Grand Prix,FP2
MAG,HARD,84.583,83.769,0.1730666666666708,10.0,11.5,2023,11,Hungarian Grand Prix,FP2
TSU,SOFT,84.13835714285715,83.622,0.1049999999999962,14.0,14.5,2023,11,Hungarian Grand Prix,FP2
SAR,MEDIUM,87.13280000000002,83.273,1.1914642857142863,15.0,14.0,2023,11,Hungarian Grand Prix,FP2
HUL,MEDIUM,88.56894117647059,83.626,1.33070343137255,17.0,18.0,2023,11,Hungarian Grand Prix,FP2
GAS,MEDIUM,90.86316666666669,79.612,-1.3086757176105552,18.0,13.833333333333334,2023,11,Hungarian Grand Prix,FP2
ALO,MEDIUM,83.96541666666666,83.561,0.1130384615384588,12.0,17.5,2023,11,Hungarian Grand Prix,FP2
RIC,SOFT,84.22283333333333,83.508,-0.0101428571428549,6.0,11.5,2023,11,Hungarian Grand Prix,FP2
NOR,MEDIUM,87.86458823529411,83.029,1.3734950980392158,17.0,18.0,2023,11,Hungarian Grand Prix,FP2
ZHO,MEDIUM,83.48037500000001,82.996,0.1034166666666669,8.0,16.5,2023,11,Hungarian Grand Prix,FP2
RIC,MEDIUM,105.15488888888888,79.524,-1.228866666666662,9.0,10.0,2023,11,Hungarian Grand Prix,FP2
OCO,MEDIUM,91.55221739130435,79.253,-0.4365746003552415,23.0,17.304347826086957,2023,11,Hungarian Grand Prix,FP2
ALB,SOFT,97.8705,78.963,1.2076857142857114,6.0,5.5,2023,11,Hungarian Grand Prix,FP2
VER,SOFT,84.007,83.1,-0.2120571428571457,6.0,13.5,2023,11,Hungarian Grand Prix,FP2
ALB,MEDIUM,85.42235714285714,83.209,0.5265032967032954,14.0,13.5,2023,11,Hungarian Grand Prix,FP2
LEC,SOFT,86.29628571428573,83.068,1.4659642857142867,7.0,10.0,2023,11,Hungarian Grand Prix,FP2
SAI,SOFT,91.444,83.44,5.5593928571428535,7.0,10.0,2023,11,Hungarian Grand Prix,FP2
STR,MEDIUM,88.48894736842105,79.551,-0.9392832128172378,19.0,13.36842105263158,2023,11,Hungarian Grand Prix,FP2
MAG,SOFT,111.68316666666664,78.871,-8.731000000000007,6.0,5.5,2023,11,Hungarian Grand Prix,FP2
BOT,MEDIUM,83.36842857142858,82.892,0.1515000000000027,7.0,13.0,2023,11,Hungarian Grand Prix,FP2
RUS,MEDIUM,92.40523076923076,79.175,-1.590564809707664,13.0,13.076923076923077,2023,11,Hungarian Grand Prix,FP2
HAM,MEDIUM,84.5128,83.065,0.1668464285714282,15.0,21.0,2023,11,Hungarian Grand Prix,FP2
ZHO,INTERMEDIATE,127.28542857142858,124.76,-1.4714999999999936,7.0,10.714285714285714,2023,12,Belgian Grand Prix,Sprint
BOT,INTERMEDIATE,126.439625,123.595,-1.0140416666666672,8.0,10.0,2023,12,Belgian Grand Prix,Sprint
ALB,INTERMEDIATE,126.312625,123.674,-0.9780277777777824,8.0,10.0,2023,12,Belgian Grand Prix,Sprint
NOR,INTERMEDIATE,124.71485714285714,122.085,-1.3069572368421063,7.0,6.714285714285714,2023,12,Belgian Grand Prix,Sprint
HUL,INTERMEDIATE,127.67825,123.472,-0.7102500000000003,8.0,7.0,2023,12,Belgian Grand Prix,Sprint
